"ch_version","name"
"19.3.8.6","JDBC"
"19.3.8.6","ODBC"
"19.3.8.6","HDFS"
"19.3.8.6","Kafka"
"19.3.8.6","MaterializedView"
"19.3.8.6","Set"
"19.3.8.6","Dictionary"
"19.3.8.6","Merge"
"19.3.8.6","MySQL"
"19.3.8.6","Buffer"
"19.3.8.6","MergeTree"
"19.3.8.6","CollapsingMergeTree"
"19.3.8.6","Join"
"19.3.8.6","ReplicatedVersionedCollapsingMergeTree"
"19.3.8.6","GraphiteMergeTree"
"19.3.8.6","View"
"19.3.8.6","Distributed"
"19.3.8.6","ReplacingMergeTree"
"19.3.8.6","TinyLog"
"19.3.8.6","Log"
"19.3.8.6","ReplicatedGraphiteMergeTree"
"19.3.8.6","ReplicatedReplacingMergeTree"
"19.3.8.6","ReplicatedSummingMergeTree"
"19.3.8.6","URL"
"19.3.8.6","Memory"
"19.3.8.6","StripeLog"
"19.3.8.6","SummingMergeTree"
"19.3.8.6","File"
"19.3.8.6","AggregatingMergeTree"
"19.3.8.6","ReplicatedMergeTree"
"19.3.8.6","ReplicatedCollapsingMergeTree"
"19.3.8.6","VersionedCollapsingMergeTree"
"19.3.8.6","Null"
"19.3.8.6","ReplicatedAggregatingMergeTree"
