"ch_version","name","supports_settings","supports_skipping_indices","supports_projections","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"25.3.6.10034.altinitystable","OSS",1,0,0,1,0,0,0,0
"25.3.6.10034.altinitystable","AzureBlobStorage",1,0,0,1,0,0,0,0
"25.3.6.10034.altinitystable","KeeperMap",0,0,0,1,0,0,0,1
"25.3.6.10034.altinitystable","S3",1,0,0,1,0,0,0,0
"25.3.6.10034.altinitystable","MaterializedPostgreSQL",1,0,0,1,0,0,0,0
"25.3.6.10034.altinitystable","PostgreSQL",0,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","NATS",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","COSN",1,0,0,1,0,0,0,0
"25.3.6.10034.altinitystable","Redis",0,0,0,1,0,0,0,1
"25.3.6.10034.altinitystable","MongoDB",0,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","MySQL",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","ODBC",0,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","Hive",1,0,0,1,0,0,0,0
"25.3.6.10034.altinitystable","S3Queue",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","Distributed",1,0,0,0,0,0,0,1
"25.3.6.10034.altinitystable","ReplicatedSummingMergeTree",1,1,1,1,1,1,1,1
"25.3.6.10034.altinitystable","ExecutablePool",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","IcebergLocal",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","View",0,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","FuzzQuery",0,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","Loop",0,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","MaterializedView",0,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","Join",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","Executable",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","Kafka",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","Set",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","Dictionary",0,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","URL",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1,1
"25.3.6.10034.altinitystable","File",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","IcebergS3",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","Iceberg",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","GenerateRandom",0,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","LiveView",0,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","Memory",1,0,0,0,0,0,0,1
"25.3.6.10034.altinitystable","Merge",0,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","WindowView",0,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","Null",0,0,0,0,0,0,0,1
"25.3.6.10034.altinitystable","SQLite",0,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","VersionedCollapsingMergeTree",1,1,1,1,1,0,0,1
"25.3.6.10034.altinitystable","ReplacingMergeTree",1,1,1,1,1,0,0,1
"25.3.6.10034.altinitystable","ReplicatedMergeTree",1,1,1,1,1,1,1,1
"25.3.6.10034.altinitystable","DeltaLake",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","TimeSeries",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","HDFS",1,0,0,1,0,0,0,0
"25.3.6.10034.altinitystable","EmbeddedRocksDB",1,0,0,1,1,0,0,1
"25.3.6.10034.altinitystable","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1,1
"25.3.6.10034.altinitystable","IcebergHDFS",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1,1
"25.3.6.10034.altinitystable","IcebergAzure",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","Hudi",0,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","TinyLog",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","FuzzJSON",0,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1,1
"25.3.6.10034.altinitystable","JDBC",0,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","SummingMergeTree",1,1,1,1,1,0,0,1
"25.3.6.10034.altinitystable","MergeTree",1,1,1,1,1,0,0,1
"25.3.6.10034.altinitystable","GraphiteMergeTree",1,1,1,1,1,0,0,1
"25.3.6.10034.altinitystable","CollapsingMergeTree",1,1,1,1,1,0,0,1
"25.3.6.10034.altinitystable","FileLog",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1,1
"25.3.6.10034.altinitystable","RabbitMQ",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","Buffer",0,0,0,0,0,0,0,1
"25.3.6.10034.altinitystable","AzureQueue",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","AggregatingMergeTree",1,1,1,1,1,0,0,1
"25.3.6.10034.altinitystable","StripeLog",1,0,0,0,0,0,0,0
"25.3.6.10034.altinitystable","Log",1,0,0,0,0,0,0,0
