"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"21.2.10.48","PostgreSQL",0,0,0,0,0,0,0
"21.2.10.48","RabbitMQ",1,0,0,0,0,0,0
"21.2.10.48","Kafka",1,0,0,0,0,0,0
"21.2.10.48","MySQL",0,0,0,0,0,0,0
"21.2.10.48","HDFS",0,0,0,0,0,0,0
"21.2.10.48","S3",0,0,0,0,0,0,0
"21.2.10.48","MaterializedView",0,0,0,0,0,0,0
"21.2.10.48","EmbeddedRocksDB",0,0,1,0,0,0,1
"21.2.10.48","View",0,0,0,0,0,0,0
"21.2.10.48","JDBC",0,0,0,0,0,0,0
"21.2.10.48","Join",1,0,0,0,0,0,0
"21.2.10.48","Set",1,0,0,0,0,0,0
"21.2.10.48","Dictionary",0,0,0,0,0,0,0
"21.2.10.48","GenerateRandom",0,0,0,0,0,0,0
"21.2.10.48","LiveView",0,0,0,0,0,0,0
"21.2.10.48","MergeTree",1,1,1,1,0,0,1
"21.2.10.48","Memory",0,0,0,0,0,0,1
"21.2.10.48","Buffer",0,0,0,0,0,0,1
"21.2.10.48","MongoDB",0,0,0,0,0,0,0
"21.2.10.48","URL",1,0,0,0,0,0,0
"21.2.10.48","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1
"21.2.10.48","ReplacingMergeTree",1,1,1,1,0,0,1
"21.2.10.48","ReplicatedSummingMergeTree",1,1,1,1,1,1,1
"21.2.10.48","COSN",0,0,0,0,0,0,0
"21.2.10.48","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1
"21.2.10.48","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1
"21.2.10.48","File",1,0,0,0,0,0,0
"21.2.10.48","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1
"21.2.10.48","ReplicatedMergeTree",1,1,1,1,1,1,1
"21.2.10.48","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1
"21.2.10.48","VersionedCollapsingMergeTree",1,1,1,1,0,0,1
"21.2.10.48","SummingMergeTree",1,1,1,1,0,0,1
"21.2.10.48","Distributed",1,0,0,0,0,0,1
"21.2.10.48","TinyLog",1,0,0,0,0,0,0
"21.2.10.48","GraphiteMergeTree",1,1,1,1,0,0,1
"21.2.10.48","CollapsingMergeTree",1,1,1,1,0,0,1
"21.2.10.48","Merge",0,0,0,0,0,0,0
"21.2.10.48","AggregatingMergeTree",1,1,1,1,0,0,1
"21.2.10.48","ODBC",0,0,0,0,0,0,0
"21.2.10.48","Null",0,0,0,0,0,0,1
"21.2.10.48","StripeLog",1,0,0,0,0,0,0
"21.2.10.48","Log",1,0,0,0,0,0,0
