"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"21.1.6.13","RabbitMQ",1,0,0,0,0,0,0
"21.1.6.13","Kafka",1,0,0,0,0,0,0
"21.1.6.13","MySQL",0,0,0,0,0,0,0
"21.1.6.13","HDFS",0,0,0,0,0,0,0
"21.1.6.13","S3",0,0,0,0,0,0,0
"21.1.6.13","MaterializedView",0,0,0,0,0,0,0
"21.1.6.13","EmbeddedRocksDB",0,0,1,0,0,0,1
"21.1.6.13","View",0,0,0,0,0,0,0
"21.1.6.13","JDBC",0,0,0,0,0,0,0
"21.1.6.13","Join",1,0,0,0,0,0,0
"21.1.6.13","Set",1,0,0,0,0,0,0
"21.1.6.13","Dictionary",0,0,0,0,0,0,0
"21.1.6.13","GenerateRandom",0,0,0,0,0,0,0
"21.1.6.13","LiveView",0,0,0,0,0,0,0
"21.1.6.13","MergeTree",1,1,1,1,0,0,1
"21.1.6.13","Memory",0,0,0,0,0,0,1
"21.1.6.13","Buffer",0,0,0,0,0,0,1
"21.1.6.13","MongoDB",0,0,0,0,0,0,0
"21.1.6.13","URL",1,0,0,0,0,0,0
"21.1.6.13","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1
"21.1.6.13","ReplacingMergeTree",1,1,1,1,0,0,1
"21.1.6.13","ReplicatedSummingMergeTree",1,1,1,1,1,1,1
"21.1.6.13","COSN",0,0,0,0,0,0,0
"21.1.6.13","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1
"21.1.6.13","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1
"21.1.6.13","File",1,0,0,0,0,0,0
"21.1.6.13","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1
"21.1.6.13","ReplicatedMergeTree",1,1,1,1,1,1,1
"21.1.6.13","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1
"21.1.6.13","VersionedCollapsingMergeTree",1,1,1,1,0,0,1
"21.1.6.13","SummingMergeTree",1,1,1,1,0,0,1
"21.1.6.13","Distributed",1,0,0,0,0,0,1
"21.1.6.13","TinyLog",1,0,0,0,0,0,0
"21.1.6.13","GraphiteMergeTree",1,1,1,1,0,0,1
"21.1.6.13","CollapsingMergeTree",1,1,1,1,0,0,1
"21.1.6.13","Merge",0,0,0,0,0,0,0
"21.1.6.13","AggregatingMergeTree",1,1,1,1,0,0,1
"21.1.6.13","ODBC",0,0,0,0,0,0,0
"21.1.6.13","Null",0,0,0,0,0,0,1
"21.1.6.13","StripeLog",1,0,0,0,0,0,0
"21.1.6.13","Log",1,0,0,0,0,0,0
