"ch_version","name","value"
"1.1.54394","VERSION_FULL","ClickHouse 1.1.54394"
"1.1.54394","VERSION_DESCRIBE","v1.1.54394-testing"
"1.1.54394","VERSION_GITHASH","875ea0f4eaa3592f1fe628b6a1150d91b04ad574"
"1.1.54394","BUILD_DATE","2018-07-16"
"1.1.54394","BUILD_TYPE","RELWITHDEBINFO"
"1.1.54394","SYSTEM","Linux-4.4.52-25"
"1.1.54394","SYSTEM_PROCESSOR","x86_64"
"1.1.54394","LIBRARY_ARCHITECTURE","x86_64-linux-gnu"
"1.1.54394","CMAKE_VERSION","3.10.2"
"1.1.54394","C_COMPILER","/usr/lib/ccache/cc"
"1.1.54394","C_COMPILER_VERSION","7.3.0"
"1.1.54394","CXX_COMPILER","/usr/lib/ccache/g++"
"1.1.54394","CXX_COMPILER_VERSION","7.3.0"
"1.1.54394","C_FLAGS"," -fdiagnostics-color=always  -D_GLIBCXX_USE_CXX11_ABI=1 -pipe -msse4.1 -msse4.2 -mpopcnt -fno-omit-frame-pointer  -Wall   -no-pie -O2 -g -DNDEBUG -O3 "
"1.1.54394","CXX_FLAGS"," -fdiagnostics-color=always  -D_GLIBCXX_USE_CXX11_ABI=1 -pipe -msse4.1 -msse4.2 -mpopcnt  -fno-omit-frame-pointer  -Wall  -Wnon-virtual-dtor  -no-pie -O2 -g -DNDEBUG -O3 "
"1.1.54394","LINK_FLAGS"," -fuse-ld=gold -static-libgcc -static-libstdc++"
"1.1.54394","BUILD_COMPILE_DEFINITIONS",""
"1.1.54394","BUILD_INCLUDE_DIRECTORIES",""
"1.1.54394","STATIC","ON"
"1.1.54394","USE_EMBEDDED_COMPILER","1"
"1.1.54394","USE_INTERNAL_MEMCPY","ON"
"1.1.54394","USE_GLIBC_COMPATIBILITY","ON"
"1.1.54394","USE_JEMALLOC",""
"1.1.54394","USE_TCMALLOC","1"
"1.1.54394","USE_UNWIND","1"
"1.1.54394","USE_ICU","1"
"1.1.54394","USE_MYSQL","1"
"1.1.54394","USE_RE2_ST","1"
"1.1.54394","USE_VECTORCLASS",""
"1.1.54394","USE_RDKAFKA","1"
"1.1.54394","USE_CAPNP","1"
"1.1.54394","USE_POCO_SQLODBC",""
"1.1.54394","USE_POCO_DATAODBC","1"
"1.1.54394","USE_POCO_MONGODB","1"
"1.1.54394","USE_POCO_NETSSL","1"
