"20.3.19.4","ODBCDriver2",0,1
"20.3.19.4","JSONCompact",0,1
"20.3.19.4","PrettyNoEscapes",0,1
"20.3.19.4","Pretty",0,1
"20.3.19.4","CustomSeparated",1,1
"20.3.19.4","TemplateIgnoreSpaces",1,0
"20.3.19.4","MySQLWire",0,1
"20.3.19.4","Template",1,1
"20.3.19.4","TabSeparatedWithNames",1,1
"20.3.19.4","JSONCompactEachRowWithNamesAndTypes",1,1
"20.3.19.4","Parquet",1,1
"20.3.19.4","RowBinary",1,1
"20.3.19.4","Protobuf",1,1
"20.3.19.4","CustomSeparatedIgnoreSpaces",1,0
"20.3.19.4","CSVWithNames",1,1
"20.3.19.4","PrettySpace",0,1
"20.3.19.4","TSV",1,1
"20.3.19.4","CSV",1,1
"20.3.19.4","ODBCDriver",0,1
"20.3.19.4","JSONCompactEachRow",1,1
"20.3.19.4","Values",1,1
"20.3.19.4","PrettyCompact",0,1
"20.3.19.4","ORC",1,0
"20.3.19.4","TSVRaw",0,1
"20.3.19.4","PrettyCompactNoEscapes",0,1
"20.3.19.4","JSONEachRowWithProgress",0,1
"20.3.19.4","AvroConfluent",1,0
"20.3.19.4","TabSeparated",1,1
"20.3.19.4","TabSeparatedWithNamesAndTypes",1,1
"20.3.19.4","Null",0,1
"20.3.19.4","TabSeparatedRaw",0,1
"20.3.19.4","TSVWithNames",1,1
"20.3.19.4","Avro",1,1
"20.3.19.4","RowBinaryWithNamesAndTypes",1,1
"20.3.19.4","XML",0,1
"20.3.19.4","JSON",0,1
"20.3.19.4","TSVWithNamesAndTypes",1,1
"20.3.19.4","Vertical",0,1
"20.3.19.4","PrettySpaceNoEscapes",0,1
"20.3.19.4","CapnProto",1,0
"20.3.19.4","JSONEachRow",1,1
"20.3.19.4","Native",1,1
"20.3.19.4","TSKV",1,1
