"ch_version","name","case_insensitive","alias_to"
"23.3.13.7.altinitystable","JSON",1,""
"23.3.13.7.altinitystable","Polygon",0,""
"23.3.13.7.altinitystable","Ring",0,""
"23.3.13.7.altinitystable","Point",0,""
"23.3.13.7.altinitystable","SimpleAggregateFunction",0,""
"23.3.13.7.altinitystable","IntervalQuarter",0,""
"23.3.13.7.altinitystable","IntervalMonth",0,""
"23.3.13.7.altinitystable","Int64",0,""
"23.3.13.7.altinitystable","IntervalDay",0,""
"23.3.13.7.altinitystable","IntervalHour",0,""
"23.3.13.7.altinitystable","IPv4",0,""
"23.3.13.7.altinitystable","IntervalSecond",0,""
"23.3.13.7.altinitystable","LowCardinality",0,""
"23.3.13.7.altinitystable","Int16",0,""
"23.3.13.7.altinitystable","UInt256",0,""
"23.3.13.7.altinitystable","AggregateFunction",0,""
"23.3.13.7.altinitystable","MultiPolygon",0,""
"23.3.13.7.altinitystable","IPv6",0,""
"23.3.13.7.altinitystable","Nothing",0,""
"23.3.13.7.altinitystable","Decimal256",1,""
"23.3.13.7.altinitystable","Tuple",0,""
"23.3.13.7.altinitystable","Array",0,""
"23.3.13.7.altinitystable","IntervalMicrosecond",0,""
"23.3.13.7.altinitystable","Bool",1,""
"23.3.13.7.altinitystable","Enum16",0,""
"23.3.13.7.altinitystable","IntervalMinute",0,""
"23.3.13.7.altinitystable","FixedString",0,""
"23.3.13.7.altinitystable","String",0,""
"23.3.13.7.altinitystable","DateTime",1,""
"23.3.13.7.altinitystable","Object",0,""
"23.3.13.7.altinitystable","Map",0,""
"23.3.13.7.altinitystable","UUID",0,""
"23.3.13.7.altinitystable","Decimal64",1,""
"23.3.13.7.altinitystable","Nullable",0,""
"23.3.13.7.altinitystable","Enum",1,""
"23.3.13.7.altinitystable","Int32",0,""
"23.3.13.7.altinitystable","UInt8",0,""
"23.3.13.7.altinitystable","Date",1,""
"23.3.13.7.altinitystable","Decimal32",1,""
"23.3.13.7.altinitystable","UInt128",0,""
"23.3.13.7.altinitystable","Float64",0,""
"23.3.13.7.altinitystable","Nested",0,""
"23.3.13.7.altinitystable","UInt16",0,""
"23.3.13.7.altinitystable","IntervalMillisecond",0,""
"23.3.13.7.altinitystable","Int128",0,""
"23.3.13.7.altinitystable","Decimal128",1,""
"23.3.13.7.altinitystable","Int8",0,""
"23.3.13.7.altinitystable","Decimal",1,""
"23.3.13.7.altinitystable","Int256",0,""
"23.3.13.7.altinitystable","DateTime64",1,""
"23.3.13.7.altinitystable","Enum8",0,""
"23.3.13.7.altinitystable","DateTime32",1,""
"23.3.13.7.altinitystable","Date32",1,""
"23.3.13.7.altinitystable","IntervalWeek",0,""
"23.3.13.7.altinitystable","UInt64",0,""
"23.3.13.7.altinitystable","IntervalNanosecond",0,""
"23.3.13.7.altinitystable","IntervalYear",0,""
"23.3.13.7.altinitystable","UInt32",0,""
"23.3.13.7.altinitystable","Float32",0,""
"23.3.13.7.altinitystable","bool",1,"Bool"
"23.3.13.7.altinitystable","INET6",1,"IPv6"
"23.3.13.7.altinitystable","INET4",1,"IPv4"
"23.3.13.7.altinitystable","ENUM",1,"Enum"
"23.3.13.7.altinitystable","BINARY",1,"FixedString"
"23.3.13.7.altinitystable","GEOMETRY",1,"String"
"23.3.13.7.altinitystable","NATIONAL CHAR VARYING",1,"String"
"23.3.13.7.altinitystable","BINARY VARYING",1,"String"
"23.3.13.7.altinitystable","NCHAR LARGE OBJECT",1,"String"
"23.3.13.7.altinitystable","NATIONAL CHARACTER VARYING",1,"String"
"23.3.13.7.altinitystable","boolean",1,"Bool"
"23.3.13.7.altinitystable","NATIONAL CHARACTER LARGE OBJECT",1,"String"
"23.3.13.7.altinitystable","NATIONAL CHARACTER",1,"String"
"23.3.13.7.altinitystable","NATIONAL CHAR",1,"String"
"23.3.13.7.altinitystable","CHARACTER VARYING",1,"String"
"23.3.13.7.altinitystable","LONGBLOB",1,"String"
"23.3.13.7.altinitystable","TINYBLOB",1,"String"
"23.3.13.7.altinitystable","MEDIUMTEXT",1,"String"
"23.3.13.7.altinitystable","TEXT",1,"String"
"23.3.13.7.altinitystable","VARCHAR2",1,"String"
"23.3.13.7.altinitystable","CHARACTER LARGE OBJECT",1,"String"
"23.3.13.7.altinitystable","DOUBLE PRECISION",1,"Float64"
"23.3.13.7.altinitystable","LONGTEXT",1,"String"
"23.3.13.7.altinitystable","NVARCHAR",1,"String"
"23.3.13.7.altinitystable","INT1 UNSIGNED",1,"UInt8"
"23.3.13.7.altinitystable","VARCHAR",1,"String"
"23.3.13.7.altinitystable","CHAR VARYING",1,"String"
"23.3.13.7.altinitystable","MEDIUMBLOB",1,"String"
"23.3.13.7.altinitystable","NCHAR",1,"String"
"23.3.13.7.altinitystable","VARBINARY",1,"String"
"23.3.13.7.altinitystable","CHAR",1,"String"
"23.3.13.7.altinitystable","SMALLINT UNSIGNED",1,"UInt16"
"23.3.13.7.altinitystable","TIMESTAMP",1,"DateTime"
"23.3.13.7.altinitystable","FIXED",1,"Decimal"
