"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting"
"23.3.13.7.altinitystable","SQLInsert",0,1,0,0
"23.3.13.7.altinitystable","Prometheus",0,1,0,0
"23.3.13.7.altinitystable","CapnProto",1,1,0,0
"23.3.13.7.altinitystable","PostgreSQLWire",0,1,0,0
"23.3.13.7.altinitystable","MySQLWire",0,1,0,0
"23.3.13.7.altinitystable","JSONEachRowWithProgress",0,1,0,0
"23.3.13.7.altinitystable","ODBCDriver2",0,1,0,0
"23.3.13.7.altinitystable","PrettySpaceNoEscapes",0,1,0,1
"23.3.13.7.altinitystable","PrettySpace",0,1,0,1
"23.3.13.7.altinitystable","PrettyCompactMonoBlock",0,1,0,0
"23.3.13.7.altinitystable","PrettyCompactNoEscapes",0,1,0,1
"23.3.13.7.altinitystable","JSONStringsEachRowWithProgress",0,1,0,0
"23.3.13.7.altinitystable","PrettyNoEscapesMonoBlock",0,1,0,0
"23.3.13.7.altinitystable","PrettyMonoBlock",0,1,0,0
"23.3.13.7.altinitystable","ArrowStream",1,1,0,0
"23.3.13.7.altinitystable","Avro",1,1,0,0
"23.3.13.7.altinitystable","AvroConfluent",1,0,0,0
"23.3.13.7.altinitystable","ORC",1,1,0,0
"23.3.13.7.altinitystable","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0
"23.3.13.7.altinitystable","CustomSeparatedIgnoreSpaces",1,0,0,0
"23.3.13.7.altinitystable","CustomSeparatedWithNamesAndTypes",1,1,0,1
"23.3.13.7.altinitystable","CustomSeparatedWithNames",1,1,0,1
"23.3.13.7.altinitystable","RawBLOB",1,1,0,0
"23.3.13.7.altinitystable","TemplateIgnoreSpaces",1,0,0,0
"23.3.13.7.altinitystable","MsgPack",1,1,0,1
"23.3.13.7.altinitystable","Template",1,1,0,0
"23.3.13.7.altinitystable","Protobuf",1,1,0,0
"23.3.13.7.altinitystable","Markdown",0,1,0,1
"23.3.13.7.altinitystable","XML",0,1,0,1
"23.3.13.7.altinitystable","ProtobufSingle",1,1,0,0
"23.3.13.7.altinitystable","JSONColumnsWithMetadata",1,1,0,0
"23.3.13.7.altinitystable","JSONCompactColumns",1,1,0,0
"23.3.13.7.altinitystable","JSONObjectEachRow",1,1,0,1
"23.3.13.7.altinitystable","PrettyCompactNoEscapesMonoBlock",0,1,0,0
"23.3.13.7.altinitystable","PrettyNoEscapes",0,1,0,1
"23.3.13.7.altinitystable","JSONCompactStrings",0,1,0,1
"23.3.13.7.altinitystable","JSONCompact",1,1,0,1
"23.3.13.7.altinitystable","Null",0,1,0,0
"23.3.13.7.altinitystable","JSONStrings",0,1,0,1
"23.3.13.7.altinitystable","LineAsStringWithNamesAndTypes",0,1,0,1
"23.3.13.7.altinitystable","RowBinaryWithNamesAndTypes",1,1,0,1
"23.3.13.7.altinitystable","RowBinary",1,1,0,1
"23.3.13.7.altinitystable","LineAsString",1,1,1,1
"23.3.13.7.altinitystable","Native",1,1,0,0
"23.3.13.7.altinitystable","LineAsStringWithNames",0,1,0,1
"23.3.13.7.altinitystable","BSONEachRow",1,1,1,1
"23.3.13.7.altinitystable","JSONCompactStringsEachRowWithNamesAndTypes",1,1,1,1
"23.3.13.7.altinitystable","PrettySpaceMonoBlock",0,1,0,0
"23.3.13.7.altinitystable","PrettyCompact",0,1,0,1
"23.3.13.7.altinitystable","RowBinaryWithNames",1,1,0,1
"23.3.13.7.altinitystable","Arrow",1,1,0,0
"23.3.13.7.altinitystable","Parquet",1,1,0,0
"23.3.13.7.altinitystable","TabSeparatedWithNames",1,1,1,1
"23.3.13.7.altinitystable","JSONCompactStringsEachRowWithNames",1,1,1,1
"23.3.13.7.altinitystable","HiveText",1,0,1,0
"23.3.13.7.altinitystable","PrettySpaceNoEscapesMonoBlock",0,1,0,0
"23.3.13.7.altinitystable","TabSeparatedRawWithNames",1,1,1,1
"23.3.13.7.altinitystable","JSONCompactStringsEachRow",1,1,1,1
"23.3.13.7.altinitystable","CustomSeparated",1,1,0,1
"23.3.13.7.altinitystable","JSONCompactEachRow",1,1,1,1
"23.3.13.7.altinitystable","TSVRawWithNamesAndTypes",1,1,1,1
"23.3.13.7.altinitystable","JSONAsString",1,0,1,0
"23.3.13.7.altinitystable","JSONColumns",1,1,0,0
"23.3.13.7.altinitystable","NDJSON",1,1,1,1
"23.3.13.7.altinitystable","JSONAsObject",1,0,1,0
"23.3.13.7.altinitystable","JSONLines",1,1,1,1
"23.3.13.7.altinitystable","ProtobufList",1,1,0,0
"23.3.13.7.altinitystable","JSON",1,1,0,1
"23.3.13.7.altinitystable","MySQLDump",1,0,0,0
"23.3.13.7.altinitystable","TSVWithNamesAndTypes",1,1,1,1
"23.3.13.7.altinitystable","CSVWithNamesAndTypes",1,1,1,1
"23.3.13.7.altinitystable","CSVWithNames",1,1,1,1
"23.3.13.7.altinitystable","Regexp",1,0,1,0
"23.3.13.7.altinitystable","TSV",1,1,1,1
"23.3.13.7.altinitystable","Vertical",0,1,0,1
"23.3.13.7.altinitystable","CSV",1,1,1,1
"23.3.13.7.altinitystable","Pretty",0,1,0,1
"23.3.13.7.altinitystable","JSONCompactEachRowWithNames",1,1,1,1
"23.3.13.7.altinitystable","TabSeparatedRawWithNamesAndTypes",1,1,1,1
"23.3.13.7.altinitystable","TSKV",1,1,1,1
"23.3.13.7.altinitystable","TSVRaw",1,1,1,1
"23.3.13.7.altinitystable","Values",1,1,0,1
"23.3.13.7.altinitystable","JSONStringsEachRow",1,1,1,1
"23.3.13.7.altinitystable","TabSeparated",1,1,1,1
"23.3.13.7.altinitystable","TabSeparatedWithNamesAndTypes",1,1,1,1
"23.3.13.7.altinitystable","TSVRawWithNames",1,1,1,1
"23.3.13.7.altinitystable","JSONCompactEachRowWithNamesAndTypes",1,1,1,1
"23.3.13.7.altinitystable","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0
"23.3.13.7.altinitystable","TabSeparatedRaw",1,1,1,1
"23.3.13.7.altinitystable","TSVWithNames",1,1,1,1
"23.3.13.7.altinitystable","JSONEachRow",1,1,1,1
