"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting"
"23.8.16.35","ParquetMetadata",1,0,0,0
"23.8.16.35","Prometheus",0,1,0,0
"23.8.16.35","CapnProto",1,1,0,0
"23.8.16.35","PostgreSQLWire",0,1,0,0
"23.8.16.35","MySQLWire",0,1,0,0
"23.8.16.35","JSONEachRowWithProgress",0,1,0,0
"23.8.16.35","ODBCDriver2",0,1,0,0
"23.8.16.35","PrettySpaceNoEscapes",0,1,0,1
"23.8.16.35","PrettySpace",0,1,0,1
"23.8.16.35","One",1,0,0,0
"23.8.16.35","PrettyCompactMonoBlock",0,1,0,0
"23.8.16.35","PrettyCompactNoEscapes",0,1,0,1
"23.8.16.35","JSONStringsEachRowWithProgress",0,1,0,0
"23.8.16.35","PrettyNoEscapesMonoBlock",0,1,0,0
"23.8.16.35","PrettyMonoBlock",0,1,0,0
"23.8.16.35","ArrowStream",1,1,0,0
"23.8.16.35","Avro",1,1,0,0
"23.8.16.35","AvroConfluent",1,0,0,0
"23.8.16.35","ORC",1,1,0,0
"23.8.16.35","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0
"23.8.16.35","CustomSeparatedIgnoreSpaces",1,0,0,0
"23.8.16.35","CustomSeparatedWithNames",1,1,0,1
"23.8.16.35","RawBLOB",1,1,0,0
"23.8.16.35","TemplateIgnoreSpaces",1,0,0,0
"23.8.16.35","MsgPack",1,1,0,1
"23.8.16.35","Template",1,1,0,0
"23.8.16.35","Protobuf",1,1,0,0
"23.8.16.35","Markdown",0,1,0,1
"23.8.16.35","XML",0,1,0,1
"23.8.16.35","ProtobufSingle",1,1,0,0
"23.8.16.35","JSONColumnsWithMetadata",1,1,0,0
"23.8.16.35","JSONCompactColumns",1,1,0,0
"23.8.16.35","JSONColumns",1,1,0,0
"23.8.16.35","JSONObjectEachRow",1,1,0,1
"23.8.16.35","PrettyCompactNoEscapesMonoBlock",0,1,0,0
"23.8.16.35","PrettyNoEscapes",0,1,0,1
"23.8.16.35","JSONCompactStrings",0,1,0,1
"23.8.16.35","JSONCompact",1,1,0,1
"23.8.16.35","Null",0,1,0,0
"23.8.16.35","JSONStrings",0,1,0,1
"23.8.16.35","LineAsStringWithNamesAndTypes",0,1,0,1
"23.8.16.35","RowBinaryWithNamesAndTypes",1,1,0,1
"23.8.16.35","RowBinary",1,1,0,1
"23.8.16.35","LineAsString",1,1,1,1
"23.8.16.35","Native",1,1,0,0
"23.8.16.35","LineAsStringWithNames",0,1,0,1
"23.8.16.35","BSONEachRow",1,1,1,1
"23.8.16.35","JSONCompactStringsEachRowWithNamesAndTypes",1,1,1,1
"23.8.16.35","PrettySpaceMonoBlock",0,1,0,0
"23.8.16.35","PrettyCompact",0,1,0,1
"23.8.16.35","RowBinaryWithNames",1,1,0,1
"23.8.16.35","Arrow",1,1,0,0
"23.8.16.35","Parquet",1,1,1,0
"23.8.16.35","TabSeparatedWithNames",1,1,1,1
"23.8.16.35","JSONCompactStringsEachRowWithNames",1,1,1,1
"23.8.16.35","PrettyJSONLines",0,1,0,1
"23.8.16.35","HiveText",1,0,1,0
"23.8.16.35","PrettySpaceNoEscapesMonoBlock",0,1,0,0
"23.8.16.35","TabSeparatedRawWithNames",1,1,1,1
"23.8.16.35","JSONCompactStringsEachRow",1,1,1,1
"23.8.16.35","CustomSeparated",1,1,0,1
"23.8.16.35","JSONCompactEachRow",1,1,1,1
"23.8.16.35","TSVRawWithNamesAndTypes",1,1,1,1
"23.8.16.35","JSONAsString",1,0,1,0
"23.8.16.35","NDJSON",1,1,1,1
"23.8.16.35","JSONAsObject",1,0,1,0
"23.8.16.35","SQLInsert",0,1,0,0
"23.8.16.35","PrettyJSONEachRow",0,1,0,1
"23.8.16.35","RowBinaryWithDefaults",1,0,0,0
"23.8.16.35","JSONLines",1,1,1,1
"23.8.16.35","CustomSeparatedWithNamesAndTypes",1,1,0,1
"23.8.16.35","PrettyNDJSON",0,1,0,1
"23.8.16.35","ProtobufList",1,1,0,0
"23.8.16.35","JSON",1,1,0,1
"23.8.16.35","MySQLDump",1,0,0,0
"23.8.16.35","TSVWithNamesAndTypes",1,1,1,1
"23.8.16.35","CSVWithNamesAndTypes",1,1,1,1
"23.8.16.35","CSVWithNames",1,1,1,1
"23.8.16.35","Regexp",1,0,1,0
"23.8.16.35","TSV",1,1,1,1
"23.8.16.35","Vertical",0,1,0,1
"23.8.16.35","CSV",1,1,1,1
"23.8.16.35","Pretty",0,1,0,1
"23.8.16.35","JSONCompactEachRowWithNames",1,1,1,1
"23.8.16.35","TabSeparatedRawWithNamesAndTypes",1,1,1,1
"23.8.16.35","TSKV",1,1,1,1
"23.8.16.35","TSVRaw",1,1,1,1
"23.8.16.35","Values",1,1,0,1
"23.8.16.35","JSONStringsEachRow",1,1,1,1
"23.8.16.35","TabSeparated",1,1,1,1
"23.8.16.35","TabSeparatedWithNamesAndTypes",1,1,1,1
"23.8.16.35","TSVRawWithNames",1,1,1,1
"23.8.16.35","JSONCompactEachRowWithNamesAndTypes",1,1,1,1
"23.8.16.35","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0
"23.8.16.35","TabSeparatedRaw",1,1,1,1
"23.8.16.35","TSVWithNames",1,1,1,1
"23.8.16.35","JSONEachRow",1,1,1,1
