"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly"
"25.2.1.3085","One",1,0,0,0,1
"25.2.1.3085","ParquetMetadata",1,0,1,0,1
"25.2.1.3085","MySQLDump",1,0,0,0,1
"25.2.1.3085","CapnProto",1,1,0,0,0
"25.2.1.3085","PostgreSQLWire",0,1,0,0,0
"25.2.1.3085","TSV",1,1,1,1,1
"25.2.1.3085","PrettyCompactMonoBlock",0,1,0,0,1
"25.2.1.3085","JSONEachRowWithProgress",0,1,0,0,1
"25.2.1.3085","JSONCompactStrings",0,1,0,1,1
"25.2.1.3085","JSONStringsEachRowWithProgress",0,1,0,0,1
"25.2.1.3085","Vertical",0,1,0,1,1
"25.2.1.3085","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1
"25.2.1.3085","Null",0,1,0,0,1
"25.2.1.3085","PrettySpaceNoEscapes",0,1,0,0,1
"25.2.1.3085","Markdown",0,1,0,1,1
"25.2.1.3085","Form",1,0,0,0,1
"25.2.1.3085","ODBCDriver2",0,1,0,0,0
"25.2.1.3085","PrettySpaceMonoBlock",0,1,0,0,1
"25.2.1.3085","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1
"25.2.1.3085","PrettyCompactNoEscapes",0,1,0,0,1
"25.2.1.3085","JSONStringsEachRow",1,1,1,1,1
"25.2.1.3085","PrettyCompact",0,1,0,0,1
"25.2.1.3085","DWARF",1,0,1,0,1
"25.2.1.3085","Values",1,1,0,1,1
"25.2.1.3085","PrettyNoEscapesMonoBlock",0,1,0,0,1
"25.2.1.3085","PrettyNoEscapes",0,1,0,0,1
"25.2.1.3085","PrettyMonoBlock",0,1,0,0,1
"25.2.1.3085","AvroConfluent",1,0,0,0,1
"25.2.1.3085","RawBLOB",1,1,0,0,1
"25.2.1.3085","Parquet",1,1,1,0,0
"25.2.1.3085","JSONCompactEachRowWithProgress",0,1,0,0,1
"25.2.1.3085","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1
"25.2.1.3085","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1
"25.2.1.3085","CustomSeparatedWithNamesAndTypes",1,1,0,1,1
"25.2.1.3085","PrettySpace",0,1,0,0,1
"25.2.1.3085","Arrow",1,1,0,0,0
"25.2.1.3085","JSONAsString",1,0,1,0,1
"25.2.1.3085","CustomSeparatedWithNames",1,1,0,1,1
"25.2.1.3085","CustomSeparated",1,1,0,1,1
"25.2.1.3085","BSONEachRow",1,1,1,1,0
"25.2.1.3085","Template",1,1,0,0,1
"25.2.1.3085","XML",0,1,0,1,1
"25.2.1.3085","ProtobufList",1,1,0,0,0
"25.2.1.3085","ProtobufSingle",1,1,0,0,0
"25.2.1.3085","JSONColumnsWithMetadata",1,1,0,0,1
"25.2.1.3085","TSVRawWithNamesAndTypes",1,1,1,1,1
"25.2.1.3085","Npy",1,1,0,0,0
"25.2.1.3085","TemplateIgnoreSpaces",1,0,0,0,1
"25.2.1.3085","JSONCompactColumns",1,1,0,0,1
"25.2.1.3085","JSONColumns",1,1,0,0,1
"25.2.1.3085","ArrowStream",1,1,0,0,0
"25.2.1.3085","JSONObjectEachRow",1,1,0,1,1
"25.2.1.3085","NDJSON",1,1,1,1,1
"25.2.1.3085","PrettyNDJSON",0,1,0,1,1
"25.2.1.3085","LineAsStringWithNamesAndTypes",0,1,0,1,1
"25.2.1.3085","PrettyJSONLines",0,1,0,1,1
"25.2.1.3085","CSVWithNamesAndTypes",1,1,1,1,1
"25.2.1.3085","ORC",1,1,0,0,0
"25.2.1.3085","Protobuf",1,1,0,0,0
"25.2.1.3085","PrettyJSONEachRow",0,1,0,1,1
"25.2.1.3085","JSONStrings",0,1,0,1,1
"25.2.1.3085","JSON",1,1,0,1,1
"25.2.1.3085","RawWithNames",1,1,1,1,1
"25.2.1.3085","MsgPack",1,1,0,1,0
"25.2.1.3085","LineAsStringWithNames",0,1,0,1,1
"25.2.1.3085","JSONCompactStringsEachRowWithProgress",0,1,0,0,1
"25.2.1.3085","LineAsString",1,1,1,1,1
"25.2.1.3085","RowBinaryWithNames",1,1,0,1,0
"25.2.1.3085","RowBinary",1,1,0,1,0
"25.2.1.3085","SQLInsert",0,1,0,0,1
"25.2.1.3085","Native",1,1,0,0,0
"25.2.1.3085","Prometheus",0,1,0,0,1
"25.2.1.3085","TSVRaw",1,1,1,1,1
"25.2.1.3085","JSONLines",1,1,1,1,1
"25.2.1.3085","CustomSeparatedIgnoreSpaces",1,0,0,0,1
"25.2.1.3085","JSONAsObject",1,0,1,0,1
"25.2.1.3085","HiveText",1,0,1,0,1
"25.2.1.3085","RowBinaryWithDefaults",1,0,0,0,1
"25.2.1.3085","JSONCompactStringsEachRowWithNamesAndTypes",1,1,1,1,1
"25.2.1.3085","RawWithNamesAndTypes",1,1,1,1,1
"25.2.1.3085","JSONCompactStringsEachRow",1,1,1,1,1
"25.2.1.3085","TabSeparatedWithNamesAndTypes",1,1,1,1,1
"25.2.1.3085","JSONCompactStringsEachRowWithNames",1,1,1,1,1
"25.2.1.3085","JSONCompactEachRowWithNamesAndTypes",1,1,1,1,1
"25.2.1.3085","JSONCompactEachRow",1,1,1,1,1
"25.2.1.3085","TSKV",1,1,1,1,1
"25.2.1.3085","Avro",1,1,0,0,0
"25.2.1.3085","JSONEachRow",1,1,1,1,1
"25.2.1.3085","Pretty",0,1,0,0,1
"25.2.1.3085","TSVRawWithNames",1,1,1,1,1
"25.2.1.3085","TabSeparatedRaw",1,1,1,1,1
"25.2.1.3085","Regexp",1,0,1,0,1
"25.2.1.3085","TabSeparatedRawWithNamesAndTypes",1,1,1,1,1
"25.2.1.3085","MySQLWire",0,1,0,0,0
"25.2.1.3085","CSVWithNames",1,1,1,1,1
"25.2.1.3085","Raw",1,1,1,1,1
"25.2.1.3085","TabSeparatedRawWithNames",1,1,1,1,1
"25.2.1.3085","RowBinaryWithNamesAndTypes",1,1,0,1,0
"25.2.1.3085","JSONCompact",1,1,0,1,1
