"ch_version","name"
"18.4.0","ODBC"
"18.4.0","Kafka"
"18.4.0","MaterializedView"
"18.4.0","Set"
"18.4.0","Dictionary"
"18.4.0","Merge"
"18.4.0","MySQL"
"18.4.0","Buffer"
"18.4.0","MergeTree"
"18.4.0","CollapsingMergeTree"
"18.4.0","Join"
"18.4.0","ReplicatedVersionedCollapsingMergeTree"
"18.4.0","GraphiteMergeTree"
"18.4.0","View"
"18.4.0","Distributed"
"18.4.0","ReplacingMergeTree"
"18.4.0","TinyLog"
"18.4.0","Log"
"18.4.0","ReplicatedGraphiteMergeTree"
"18.4.0","ReplicatedReplacingMergeTree"
"18.4.0","ReplicatedSummingMergeTree"
"18.4.0","URL"
"18.4.0","Memory"
"18.4.0","StripeLog"
"18.4.0","SummingMergeTree"
"18.4.0","File"
"18.4.0","AggregatingMergeTree"
"18.4.0","ReplicatedMergeTree"
"18.4.0","ReplicatedCollapsingMergeTree"
"18.4.0","VersionedCollapsingMergeTree"
"18.4.0","Null"
"18.4.0","ReplicatedAggregatingMergeTree"
