"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly"
"25.3.1.2703","One",1,0,0,0,1
"25.3.1.2703","ParquetMetadata",1,0,1,0,1
"25.3.1.2703","MySQLDump",1,0,0,0,1
"25.3.1.2703","CapnProto",1,1,0,0,0
"25.3.1.2703","PostgreSQLWire",0,1,0,0,0
"25.3.1.2703","TSV",1,1,1,1,1
"25.3.1.2703","PrettyCompactMonoBlock",0,1,0,0,1
"25.3.1.2703","JSONEachRowWithProgress",0,1,0,0,1
"25.3.1.2703","JSONCompactStrings",0,1,0,1,1
"25.3.1.2703","JSONStringsEachRowWithProgress",0,1,0,0,1
"25.3.1.2703","Vertical",0,1,0,1,1
"25.3.1.2703","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1
"25.3.1.2703","Null",0,1,0,0,1
"25.3.1.2703","PrettySpaceNoEscapes",0,1,0,0,1
"25.3.1.2703","Markdown",0,1,0,1,1
"25.3.1.2703","Form",1,0,0,0,1
"25.3.1.2703","ODBCDriver2",0,1,0,0,0
"25.3.1.2703","PrettySpaceMonoBlock",0,1,0,0,1
"25.3.1.2703","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1
"25.3.1.2703","PrettyCompactNoEscapes",0,1,0,0,1
"25.3.1.2703","JSONStringsEachRow",1,1,1,1,1
"25.3.1.2703","PrettyCompact",0,1,0,0,1
"25.3.1.2703","DWARF",1,0,1,0,1
"25.3.1.2703","Values",1,1,0,1,1
"25.3.1.2703","PrettyNoEscapesMonoBlock",0,1,0,0,1
"25.3.1.2703","PrettyNoEscapes",0,1,0,0,1
"25.3.1.2703","PrettyMonoBlock",0,1,0,0,1
"25.3.1.2703","AvroConfluent",1,0,0,0,1
"25.3.1.2703","RawBLOB",1,1,0,0,1
"25.3.1.2703","Parquet",1,1,1,0,0
"25.3.1.2703","JSONCompactEachRowWithProgress",0,1,0,0,1
"25.3.1.2703","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1
"25.3.1.2703","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1
"25.3.1.2703","CustomSeparatedWithNamesAndTypes",1,1,0,1,1
"25.3.1.2703","PrettySpace",0,1,0,0,1
"25.3.1.2703","Arrow",1,1,0,0,0
"25.3.1.2703","JSONAsString",1,0,1,0,1
"25.3.1.2703","CustomSeparatedWithNames",1,1,0,1,1
"25.3.1.2703","CustomSeparated",1,1,0,1,1
"25.3.1.2703","BSONEachRow",1,1,1,1,0
"25.3.1.2703","Template",1,1,0,0,1
"25.3.1.2703","XML",0,1,0,1,1
"25.3.1.2703","ProtobufList",1,1,0,0,0
"25.3.1.2703","ProtobufSingle",1,1,0,0,0
"25.3.1.2703","JSONColumnsWithMetadata",1,1,0,0,1
"25.3.1.2703","TSVRawWithNamesAndTypes",1,1,1,1,1
"25.3.1.2703","Npy",1,1,0,0,0
"25.3.1.2703","TemplateIgnoreSpaces",1,0,0,0,1
"25.3.1.2703","JSONCompactColumns",1,1,0,0,1
"25.3.1.2703","JSONColumns",1,1,0,0,1
"25.3.1.2703","ArrowStream",1,1,0,0,0
"25.3.1.2703","JSONObjectEachRow",1,1,0,1,1
"25.3.1.2703","NDJSON",1,1,1,1,1
"25.3.1.2703","PrettyNDJSON",0,1,0,1,1
"25.3.1.2703","LineAsStringWithNamesAndTypes",0,1,0,1,1
"25.3.1.2703","PrettyJSONLines",0,1,0,1,1
"25.3.1.2703","CSVWithNamesAndTypes",1,1,1,1,1
"25.3.1.2703","ORC",1,1,0,0,0
"25.3.1.2703","Protobuf",1,1,0,0,0
"25.3.1.2703","PrettyJSONEachRow",0,1,0,1,1
"25.3.1.2703","JSONStrings",0,1,0,1,1
"25.3.1.2703","JSON",1,1,0,1,1
"25.3.1.2703","RawWithNames",1,1,1,1,1
"25.3.1.2703","MsgPack",1,1,0,1,0
"25.3.1.2703","LineAsStringWithNames",0,1,0,1,1
"25.3.1.2703","JSONCompactStringsEachRowWithProgress",0,1,0,0,1
"25.3.1.2703","LineAsString",1,1,1,1,1
"25.3.1.2703","RowBinaryWithNames",1,1,0,1,0
"25.3.1.2703","RowBinary",1,1,0,1,0
"25.3.1.2703","SQLInsert",0,1,0,0,1
"25.3.1.2703","Native",1,1,0,0,0
"25.3.1.2703","Prometheus",0,1,0,0,1
"25.3.1.2703","TSVRaw",1,1,1,1,1
"25.3.1.2703","JSONLines",1,1,1,1,1
"25.3.1.2703","CustomSeparatedIgnoreSpaces",1,0,0,0,1
"25.3.1.2703","JSONAsObject",1,0,1,0,1
"25.3.1.2703","HiveText",1,0,1,0,1
"25.3.1.2703","RowBinaryWithDefaults",1,0,0,0,1
"25.3.1.2703","JSONCompactStringsEachRowWithNamesAndTypes",1,1,1,1,1
"25.3.1.2703","RawWithNamesAndTypes",1,1,1,1,1
"25.3.1.2703","JSONCompactStringsEachRow",1,1,1,1,1
"25.3.1.2703","TabSeparatedWithNamesAndTypes",1,1,1,1,1
"25.3.1.2703","JSONCompactStringsEachRowWithNames",1,1,1,1,1
"25.3.1.2703","JSONCompactEachRowWithNamesAndTypes",1,1,1,1,1
"25.3.1.2703","JSONCompactEachRow",1,1,1,1,1
"25.3.1.2703","TSKV",1,1,1,1,1
"25.3.1.2703","Avro",1,1,0,0,0
"25.3.1.2703","JSONEachRow",1,1,1,1,1
"25.3.1.2703","Pretty",0,1,0,0,1
"25.3.1.2703","TSVRawWithNames",1,1,1,1,1
"25.3.1.2703","TabSeparatedRaw",1,1,1,1,1
"25.3.1.2703","Regexp",1,0,1,0,1
"25.3.1.2703","TabSeparatedRawWithNamesAndTypes",1,1,1,1,1
"25.3.1.2703","MySQLWire",0,1,0,0,0
"25.3.1.2703","CSVWithNames",1,1,1,1,1
"25.3.1.2703","Raw",1,1,1,1,1
"25.3.1.2703","TabSeparatedRawWithNames",1,1,1,1,1
"25.3.1.2703","RowBinaryWithNamesAndTypes",1,1,0,1,0
"25.3.1.2703","JSONCompact",1,1,0,1,1
"25.3.1.2703","CSV",1,1,1,1,1
"25.3.1.2703","JSONCompactEachRowWithNames",1,1,1,1,1
"25.3.1.2703","TSVWithNamesAndTypes",1,1,1,1,1
"25.3.1.2703","TabSeparatedWithNames",1,1,1,1,1
"25.3.1.2703","TabSeparated",1,1,1,1,1
"25.3.1.2703","TSVWithNames",1,1,1,1,1
