"ch_version","name","supports_settings","supports_skipping_indices","supports_projections","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"25.10.1.3832","GCS",1,0,0,1,0,0,0,0
"25.10.1.3832","OSS",1,0,0,1,0,0,0,0
"25.10.1.3832","AzureBlobStorage",1,0,0,1,0,0,0,0
"25.10.1.3832","KeeperMap",0,0,0,1,0,0,0,1
"25.10.1.3832","S3",1,0,0,1,0,0,0,0
"25.10.1.3832","MaterializedPostgreSQL",1,0,0,1,0,0,0,0
"25.10.1.3832","PostgreSQL",0,0,0,0,0,0,0,0
"25.10.1.3832","NATS",1,0,0,0,0,0,0,0
"25.10.1.3832","COSN",1,0,0,1,0,0,0,0
"25.10.1.3832","Redis",0,0,0,1,0,0,0,1
"25.10.1.3832","YTsaurus",1,0,0,0,0,0,0,0
"25.10.1.3832","MongoDB",0,0,0,0,0,0,0,0
"25.10.1.3832","MySQL",1,0,0,0,0,0,0,0
"25.10.1.3832","DeltaLakeAzure",1,0,0,0,0,0,0,0
"25.10.1.3832","DeltaLakeS3",1,0,0,0,0,0,0,0
"25.10.1.3832","S3Queue",1,0,0,0,0,0,0,0
"25.10.1.3832","Hudi",0,0,0,0,0,0,0,0
"25.10.1.3832","View",0,0,0,0,0,0,0,0
"25.10.1.3832","FuzzQuery",0,0,0,0,0,0,0,0
"25.10.1.3832","Alias",0,0,0,0,0,0,0,0
"25.10.1.3832","Loop",0,0,0,0,0,0,0,0
"25.10.1.3832","IcebergLocal",1,0,0,1,0,0,0,0
"25.10.1.3832","Distributed",1,0,0,0,0,0,0,1
"25.10.1.3832","ReplicatedSummingMergeTree",1,1,1,1,1,1,1,1
"25.10.1.3832","ExecutablePool",1,0,0,0,0,0,0,0
"25.10.1.3832","MaterializedView",0,0,0,0,0,0,0,0
"25.10.1.3832","Join",1,0,0,0,0,0,0,0
"25.10.1.3832","Executable",1,0,0,0,0,0,0,0
"25.10.1.3832","Kafka",1,0,0,0,0,0,0,0
"25.10.1.3832","Set",1,0,0,0,0,0,0,0
"25.10.1.3832","Dictionary",0,0,0,0,0,0,0,0
"25.10.1.3832","IcebergS3",1,0,0,1,0,0,0,0
"25.10.1.3832","Iceberg",1,0,0,1,0,0,0,0
"25.10.1.3832","GenerateRandom",0,0,0,0,0,0,0,0
"25.10.1.3832","LiveView",0,0,0,0,0,0,0,0
"25.10.1.3832","Memory",1,0,0,0,0,0,0,1
"25.10.1.3832","Merge",0,0,0,0,0,0,0,0
"25.10.1.3832","ODBC",0,0,0,0,0,0,0,0
"25.10.1.3832","Hive",1,0,0,1,0,0,0,0
"25.10.1.3832","ArrowFlight",0,0,0,0,0,0,0,0
"25.10.1.3832","URL",1,0,0,0,0,0,0,0
"25.10.1.3832","File",1,0,0,0,0,0,0,0
"25.10.1.3832","Log",1,0,0,0,0,0,0,0
"25.10.1.3832","ReplicatedCoalescingMergeTree",1,1,1,1,1,1,1,1
"25.10.1.3832","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1,1
"25.10.1.3832","SQLite",0,0,0,0,0,0,0,0
"25.10.1.3832","VersionedCollapsingMergeTree",1,1,1,1,1,0,0,1
"25.10.1.3832","ReplacingMergeTree",1,1,1,1,1,0,0,1
"25.10.1.3832","TimeSeries",1,0,0,0,0,0,0,0
"25.10.1.3832","HDFS",1,0,0,1,0,0,0,0
"25.10.1.3832","EmbeddedRocksDB",1,0,0,1,1,0,0,1
"25.10.1.3832","DeltaLakeLocal",1,0,0,0,0,0,0,0
"25.10.1.3832","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1,1
"25.10.1.3832","IcebergHDFS",1,0,0,1,0,0,0,0
"25.10.1.3832","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1,1
"25.10.1.3832","IcebergAzure",1,0,0,1,0,0,0,0
"25.10.1.3832","DeltaLake",1,0,0,0,0,0,0,0
"25.10.1.3832","ReplicatedMergeTree",1,1,1,1,1,1,1,1
"25.10.1.3832","JDBC",0,0,0,0,0,0,0,0
"25.10.1.3832","SummingMergeTree",1,1,1,1,1,0,0,1
"25.10.1.3832","TinyLog",1,0,0,0,0,0,0,0
"25.10.1.3832","FuzzJSON",0,0,0,0,0,0,0,0
"25.10.1.3832","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1,1
"25.10.1.3832","WindowView",0,0,0,0,0,0,0,0
"25.10.1.3832","Null",0,0,0,0,0,0,0,1
"25.10.1.3832","CoalescingMergeTree",1,1,1,1,1,0,0,1
"25.10.1.3832","MergeTree",1,1,1,1,1,0,0,1
"25.10.1.3832","GraphiteMergeTree",1,1,1,1,1,0,0,1
"25.10.1.3832","CollapsingMergeTree",1,1,1,1,1,0,0,1
"25.10.1.3832","FileLog",1,0,0,0,0,0,0,0
"25.10.1.3832","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1,1
"25.10.1.3832","RabbitMQ",1,0,0,0,0,0,0,0
"25.10.1.3832","Buffer",0,0,0,0,0,0,0,1
"25.10.1.3832","AzureQueue",1,0,0,0,0,0,0,0
"25.10.1.3832","AggregatingMergeTree",1,1,1,1,1,0,0,1
"25.10.1.3832","StripeLog",1,0,0,0,0,0,0,0
