"ch_version","name","supports_settings","supports_skipping_indices","supports_projections","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"22.8.15.25.altinitystable","SQLite",0,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","ExternalDistributed",0,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","PostgreSQL",0,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","RabbitMQ",1,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","Dictionary",0,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","FileLog",1,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","MySQL",1,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","HDFS",0,0,0,1,0,0,0,0
"22.8.15.25.altinitystable","MaterializedPostgreSQL",1,0,0,1,0,0,0,0
"22.8.15.25.altinitystable","S3",1,0,0,1,0,0,0,0
"22.8.15.25.altinitystable","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1,1
"22.8.15.25.altinitystable","MeiliSearch",0,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","Kafka",1,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","WindowView",0,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","Distributed",1,0,0,0,0,0,0,1
"22.8.15.25.altinitystable","ReplicatedSummingMergeTree",1,1,1,1,1,1,1,1
"22.8.15.25.altinitystable","ExecutablePool",1,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","MaterializedView",0,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","View",0,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","JDBC",0,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","Join",1,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","Executable",1,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","Set",1,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","NATS",1,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","GenerateRandom",0,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","LiveView",0,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","MergeTree",1,1,1,1,1,0,0,1
"22.8.15.25.altinitystable","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1,1
"22.8.15.25.altinitystable","Memory",1,0,0,0,0,0,0,1
"22.8.15.25.altinitystable","Buffer",0,0,0,0,0,0,0,1
"22.8.15.25.altinitystable","MongoDB",0,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","URL",1,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","VersionedCollapsingMergeTree",1,1,1,1,1,0,0,1
"22.8.15.25.altinitystable","Hive",1,0,0,1,0,0,0,0
"22.8.15.25.altinitystable","ReplacingMergeTree",1,1,1,1,1,0,0,1
"22.8.15.25.altinitystable","COSN",1,0,0,1,0,0,0,0
"22.8.15.25.altinitystable","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1,1
"22.8.15.25.altinitystable","EmbeddedRocksDB",0,0,0,1,0,0,0,1
"22.8.15.25.altinitystable","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1,1
"22.8.15.25.altinitystable","File",1,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","TinyLog",1,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1,1
"22.8.15.25.altinitystable","ReplicatedMergeTree",1,1,1,1,1,1,1,1
"22.8.15.25.altinitystable","SummingMergeTree",1,1,1,1,1,0,0,1
"22.8.15.25.altinitystable","GraphiteMergeTree",1,1,1,1,1,0,0,1
"22.8.15.25.altinitystable","CollapsingMergeTree",1,1,1,1,1,0,0,1
"22.8.15.25.altinitystable","Merge",0,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","AggregatingMergeTree",1,1,1,1,1,0,0,1
"22.8.15.25.altinitystable","ODBC",0,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","Null",0,0,0,0,0,0,0,1
"22.8.15.25.altinitystable","StripeLog",1,0,0,0,0,0,0,0
"22.8.15.25.altinitystable","Log",1,0,0,0,0,0,0,0
