"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.8.10.13","RabbitMQ",1,0,0,0,0,0
"20.8.10.13","Kafka",1,0,0,0,0,0
"20.8.10.13","MySQL",0,0,0,0,0,0
"20.8.10.13","HDFS",0,0,0,0,0,0
"20.8.10.13","S3",0,0,0,0,0,0
"20.8.10.13","MaterializedView",0,0,0,0,0,0
"20.8.10.13","View",0,0,0,0,0,0
"20.8.10.13","JDBC",0,0,0,0,0,0
"20.8.10.13","Join",1,0,0,0,0,0
"20.8.10.13","Set",0,0,0,0,0,0
"20.8.10.13","Dictionary",0,0,0,0,0,0
"20.8.10.13","GenerateRandom",0,0,0,0,0,0
"20.8.10.13","LiveView",0,0,0,0,0,0
"20.8.10.13","MergeTree",1,1,1,1,0,0
"20.8.10.13","Memory",0,0,0,0,0,0
"20.8.10.13","Buffer",0,0,0,0,0,0
"20.8.10.13","MongoDB",0,0,0,0,0,0
"20.8.10.13","URL",0,0,0,0,0,0
"20.8.10.13","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.8.10.13","ReplacingMergeTree",1,1,1,1,0,0
"20.8.10.13","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.8.10.13","COSN",0,0,0,0,0,0
"20.8.10.13","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.8.10.13","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.8.10.13","File",0,0,0,0,0,0
"20.8.10.13","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.8.10.13","ReplicatedMergeTree",1,1,1,1,1,1
"20.8.10.13","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.8.10.13","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.8.10.13","SummingMergeTree",1,1,1,1,0,0
"20.8.10.13","Distributed",0,0,0,0,0,0
"20.8.10.13","TinyLog",1,0,0,0,0,0
"20.8.10.13","GraphiteMergeTree",1,1,1,1,0,0
"20.8.10.13","CollapsingMergeTree",1,1,1,1,0,0
"20.8.10.13","Merge",0,0,0,0,0,0
"20.8.10.13","AggregatingMergeTree",1,1,1,1,0,0
"20.8.10.13","ODBC",0,0,0,0,0,0
"20.8.10.13","Null",0,0,0,0,0,0
"20.8.10.13","StripeLog",1,0,0,0,0,0
"20.8.10.13","Log",1,0,0,0,0,0
