"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.12.6.29","RabbitMQ",1,0,0,0,0,0
"20.12.6.29","Kafka",1,0,0,0,0,0
"20.12.6.29","MySQL",0,0,0,0,0,0
"20.12.6.29","HDFS",0,0,0,0,0,0
"20.12.6.29","S3",0,0,0,0,0,0
"20.12.6.29","MaterializedView",0,0,0,0,0,0
"20.12.6.29","EmbeddedRocksDB",0,0,1,0,0,0
"20.12.6.29","View",0,0,0,0,0,0
"20.12.6.29","JDBC",0,0,0,0,0,0
"20.12.6.29","Join",1,0,0,0,0,0
"20.12.6.29","Set",1,0,0,0,0,0
"20.12.6.29","Dictionary",0,0,0,0,0,0
"20.12.6.29","GenerateRandom",0,0,0,0,0,0
"20.12.6.29","LiveView",0,0,0,0,0,0
"20.12.6.29","MergeTree",1,1,1,1,0,0
"20.12.6.29","Memory",0,0,0,0,0,0
"20.12.6.29","Buffer",0,0,0,0,0,0
"20.12.6.29","MongoDB",0,0,0,0,0,0
"20.12.6.29","URL",1,0,0,0,0,0
"20.12.6.29","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.12.6.29","ReplacingMergeTree",1,1,1,1,0,0
"20.12.6.29","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.12.6.29","COSN",0,0,0,0,0,0
"20.12.6.29","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.12.6.29","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.12.6.29","File",1,0,0,0,0,0
"20.12.6.29","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.12.6.29","ReplicatedMergeTree",1,1,1,1,1,1
"20.12.6.29","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.12.6.29","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.12.6.29","SummingMergeTree",1,1,1,1,0,0
"20.12.6.29","Distributed",0,0,0,0,0,0
"20.12.6.29","TinyLog",1,0,0,0,0,0
"20.12.6.29","GraphiteMergeTree",1,1,1,1,0,0
"20.12.6.29","CollapsingMergeTree",1,1,1,1,0,0
"20.12.6.29","Merge",0,0,0,0,0,0
"20.12.6.29","AggregatingMergeTree",1,1,1,1,0,0
"20.12.6.29","ODBC",0,0,0,0,0,0
"20.12.6.29","Null",0,0,0,0,0,0
"20.12.6.29","StripeLog",1,0,0,0,0,0
"20.12.6.29","Log",1,0,0,0,0,0
