"ch_version","name","case_insensitive","alias_to"
"22.8.13.22.altinityfips","JSON",1,""
"22.8.13.22.altinityfips","Polygon",0,""
"22.8.13.22.altinityfips","Ring",0,""
"22.8.13.22.altinityfips","Point",0,""
"22.8.13.22.altinityfips","SimpleAggregateFunction",0,""
"22.8.13.22.altinityfips","MultiPolygon",0,""
"22.8.13.22.altinityfips","IPv6",0,""
"22.8.13.22.altinityfips","UInt32",0,""
"22.8.13.22.altinityfips","IntervalYear",0,""
"22.8.13.22.altinityfips","IntervalQuarter",0,""
"22.8.13.22.altinityfips","IntervalMonth",0,""
"22.8.13.22.altinityfips","Int64",0,""
"22.8.13.22.altinityfips","IntervalDay",0,""
"22.8.13.22.altinityfips","IntervalHour",0,""
"22.8.13.22.altinityfips","IPv4",0,""
"22.8.13.22.altinityfips","IntervalSecond",0,""
"22.8.13.22.altinityfips","LowCardinality",0,""
"22.8.13.22.altinityfips","Int16",0,""
"22.8.13.22.altinityfips","UInt256",0,""
"22.8.13.22.altinityfips","AggregateFunction",0,""
"22.8.13.22.altinityfips","Nothing",0,""
"22.8.13.22.altinityfips","Decimal256",1,""
"22.8.13.22.altinityfips","Tuple",0,""
"22.8.13.22.altinityfips","Array",0,""
"22.8.13.22.altinityfips","IntervalMicrosecond",0,""
"22.8.13.22.altinityfips","Bool",1,""
"22.8.13.22.altinityfips","Enum16",0,""
"22.8.13.22.altinityfips","IntervalMinute",0,""
"22.8.13.22.altinityfips","FixedString",0,""
"22.8.13.22.altinityfips","String",0,""
"22.8.13.22.altinityfips","DateTime",1,""
"22.8.13.22.altinityfips","Object",0,""
"22.8.13.22.altinityfips","Map",0,""
"22.8.13.22.altinityfips","UUID",0,""
"22.8.13.22.altinityfips","Decimal64",1,""
"22.8.13.22.altinityfips","Nullable",0,""
"22.8.13.22.altinityfips","Enum",1,""
"22.8.13.22.altinityfips","Int32",0,""
"22.8.13.22.altinityfips","UInt8",0,""
"22.8.13.22.altinityfips","Date",1,""
"22.8.13.22.altinityfips","Decimal32",1,""
"22.8.13.22.altinityfips","UInt128",0,""
"22.8.13.22.altinityfips","Float64",0,""
"22.8.13.22.altinityfips","Nested",0,""
"22.8.13.22.altinityfips","UInt16",0,""
"22.8.13.22.altinityfips","IntervalMillisecond",0,""
"22.8.13.22.altinityfips","Int128",0,""
