"ch_version","name","supports_settings","supports_skipping_indices","supports_projections","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"22.8.13.22.altinityfips","SQLite",0,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","ExternalDistributed",0,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","PostgreSQL",0,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","RabbitMQ",1,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","Dictionary",0,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","FileLog",1,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","MySQL",1,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","HDFS",0,0,0,1,0,0,0,0
"22.8.13.22.altinityfips","MaterializedPostgreSQL",1,0,0,1,0,0,0,0
"22.8.13.22.altinityfips","S3",1,0,0,1,0,0,0,0
"22.8.13.22.altinityfips","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1,1
"22.8.13.22.altinityfips","MeiliSearch",0,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","Kafka",1,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","WindowView",0,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","Distributed",1,0,0,0,0,0,0,1
"22.8.13.22.altinityfips","ReplicatedSummingMergeTree",1,1,1,1,1,1,1,1
"22.8.13.22.altinityfips","ExecutablePool",1,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","MaterializedView",0,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","View",0,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","JDBC",0,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","Join",1,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","Executable",1,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","Set",1,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","NATS",1,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","GenerateRandom",0,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","LiveView",0,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","MergeTree",1,1,1,1,1,0,0,1
"22.8.13.22.altinityfips","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1,1
"22.8.13.22.altinityfips","Memory",1,0,0,0,0,0,0,1
"22.8.13.22.altinityfips","Buffer",0,0,0,0,0,0,0,1
"22.8.13.22.altinityfips","MongoDB",0,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","URL",1,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","VersionedCollapsingMergeTree",1,1,1,1,1,0,0,1
"22.8.13.22.altinityfips","Hive",1,0,0,1,0,0,0,0
"22.8.13.22.altinityfips","ReplacingMergeTree",1,1,1,1,1,0,0,1
"22.8.13.22.altinityfips","COSN",1,0,0,1,0,0,0,0
"22.8.13.22.altinityfips","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1,1
"22.8.13.22.altinityfips","EmbeddedRocksDB",0,0,0,1,0,0,0,1
"22.8.13.22.altinityfips","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1,1
"22.8.13.22.altinityfips","File",1,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","TinyLog",1,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1,1
"22.8.13.22.altinityfips","ReplicatedMergeTree",1,1,1,1,1,1,1,1
"22.8.13.22.altinityfips","SummingMergeTree",1,1,1,1,1,0,0,1
"22.8.13.22.altinityfips","GraphiteMergeTree",1,1,1,1,1,0,0,1
"22.8.13.22.altinityfips","CollapsingMergeTree",1,1,1,1,1,0,0,1
"22.8.13.22.altinityfips","Merge",0,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","AggregatingMergeTree",1,1,1,1,1,0,0,1
"22.8.13.22.altinityfips","ODBC",0,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","Null",0,0,0,0,0,0,0,1
"22.8.13.22.altinityfips","StripeLog",1,0,0,0,0,0,0,0
"22.8.13.22.altinityfips","Log",1,0,0,0,0,0,0,0
