"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly"
"25.6.9.98","One",1,0,0,0,1
"25.6.9.98","ParquetMetadata",1,0,1,0,1
"25.6.9.98","MySQLDump",1,0,0,0,1
"25.6.9.98","CapnProto",1,1,0,0,0
"25.6.9.98","PostgreSQLWire",0,1,0,0,0
"25.6.9.98","TSV",1,1,1,1,1
"25.6.9.98","PrettyCompactMonoBlock",0,1,0,0,1
"25.6.9.98","JSONEachRowWithProgress",0,1,0,0,1
"25.6.9.98","JSONCompactStrings",0,1,0,1,1
"25.6.9.98","JSONStringsEachRowWithProgress",0,1,0,0,1
"25.6.9.98","Vertical",0,1,0,1,1
"25.6.9.98","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1
"25.6.9.98","Null",0,1,0,0,1
"25.6.9.98","PrettySpaceNoEscapes",0,1,0,0,1
"25.6.9.98","Markdown",0,1,0,1,1
"25.6.9.98","Form",1,0,0,0,1
"25.6.9.98","ODBCDriver2",0,1,0,0,0
"25.6.9.98","PrettySpaceMonoBlock",0,1,0,0,1
"25.6.9.98","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1
"25.6.9.98","PrettyCompactNoEscapes",0,1,0,0,1
"25.6.9.98","JSONStringsEachRow",1,1,1,1,1
"25.6.9.98","PrettyCompact",0,1,0,0,1
"25.6.9.98","DWARF",1,0,1,0,1
"25.6.9.98","Values",1,1,0,1,1
"25.6.9.98","PrettyNoEscapesMonoBlock",0,1,0,0,1
"25.6.9.98","PrettyNoEscapes",0,1,0,0,1
"25.6.9.98","PrettyMonoBlock",0,1,0,0,1
"25.6.9.98","AvroConfluent",1,0,0,0,1
"25.6.9.98","RawBLOB",1,1,0,0,1
"25.6.9.98","Parquet",1,1,1,0,0
"25.6.9.98","JSONCompactEachRowWithProgress",0,1,0,0,1
"25.6.9.98","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1
"25.6.9.98","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1
"25.6.9.98","CustomSeparatedWithNamesAndTypes",1,1,0,1,1
"25.6.9.98","PrettySpace",0,1,0,0,1
"25.6.9.98","Arrow",1,1,0,0,0
"25.6.9.98","JSONAsString",1,0,1,0,1
"25.6.9.98","CustomSeparatedWithNames",1,1,0,1,1
"25.6.9.98","CustomSeparated",1,1,0,1,1
"25.6.9.98","BSONEachRow",1,1,1,1,0
"25.6.9.98","Template",1,1,0,0,1
"25.6.9.98","XML",0,1,0,1,1
"25.6.9.98","ProtobufList",1,1,0,0,0
"25.6.9.98","ProtobufSingle",1,1,0,0,0
"25.6.9.98","JSONColumnsWithMetadata",1,1,0,0,1
"25.6.9.98","TSVRawWithNamesAndTypes",1,1,1,1,1
"25.6.9.98","Npy",1,1,0,0,0
"25.6.9.98","TemplateIgnoreSpaces",1,0,0,0,1
"25.6.9.98","JSONCompactColumns",1,1,0,0,1
"25.6.9.98","JSONColumns",1,1,0,0,1
"25.6.9.98","ArrowStream",1,1,0,0,0
"25.6.9.98","JSONObjectEachRow",1,1,0,1,1
"25.6.9.98","NDJSON",1,1,1,1,1
"25.6.9.98","PrettyNDJSON",0,1,0,1,1
"25.6.9.98","LineAsStringWithNamesAndTypes",0,1,0,1,1
"25.6.9.98","PrettyJSONLines",0,1,0,1,1
"25.6.9.98","CSVWithNamesAndTypes",1,1,1,1,1
"25.6.9.98","ORC",1,1,1,0,0
"25.6.9.98","Protobuf",1,1,0,0,0
"25.6.9.98","PrettyJSONEachRow",0,1,0,1,1
"25.6.9.98","JSONStrings",0,1,0,1,1
"25.6.9.98","JSON",1,1,0,1,1
"25.6.9.98","RawWithNames",1,1,1,1,1
"25.6.9.98","MsgPack",1,1,0,1,0
"25.6.9.98","LineAsStringWithNames",0,1,0,1,1
"25.6.9.98","JSONCompactStringsEachRowWithProgress",0,1,0,0,1
"25.6.9.98","LineAsString",1,1,1,1,1
"25.6.9.98","RowBinaryWithNames",1,1,0,1,0
"25.6.9.98","RowBinary",1,1,0,1,0
"25.6.9.98","SQLInsert",0,1,0,0,1
"25.6.9.98","Native",1,1,0,0,0
"25.6.9.98","Prometheus",0,1,0,0,1
"25.6.9.98","TSVRaw",1,1,1,1,1
"25.6.9.98","JSONLines",1,1,1,1,1
"25.6.9.98","CustomSeparatedIgnoreSpaces",1,0,0,0,1
"25.6.9.98","JSONAsObject",1,0,1,0,1
"25.6.9.98","HiveText",1,0,1,0,1
"25.6.9.98","RowBinaryWithDefaults",1,0,0,0,1
