"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly","content_type","supports_random_access","has_schema_inference","has_external_schema","prefers_large_blocks","supports_append","supports_subsets_of_columns"
"26.2.19.43","One",1,0,0,0,1,"",0,0,1,0,0,0
"26.2.19.43","ParquetMetadata",1,0,1,0,1,"",1,1,0,0,0,1
"26.2.19.43","MySQLDump",1,0,0,0,1,"",0,1,0,0,0,0
"26.2.19.43","Hash",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.19.43","CapnProto",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"26.2.19.43","PostgreSQLWire",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"26.2.19.43","MD",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.19.43","TSV",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,0
"26.2.19.43","PrettyCompactMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.19.43","JSONEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.2.19.43","JSONCompactStrings",0,1,0,1,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.2.19.43","JSONStringsEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.2.19.43","Vertical",0,1,0,1,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.19.43","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.19.43","Null",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.19.43","PrettySpaceNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.19.43","Markdown",0,1,0,1,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.19.43","Form",1,0,0,0,1,"",0,1,0,0,0,0
"26.2.19.43","ODBCDriver2",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"26.2.19.43","PrettySpaceMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.19.43","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.19.43","PrettyCompactNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.19.43","JSONStringsEachRow",1,1,1,1,1,"application/x-ndjson; charset=UTF-8",0,1,0,0,0,1
"26.2.19.43","PrettyCompact",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.19.43","DWARF",1,0,1,0,1,"",1,1,0,0,0,1
"26.2.19.43","Values",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,0,0
"26.2.19.43","PrettyNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.19.43","PrettyNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.19.43","PrettyMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.19.43","AvroConfluent",1,0,0,0,1,"",0,1,0,0,0,1
"26.2.19.43","RawBLOB",1,1,0,0,1,"text/plain; charset=UTF-8",0,0,1,0,0,0
"26.2.19.43","Parquet",1,1,1,0,0,"application/octet-stream",1,1,0,0,0,1
"26.2.19.43","JSONCompactEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.2.19.43","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1,"",0,1,0,0,0,1
"26.2.19.43","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1,"",0,1,0,0,0,1
