"ch_version","name","case_insensitive","alias_to"
"18.14.17","LowCardinality",0,""
"18.14.17","IntervalYear",0,""
"18.14.17","IntervalDay",0,""
"18.14.17","IntervalWeek",0,""
"18.14.17","IntervalHour",0,""
"18.14.17","IntervalMinute",0,""
"18.14.17","Nested",0,""
"18.14.17","IntervalMonth",0,""
"18.14.17","Tuple",0,""
"18.14.17","AggregateFunction",0,""
"18.14.17","Nullable",0,""
"18.14.17","FixedString",0,""
"18.14.17","IntervalSecond",0,""
"18.14.17","UInt64",0,""
"18.14.17","Enum8",0,""
"18.14.17","Int32",0,""
"18.14.17","Int16",0,""
"18.14.17","Int8",0,""
"18.14.17","Date",1,""
"18.14.17","UInt32",0,""
"18.14.17","UInt8",0,""
"18.14.17","Enum16",0,""
"18.14.17","DateTime",1,""
"18.14.17","UInt16",0,""
"18.14.17","Nothing",0,""
"18.14.17","Array",0,""
"18.14.17","Int64",0,""
"18.14.17","Float32",0,""
"18.14.17","Float64",0,""
"18.14.17","Decimal32",1,""
"18.14.17","Decimal64",1,""
"18.14.17","Decimal128",1,""
"18.14.17","UUID",0,""
"18.14.17","String",0,""
"18.14.17","Decimal",1,""
"18.14.17","LONGBLOB",1,"String"
"18.14.17","MEDIUMBLOB",1,"String"
"18.14.17","TINYBLOB",1,"String"
"18.14.17","BIGINT",1,"Int64"
"18.14.17","SMALLINT",1,"Int16"
"18.14.17","TIMESTAMP",1,"DateTime"
"18.14.17","INTEGER",1,"Int32"
"18.14.17","INT",1,"Int32"
"18.14.17","DOUBLE",1,"Float64"
"18.14.17","MEDIUMTEXT",1,"String"
"18.14.17","TINYINT",1,"Int8"
"18.14.17","DEC",1,"Decimal"
"18.14.17","BINARY",1,"FixedString"
"18.14.17","FLOAT",1,"Float32"
"18.14.17","CHAR",1,"String"
"18.14.17","VARCHAR",1,"String"
"18.14.17","TEXT",1,"String"
"18.14.17","TINYTEXT",1,"String"
"18.14.17","LONGTEXT",1,"String"
"18.14.17","BLOB",1,"String"
