"ch_version","name","is_aggregate","case_insensitive","alias_to"
"21.3.15.4.altinity+stable","aes_encrypt_mysql",0,0,""
"21.3.15.4.altinity+stable","decrypt",0,0,""
"21.3.15.4.altinity+stable","wordShingleMinHashArg",0,0,""
"21.3.15.4.altinity+stable","ngramMinHashArgUTF8",0,0,""
"21.3.15.4.altinity+stable","ngramMinHashArgCaseInsensitive",0,0,""
"21.3.15.4.altinity+stable","wordShingleMinHashCaseInsensitiveUTF8",0,0,""
"21.3.15.4.altinity+stable","wordShingleMinHashCaseInsensitive",0,0,""
"21.3.15.4.altinity+stable","wordShingleMinHash",0,0,""
"21.3.15.4.altinity+stable","ngramMinHashCaseInsensitiveUTF8",0,0,""
"21.3.15.4.altinity+stable","wordShingleSimHashCaseInsensitiveUTF8",0,0,""
"21.3.15.4.altinity+stable","wordShingleSimHashUTF8",0,0,""
"21.3.15.4.altinity+stable","wordShingleSimHash",0,0,""
"21.3.15.4.altinity+stable","ngramSimHashCaseInsensitiveUTF8",0,0,""
"21.3.15.4.altinity+stable","ngramSimHashCaseInsensitive",0,0,""
"21.3.15.4.altinity+stable","ngramSimHash",0,0,""
"21.3.15.4.altinity+stable","tupleHammingDistance",0,0,""
"21.3.15.4.altinity+stable","fromUnixTimestamp64Nano",0,0,""
"21.3.15.4.altinity+stable","toUnixTimestamp64Nano",0,0,""
"21.3.15.4.altinity+stable","toUnixTimestamp64Micro",0,0,""
"21.3.15.4.altinity+stable","yandexConsistentHash",0,0,""
"21.3.15.4.altinity+stable","demangle",0,0,""
"21.3.15.4.altinity+stable","addressToLine",0,0,""
"21.3.15.4.altinity+stable","JSONExtractRaw",0,0,""
"21.3.15.4.altinity+stable","JSONExtractKeysAndValues",0,0,""
"21.3.15.4.altinity+stable","JSONExtractString",0,0,""
"21.3.15.4.altinity+stable","JSONExtractFloat",0,0,""
"21.3.15.4.altinity+stable","JSONExtractInt",0,0,""
"21.3.15.4.altinity+stable","JSONKey",0,0,""
"21.3.15.4.altinity+stable","isZeroOrNull",0,0,""
"21.3.15.4.altinity+stable","assumeNotNull",0,0,""
"21.3.15.4.altinity+stable","fromUnixTimestamp64Micro",0,0,""
"21.3.15.4.altinity+stable","isNotNull",0,0,""
"21.3.15.4.altinity+stable","stringToH3",0,0,""
"21.3.15.4.altinity+stable","h3IndexesAreNeighbors",0,0,""
"21.3.15.4.altinity+stable","h3ToParent",0,0,""
"21.3.15.4.altinity+stable","h3GetBaseCell",0,0,""
"21.3.15.4.altinity+stable","wordShingleMinHashArgCaseInsensitiveUTF8",0,0,""
"21.3.15.4.altinity+stable","h3GetResolution",0,0,""
"21.3.15.4.altinity+stable","h3EdgeLengthM",0,0,""
"21.3.15.4.altinity+stable","geoToH3",0,0,""
"21.3.15.4.altinity+stable","geohashesInBox",0,0,""
"21.3.15.4.altinity+stable","pointInPolygon",0,0,""
"21.3.15.4.altinity+stable","greatCircleDistance",0,0,""
"21.3.15.4.altinity+stable","sign",0,1,""
"21.3.15.4.altinity+stable","atanh",0,0,""
"21.3.15.4.altinity+stable","geohashEncode",0,0,""
"21.3.15.4.altinity+stable","atan2",0,1,""
"21.3.15.4.altinity+stable","acos",0,1,""
"21.3.15.4.altinity+stable","h3kRing",0,0,""
"21.3.15.4.altinity+stable","asin",0,1,""
"21.3.15.4.altinity+stable","sin",0,1,""
"21.3.15.4.altinity+stable","lgamma",0,0,""
"21.3.15.4.altinity+stable","log2",0,1,""
"21.3.15.4.altinity+stable","visitParamExtractFloat",0,0,""
"21.3.15.4.altinity+stable","visitParamExtractInt",0,0,""
"21.3.15.4.altinity+stable","visitParamHas",0,0,""
"21.3.15.4.altinity+stable","sigmoid",0,0,""
"21.3.15.4.altinity+stable","cutQueryStringAndFragment",0,0,""
"21.3.15.4.altinity+stable","cutToFirstSignificantSubdomainCustom",0,0,""
"21.3.15.4.altinity+stable","cutToFirstSignificantSubdomainWithWWW",0,0,""
"21.3.15.4.altinity+stable","URLHierarchy",0,0,""
"21.3.15.4.altinity+stable","extractURLParameterNames",0,0,""
"21.3.15.4.altinity+stable","JSONExtractArrayRaw",0,0,""
"21.3.15.4.altinity+stable","extractURLParameters",0,0,""
"21.3.15.4.altinity+stable","path",0,0,""
"21.3.15.4.altinity+stable","pathFull",0,0,""
"21.3.15.4.altinity+stable","port",0,0,""
"21.3.15.4.altinity+stable","firstSignificantSubdomainCustom",0,0,""
"21.3.15.4.altinity+stable","domain",0,0,""
"21.3.15.4.altinity+stable","ngramSearchCaseInsensitiveUTF8",0,0,""
"21.3.15.4.altinity+stable","ngramDistanceCaseInsensitiveUTF8",0,0,""
"21.3.15.4.altinity+stable","ngramDistance",0,0,""
"21.3.15.4.altinity+stable","extractAllGroupsHorizontal",0,0,""
"21.3.15.4.altinity+stable","extractAllGroupsVertical",0,0,""
"21.3.15.4.altinity+stable","multiFuzzyMatchAllIndices",0,0,""
