"20.6.3.28","PostgreSQLWire",0,1
"20.6.3.28","MySQLWire",0,1
"20.6.3.28","JSONCompact",0,1
"20.6.3.28","Pretty",0,1
"20.6.3.28","JSONAsString",1,0
"20.6.3.28","Template",1,1
"20.6.3.28","MsgPack",1,1
"20.6.3.28","TSV",1,1
"20.6.3.28","Regexp",1,0
"20.6.3.28","JSONCompactEachRow",1,1
"20.6.3.28","CustomSeparated",1,1
"20.6.3.28","TemplateIgnoreSpaces",1,0
"20.6.3.28","PrettyNoEscapes",0,1
"20.6.3.28","ArrowStream",1,1
"20.6.3.28","Parquet",1,1
"20.6.3.28","Arrow",1,1
"20.6.3.28","TabSeparatedWithNames",1,1
"20.6.3.28","JSONCompactEachRowWithNamesAndTypes",1,1
"20.6.3.28","RowBinary",1,1
"20.6.3.28","Protobuf",1,1
"20.6.3.28","CustomSeparatedIgnoreSpaces",1,0
"20.6.3.28","CSVWithNames",1,1
"20.6.3.28","PrettySpace",0,1
"20.6.3.28","Vertical",0,1
"20.6.3.28","CSV",1,1
"20.6.3.28","ODBCDriver",0,1
"20.6.3.28","TSVRaw",0,1
"20.6.3.28","Values",1,1
"20.6.3.28","PrettyCompact",0,1
"20.6.3.28","AvroConfluent",1,0
"20.6.3.28","ORC",1,1
"20.6.3.28","PrettyCompactMonoBlock",0,1
"20.6.3.28","PrettyCompactNoEscapes",0,1
"20.6.3.28","JSONEachRowWithProgress",0,1
"20.6.3.28","TabSeparated",1,1
"20.6.3.28","TabSeparatedWithNamesAndTypes",1,1
"20.6.3.28","Null",0,1
"20.6.3.28","TabSeparatedRaw",0,1
"20.6.3.28","TSVWithNames",1,1
"20.6.3.28","Avro",1,1
"20.6.3.28","RowBinaryWithNamesAndTypes",1,1
"20.6.3.28","Markdown",0,1
"20.6.3.28","XML",0,1
"20.6.3.28","JSON",0,1
"20.6.3.28","TSVWithNamesAndTypes",1,1
"20.6.3.28","ODBCDriver2",0,1
"20.6.3.28","PrettySpaceNoEscapes",0,1
"20.6.3.28","CapnProto",1,0
"20.6.3.28","JSONEachRow",1,1
"20.6.3.28","Native",1,1
"20.6.3.28","TSKV",1,1
