"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"21.3.16.5","PostgreSQL",0,0,0,0,0,0,0
"21.3.16.5","RabbitMQ",1,0,0,0,0,0,0
"21.3.16.5","Kafka",1,0,0,0,0,0,0
"21.3.16.5","MySQL",0,0,0,0,0,0,0
"21.3.16.5","HDFS",0,0,0,0,0,0,0
"21.3.16.5","S3",0,0,0,0,0,0,0
"21.3.16.5","MaterializedView",0,0,0,0,0,0,0
"21.3.16.5","EmbeddedRocksDB",0,0,1,0,0,0,1
"21.3.16.5","View",0,0,0,0,0,0,0
"21.3.16.5","JDBC",0,0,0,0,0,0,0
"21.3.16.5","Join",1,0,0,0,0,0,0
"21.3.16.5","Set",1,0,0,0,0,0,0
"21.3.16.5","Dictionary",0,0,0,0,0,0,0
"21.3.16.5","GenerateRandom",0,0,0,0,0,0,0
"21.3.16.5","LiveView",0,0,0,0,0,0,0
"21.3.16.5","MergeTree",1,1,1,1,0,0,1
"21.3.16.5","Memory",1,0,0,0,0,0,1
"21.3.16.5","Buffer",0,0,0,0,0,0,1
"21.3.16.5","MongoDB",0,0,0,0,0,0,0
"21.3.16.5","URL",1,0,0,0,0,0,0
"21.3.16.5","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1
"21.3.16.5","ReplacingMergeTree",1,1,1,1,0,0,1
"21.3.16.5","ReplicatedSummingMergeTree",1,1,1,1,1,1,1
"21.3.16.5","COSN",0,0,0,0,0,0,0
"21.3.16.5","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1
"21.3.16.5","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1
"21.3.16.5","File",1,0,0,0,0,0,0
"21.3.16.5","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1
"21.3.16.5","ReplicatedMergeTree",1,1,1,1,1,1,1
"21.3.16.5","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1
"21.3.16.5","VersionedCollapsingMergeTree",1,1,1,1,0,0,1
"21.3.16.5","SummingMergeTree",1,1,1,1,0,0,1
"21.3.16.5","Distributed",1,0,0,0,0,0,1
"21.3.16.5","TinyLog",1,0,0,0,0,0,0
"21.3.16.5","GraphiteMergeTree",1,1,1,1,0,0,1
"21.3.16.5","CollapsingMergeTree",1,1,1,1,0,0,1
"21.3.16.5","Merge",0,0,0,0,0,0,0
"21.3.16.5","AggregatingMergeTree",1,1,1,1,0,0,1
"21.3.16.5","ODBC",0,0,0,0,0,0,0
"21.3.16.5","Null",0,0,0,0,0,0,1
"21.3.16.5","StripeLog",1,0,0,0,0,0,0
"21.3.16.5","Log",1,0,0,0,0,0,0
