"ch_version","name","is_input","is_output"
"19.17.10.1","ODBCDriver",0,1
"19.17.10.1","XML",0,1
"19.17.10.1","Vertical",0,1
"19.17.10.1","PrettySpaceNoEscapes",0,1
"19.17.10.1","PrettySpace",0,1
"19.17.10.1","MySQLWire",0,1
"19.17.10.1","PrettyCompactNoEscapes",0,1
"19.17.10.1","PrettyNoEscapes",0,1
"19.17.10.1","Null",0,1
"19.17.10.1","CustomSeparatedIgnoreSpaces",1,0
"19.17.10.1","JSON",0,1
"19.17.10.1","CustomSeparated",1,1
"19.17.10.1","JSONCompact",0,1
"19.17.10.1","TabSeparatedRaw",0,1
"19.17.10.1","TabSeparatedWithNames",1,1
"19.17.10.1","JSONEachRow",1,1
"19.17.10.1","TSVWithNamesAndTypes",1,1
"19.17.10.1","TemplateIgnoreSpaces",1,0
"19.17.10.1","TabSeparated",1,1
"19.17.10.1","TSVRaw",0,1
"19.17.10.1","JSONEachRowWithProgress",0,1
"19.17.10.1","RowBinary",1,1
"19.17.10.1","Native",1,1
"19.17.10.1","TabSeparatedWithNamesAndTypes",1,1
"19.17.10.1","TSVWithNames",1,1
"19.17.10.1","RowBinaryWithNamesAndTypes",1,1
"19.17.10.1","Template",1,1
"19.17.10.1","TSV",1,1
"19.17.10.1","ORC",1,0
"19.17.10.1","Values",1,1
"19.17.10.1","PrettyCompact",0,1
"19.17.10.1","CSVWithNames",1,1
"19.17.10.1","ODBCDriver2",0,1
"19.17.10.1","TSKV",1,1
"19.17.10.1","CSV",1,1
"19.17.10.1","Protobuf",1,1
"19.17.10.1","CapnProto",1,0
"19.17.10.1","Pretty",0,1
"19.17.10.1","Parquet",1,1
