"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.4.3.16","Kafka",1,0,0,0,0,0
"20.4.3.16","MySQL",0,0,0,0,0,0
"20.4.3.16","HDFS",0,0,0,0,0,0
"20.4.3.16","S3",0,0,0,0,0,0
"20.4.3.16","MaterializedView",0,0,0,0,0,0
"20.4.3.16","View",0,0,0,0,0,0
"20.4.3.16","JDBC",0,0,0,0,0,0
"20.4.3.16","Join",1,0,0,0,0,0
"20.4.3.16","Set",0,0,0,0,0,0
"20.4.3.16","Dictionary",0,0,0,0,0,0
"20.4.3.16","GenerateRandom",0,0,0,0,0,0
"20.4.3.16","LiveView",0,0,0,0,0,0
"20.4.3.16","MergeTree",1,1,1,1,0,0
"20.4.3.16","Memory",0,0,0,0,0,0
"20.4.3.16","Buffer",0,0,0,0,0,0
"20.4.3.16","URL",0,0,0,0,0,0
"20.4.3.16","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.4.3.16","ReplacingMergeTree",1,1,1,1,0,0
"20.4.3.16","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.4.3.16","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.4.3.16","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.4.3.16","File",0,0,0,0,0,0
"20.4.3.16","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.4.3.16","ReplicatedMergeTree",1,1,1,1,1,1
"20.4.3.16","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.4.3.16","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.4.3.16","SummingMergeTree",1,1,1,1,0,0
"20.4.3.16","Distributed",0,0,0,0,0,0
"20.4.3.16","TinyLog",1,0,0,0,0,0
"20.4.3.16","GraphiteMergeTree",1,1,1,1,0,0
"20.4.3.16","CollapsingMergeTree",1,1,1,1,0,0
"20.4.3.16","Merge",0,0,0,0,0,0
"20.4.3.16","AggregatingMergeTree",1,1,1,1,0,0
"20.4.3.16","ODBC",0,0,0,0,0,0
"20.4.3.16","Null",0,0,0,0,0,0
"20.4.3.16","StripeLog",1,0,0,0,0,0
"20.4.3.16","Log",1,0,0,0,0,0
