"ch_version","name","description","allow_readonly"
"25.12.9.61","ytsaurus","Allows get data from YTsaurus.",0
"25.12.9.61","hudiCluster","The table function can be used to read the Hudi table stored on object store in parallel for many nodes in a specified cluster.",0
"25.12.9.61","deltaLakeCluster","The table function can be used to read the DeltaLake table stored on object store in parallel for many nodes in a specified cluster.",0
"25.12.9.61","paimonHDFSCluster","The table function can be used to read the Paimon table stored on HDFS virtual filesystem in parallel for many nodes in a specified cluster.",0
"25.12.9.61","paimonAzureCluster","The table function can be used to read the Paimon table stored on Azure object store in parallel for many nodes in a specified cluster.",0
"25.12.9.61","paimonS3Cluster","The table function can be used to read the Paimon table stored on S3 object store in parallel for many nodes in a specified cluster.",0
"25.12.9.61","icebergAzureCluster","The table function can be used to read the Iceberg table stored on Azure object store in parallel for many nodes in a specified cluster.",0
"25.12.9.61","icebergS3Cluster","The table function can be used to read the Iceberg table stored on S3 object store in parallel for many nodes in a specified cluster.",0
"25.12.9.61","deltaLakeS3Cluster","The table function can be used to read the DeltaLake table stored on S3 object store in parallel for many nodes in a specified cluster.",0
"25.12.9.61","deltaLakeLocal","The table function can be used to read the DeltaLake table stored locally.",0
"25.12.9.61","deltaLakeAzure","The table function can be used to read the DeltaLake table stored on Azure object store.",0
"25.12.9.61","paimonHDFS","The table function can be used to read the Paimon table stored on HDFS virtual filesystem.",0
"25.12.9.61","paimon","The table function can be used to read the Paimon table stored on S3 object store. Alias to paimonS3",0
"25.12.9.61","icebergLocal","The table function can be used to read the Iceberg table stored locally.",0
"25.12.9.61","icebergHDFS","The table function can be used to read the Iceberg table stored on HDFS virtual filesystem.",0
"25.12.9.61","icebergCluster","The table function can be used to read the Iceberg table stored on store from disk in parallel for many nodes in a specified cluster.",0
"25.12.9.61","icebergAzure","The table function can be used to read the Iceberg table stored on Azure object store.",0
"25.12.9.61","deltaLakeAzureCluster","The table function can be used to read the Iceberg table stored on Azure object store in parallel for many nodes in a specified cluster.",0
"25.12.9.61","icebergS3","The table function can be used to read the Iceberg table stored on S3 object store.",0
"25.12.9.61","iceberg","The table function can be used to read the Iceberg table stored on S3 object store. Alias to icebergS3",0
"25.12.9.61","hdfsCluster","The table function can be used to read the data stored on HDFS in parallel for many nodes in a specified cluster.",0
"25.12.9.61","paimonLocal","The table function can be used to read the Paimon table stored locally.",0
"25.12.9.61","azureBlobStorageCluster","The table function can be used to read the data stored on Azure Blob Storage in parallel for many nodes in a specified cluster.",0
"25.12.9.61","icebergHDFSCluster","The table function can be used to read the Iceberg table stored on HDFS virtual filesystem in parallel for many nodes in a specified cluster.",0
"25.12.9.61","s3Cluster","The table function can be used to read the data stored on S3 in parallel for many nodes in a specified cluster.",0
"25.12.9.61","oss","The table function can be used to read the data stored on OSS.",0
"25.12.9.61","timeSeriesMetrics","Provides direct access to the 'metrics' target table for a specified TimeSeries table.",0
"25.12.9.61","fuzzQuery","Perturbs a query string with random variations.",1
"25.12.9.61","timeSeriesData","Provides direct access to the 'data' target table for a specified TimeSeries table.",0
"25.12.9.61","mergeTreeProjection","Reading directly from MergeTree projection",1
"25.12.9.61","format","
Extracts table structure from data and parses it according to specified input format.
Syntax: `format(format_name, data)`.
Parameters:
    - `format_name` - the format of the data.
    - `data ` - String literal or constant expression that returns a string containing data in specified format.
Returned value: A table with data parsed from `data` argument according specified format and extracted schema.
",0
"25.12.9.61","paimonAzure","The table function can be used to read the Paimon table stored on Azure object store.",0
"25.12.9.61","loop","The table function can be used to continuously output query results in an infinite loop.",0
"25.12.9.61","postgresql","",0
"25.12.9.61","clusterAllReplicas","",1
"25.12.9.61","viewIfPermitted","",1
"25.12.9.61","view","",1
"25.12.9.61","jdbc","",0
"25.12.9.61","timeSeriesTags","Provides direct access to the 'tags' target table for a specified TimeSeries table.",0
"25.12.9.61","hdfs","The table function can be used to read the data stored on HDFS virtual filesystem.",0
"25.12.9.61","hive","",0
"25.12.9.61","dictionary","",0
"25.12.9.61","numbers_mt","",1
"25.12.9.61","mergeTreeIndex","Represents the contents of index and marks files of MergeTree tables. It can be used for introspection",1
"25.12.9.61","paimonS3","The table function can be used to read the Paimon table stored on S3 object store.",0
"25.12.9.61","generateRandom","",1
"25.12.9.61","merge","Creates a temporary Merge table. The structure will be derived from underlying tables by using a union of their columns and by deriving common types.",1
"25.12.9.61","url","",0
"25.12.9.61","zeros_mt","
                Generates a stream of zeros (a table with one column 'zero' of type 'UInt8') of specified size.
                This table function is used in performance tests, where you want to spend as little time as possible to data generation while testing some other parts of queries.
                In contrast to the `zeros`, this table function is using multiple threads for data generation, according to the `max_threads` setting.
                Example:
                [example:1]
                This query will test the speed of `randomPrintableASCII` function using multiple threads.
                See also the `system.zeros` table.",0
"25.12.9.61","executable","",0
"25.12.9.61","fuzzJSON","Perturbs a JSON string with random variations.",1
"25.12.9.61","deltaLakeS3","The table function can be used to read the DeltaLake table stored on S3.",0
"25.12.9.61","urlCluster","",0
"25.12.9.61","fileCluster","This table function is used for distributed reading of files in cluster nodes filesystems.",0
"25.12.9.61","values","",1
"25.12.9.61","file","",0
"25.12.9.61","timeSeriesSelector","Reads time series from a specified TimeSeries table.",0
"25.12.9.61","redis","",0
"25.12.9.61","zeros","
                Generates a stream of zeros (a table with one column 'zero' of type 'UInt8') of specified size.
                This table function is used in performance tests, where you want to spend as little time as possible to data generation while testing some other parts of queries.
                In contrast to the `zeros_mt`, this table function is using single thread for data generation.
                Example:
                [example:1]
                This query will test the speed of `randomPrintableASCII` function using single thread.
                See also the `system.zeros_mt` table.",0
"25.12.9.61","input","",0
"25.12.9.61","mysql","",0
"25.12.9.61","odbc","",0
"25.12.9.61","generateSeries","",1
"25.12.9.61","mongodb","Allows get data from MongoDB collection.",0
"25.12.9.61","generate_series","",1
"25.12.9.61","prometheusQuery","Evaluates a prometheus query using data from a specified TimeSeries table.",0
"25.12.9.61","deltaLake","The table function can be used to read the DeltaLake table stored on S3, alias of deltaLakeS3.",0
"25.12.9.61","sqlite","",0
"25.12.9.61","arrowFlight","Allows to perform queries on data exposed via an Apache Arrow Flight server.",0
"25.12.9.61","cluster","",1
"25.12.9.61","gcs","The table function can be used to read the data stored on GCS.",0
"25.12.9.61","paimonCluster","The table function can be used to read the Paimon table stored on store from disk in parallel for many nodes in a specified cluster.",0
"25.12.9.61","remoteSecure","",0
"25.12.9.61","numbers","",1
"25.12.9.61","azureBlobStorage","The table function can be used to read the data stored on Azure Blob Storage.",0
"25.12.9.61","prometheusQueryRange","Evaluates a prometheus query using data from a specified TimeSeries table over a range of timestamps.",0
"25.12.9.61","viewExplain","
                Returns result of EXPLAIN query.
                The function should not be called directly but can be invoked via `SELECT * FROM (EXPLAIN <query>)`.
                You can use this query to process the result of EXPLAIN further using SQL (e.g., in tests).
                Example:
                [example:1]
                ",0
"25.12.9.61","null","",1
"25.12.9.61","hudi","The table function can be used to read the Hudi table stored on object store.",0
"25.12.9.61","cosn","The table function can be used to read the data stored on COSN.",0
"25.12.9.61","s3","The table function can be used to read the data stored on AWS S3.",0
"25.12.9.61","remote","",0
"25.12.9.61","arrowflight","Allows to perform queries on data exposed via an Apache Arrow Flight server.",0
