"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting"
"24.1.1.2048","Npy",1,0,0,0
"24.1.1.2048","ParquetMetadata",1,0,1,0
"24.1.1.2048","Prometheus",0,1,0,0
"24.1.1.2048","CSVWithNamesAndTypes",1,1,1,1
"24.1.1.2048","CapnProto",1,1,0,0
"24.1.1.2048","PostgreSQLWire",0,1,0,0
"24.1.1.2048","RowBinaryWithDefaults",1,0,0,0
"24.1.1.2048","PrettyNoEscapesMonoBlock",0,1,0,0
"24.1.1.2048","MySQLWire",0,1,0,0
"24.1.1.2048","JSONEachRowWithProgress",0,1,0,0
"24.1.1.2048","TSKV",1,1,1,1
"24.1.1.2048","Markdown",0,1,0,1
"24.1.1.2048","ODBCDriver2",0,1,0,0
"24.1.1.2048","PrettySpaceNoEscapes",0,1,0,1
"24.1.1.2048","PrettySpace",0,1,0,1
"24.1.1.2048","Parquet",1,1,1,0
"24.1.1.2048","PrettyCompactMonoBlock",0,1,0,0
"24.1.1.2048","TabSeparatedWithNamesAndTypes",1,1,1,1
"24.1.1.2048","PrettyCompactNoEscapes",0,1,0,1
"24.1.1.2048","PrettyNDJSON",0,1,0,1
"24.1.1.2048","JSONStringsEachRowWithProgress",0,1,0,0
"24.1.1.2048","PrettyMonoBlock",0,1,0,0
"24.1.1.2048","LineAsString",1,1,1,1
"24.1.1.2048","ArrowStream",1,1,0,0
"24.1.1.2048","TSV",1,1,1,1
"24.1.1.2048","Avro",1,1,0,0
"24.1.1.2048","AvroConfluent",1,0,0,0
"24.1.1.2048","ORC",1,1,0,0
"24.1.1.2048","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0
"24.1.1.2048","CustomSeparatedIgnoreSpaces",1,0,0,0
"24.1.1.2048","TabSeparatedRawWithNamesAndTypes",1,1,1,1
"24.1.1.2048","CustomSeparatedWithNames",1,1,0,1
"24.1.1.2048","RawBLOB",1,1,0,0
"24.1.1.2048","TemplateIgnoreSpaces",1,0,0,0
"24.1.1.2048","MsgPack",1,1,0,1
"24.1.1.2048","Template",1,1,0,0
"24.1.1.2048","ProtobufSingle",1,1,0,0
"24.1.1.2048","Protobuf",1,1,0,0
"24.1.1.2048","XML",0,1,0,1
"24.1.1.2048","JSONColumnsWithMetadata",1,1,0,0
"24.1.1.2048","JSONCompactColumns",1,1,0,0
"24.1.1.2048","JSONColumns",1,1,0,0
"24.1.1.2048","JSONObjectEachRow",1,1,0,1
"24.1.1.2048","JSONStringsEachRow",1,1,1,1
"24.1.1.2048","PrettyCompactNoEscapesMonoBlock",0,1,0,0
"24.1.1.2048","PrettyNoEscapes",0,1,0,1
"24.1.1.2048","JSONCompactStrings",0,1,0,1
"24.1.1.2048","JSONCompact",1,1,0,1
"24.1.1.2048","Null",0,1,0,0
"24.1.1.2048","JSONStrings",0,1,0,1
"24.1.1.2048","LineAsStringWithNamesAndTypes",0,1,0,1
"24.1.1.2048","RowBinaryWithNamesAndTypes",1,1,0,1
"24.1.1.2048","RowBinary",1,1,0,1
"24.1.1.2048","DWARF",1,0,1,0
"24.1.1.2048","Native",1,1,0,0
"24.1.1.2048","LineAsStringWithNames",0,1,0,1
"24.1.1.2048","TSVWithNames",1,1,1,1
"24.1.1.2048","BSONEachRow",1,1,1,1
"24.1.1.2048","Vertical",0,1,0,1
"24.1.1.2048","JSONCompactStringsEachRowWithNamesAndTypes",1,1,1,1
"24.1.1.2048","PrettySpaceMonoBlock",0,1,0,0
"24.1.1.2048","PrettyCompact",0,1,0,1
"24.1.1.2048","RowBinaryWithNames",1,1,0,1
"24.1.1.2048","Arrow",1,1,0,0
"24.1.1.2048","TabSeparatedWithNames",1,1,1,1
"24.1.1.2048","JSONCompactStringsEachRowWithNames",1,1,1,1
"24.1.1.2048","PrettyJSONLines",0,1,0,1
"24.1.1.2048","HiveText",1,0,1,0
"24.1.1.2048","PrettySpaceNoEscapesMonoBlock",0,1,0,0
"24.1.1.2048","TabSeparatedRawWithNames",1,1,1,1
"24.1.1.2048","JSONAsString",1,0,1,0
"24.1.1.2048","JSONCompactStringsEachRow",1,1,1,1
"24.1.1.2048","CustomSeparated",1,1,0,1
"24.1.1.2048","JSONCompactEachRow",1,1,1,1
"24.1.1.2048","TSVRawWithNamesAndTypes",1,1,1,1
"24.1.1.2048","TSVWithNamesAndTypes",1,1,1,1
"24.1.1.2048","NDJSON",1,1,1,1
"24.1.1.2048","JSONAsObject",1,0,1,0
"24.1.1.2048","SQLInsert",0,1,0,0
"24.1.1.2048","PrettyJSONEachRow",0,1,0,1
"24.1.1.2048","JSONLines",1,1,1,1
"24.1.1.2048","CustomSeparatedWithNamesAndTypes",1,1,0,1
"24.1.1.2048","ProtobufList",1,1,0,0
"24.1.1.2048","JSON",1,1,0,1
"24.1.1.2048","One",1,0,0,0
"24.1.1.2048","Pretty",0,1,0,1
"24.1.1.2048","MySQLDump",1,0,0,0
"24.1.1.2048","TSVRawWithNames",1,1,1,1
"24.1.1.2048","CSVWithNames",1,1,1,1
"24.1.1.2048","Regexp",1,0,1,0
