"ch_version","name","is_input","is_output"
"22.8.15.25.altinityfips","SQLInsert",0,1
"22.8.15.25.altinityfips","Prometheus",0,1
"22.8.15.25.altinityfips","CapnProto",1,1
"22.8.15.25.altinityfips","PostgreSQLWire",0,1
"22.8.15.25.altinityfips","MySQLWire",0,1
"22.8.15.25.altinityfips","JSONColumnsWithMetadata",0,1
"22.8.15.25.altinityfips","JSONEachRowWithProgress",0,1
"22.8.15.25.altinityfips","JSONCompact",0,1
"22.8.15.25.altinityfips","Null",0,1
"22.8.15.25.altinityfips","JSONStrings",0,1
"22.8.15.25.altinityfips","ODBCDriver2",0,1
"22.8.15.25.altinityfips","PrettySpaceNoEscapes",0,1
"22.8.15.25.altinityfips","PrettySpace",0,1
"22.8.15.25.altinityfips","PrettyCompactMonoBlock",0,1
"22.8.15.25.altinityfips","PrettyCompactNoEscapes",0,1
"22.8.15.25.altinityfips","JSONStringsEachRowWithProgress",0,1
"22.8.15.25.altinityfips","PrettyNoEscapesMonoBlock",0,1
"22.8.15.25.altinityfips","PrettyMonoBlock",0,1
"22.8.15.25.altinityfips","JSONCompactStrings",0,1
"22.8.15.25.altinityfips","PrettyCompactNoEscapesMonoBlock",0,1
"22.8.15.25.altinityfips","PrettyNoEscapes",0,1
"22.8.15.25.altinityfips","ArrowStream",1,1
"22.8.15.25.altinityfips","Avro",1,1
"22.8.15.25.altinityfips","AvroConfluent",1,0
"22.8.15.25.altinityfips","ORC",1,1
"22.8.15.25.altinityfips","CustomSeparatedIgnoreSpacesWithNames",1,0
"22.8.15.25.altinityfips","CustomSeparatedIgnoreSpaces",1,0
"22.8.15.25.altinityfips","CustomSeparatedWithNamesAndTypes",1,1
"22.8.15.25.altinityfips","CustomSeparatedWithNames",1,1
"22.8.15.25.altinityfips","RawBLOB",1,1
"22.8.15.25.altinityfips","Template",1,1
"22.8.15.25.altinityfips","MsgPack",1,1
"22.8.15.25.altinityfips","TemplateIgnoreSpaces",1,0
"22.8.15.25.altinityfips","JSON",0,1
"22.8.15.25.altinityfips","ProtobufList",1,1
"22.8.15.25.altinityfips","Markdown",0,1
"22.8.15.25.altinityfips","XML",0,1
"22.8.15.25.altinityfips","ProtobufSingle",1,1
"22.8.15.25.altinityfips","JSONCompactColumns",1,1
"22.8.15.25.altinityfips","LineAsStringWithNamesAndTypes",0,1
"22.8.15.25.altinityfips","LineAsStringWithNames",0,1
"22.8.15.25.altinityfips","Native",1,1
"22.8.15.25.altinityfips","LineAsString",1,1
"22.8.15.25.altinityfips","RowBinaryWithNamesAndTypes",1,1
"22.8.15.25.altinityfips","Protobuf",1,1
"22.8.15.25.altinityfips","RowBinary",1,1
"22.8.15.25.altinityfips","JSONCompactStringsEachRowWithNamesAndTypes",1,1
"22.8.15.25.altinityfips","PrettySpaceMonoBlock",0,1
"22.8.15.25.altinityfips","PrettyCompact",0,1
"22.8.15.25.altinityfips","RowBinaryWithNames",1,1
"22.8.15.25.altinityfips","Arrow",1,1
"22.8.15.25.altinityfips","Parquet",1,1
"22.8.15.25.altinityfips","TabSeparatedWithNames",1,1
"22.8.15.25.altinityfips","JSONCompactStringsEachRowWithNames",1,1
"22.8.15.25.altinityfips","HiveText",1,0
"22.8.15.25.altinityfips","PrettySpaceNoEscapesMonoBlock",0,1
"22.8.15.25.altinityfips","TabSeparatedRawWithNames",1,1
"22.8.15.25.altinityfips","JSONCompactStringsEachRow",1,1
"22.8.15.25.altinityfips","CustomSeparated",1,1
"22.8.15.25.altinityfips","JSONCompactEachRow",1,1
"22.8.15.25.altinityfips","TSVRawWithNamesAndTypes",1,1
"22.8.15.25.altinityfips","JSONAsString",1,0
"22.8.15.25.altinityfips","JSONColumns",1,1
"22.8.15.25.altinityfips","NDJSON",1,1
"22.8.15.25.altinityfips","JSONAsObject",1,0
"22.8.15.25.altinityfips","JSONLines",1,1
"22.8.15.25.altinityfips","MySQLDump",1,0
"22.8.15.25.altinityfips","TSVWithNamesAndTypes",1,1
"22.8.15.25.altinityfips","CSVWithNamesAndTypes",1,1
"22.8.15.25.altinityfips","CSVWithNames",1,1
"22.8.15.25.altinityfips","Regexp",1,0
"22.8.15.25.altinityfips","TSV",1,1
"22.8.15.25.altinityfips","Vertical",0,1
"22.8.15.25.altinityfips","CSV",1,1
"22.8.15.25.altinityfips","TabSeparated",1,1
"22.8.15.25.altinityfips","JSONStringEachRow",0,0
"22.8.15.25.altinityfips","Pretty",0,1
"22.8.15.25.altinityfips","JSONCompactEachRowWithNames",1,1
"22.8.15.25.altinityfips","TabSeparatedRawWithNamesAndTypes",1,1
"22.8.15.25.altinityfips","TSKV",1,1
"22.8.15.25.altinityfips","TSVRaw",1,1
"22.8.15.25.altinityfips","Values",1,1
"22.8.15.25.altinityfips","JSONStringsEachRow",1,1
"22.8.15.25.altinityfips","TabSeparatedWithNamesAndTypes",1,1
"22.8.15.25.altinityfips","TSVRawWithNames",1,1
"22.8.15.25.altinityfips","JSONCompactEachRowWithNamesAndTypes",1,1
"22.8.15.25.altinityfips","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0
"22.8.15.25.altinityfips","TabSeparatedRaw",1,1
"22.8.15.25.altinityfips","TSVWithNames",1,1
"22.8.15.25.altinityfips","JSONEachRow",1,1
