"ch_version","name"
"18.14.12","af"
"18.14.12","am"
"18.14.12","ar"
"18.14.12","as"
"18.14.12","az"
"18.14.12","be"
"18.14.12","bg"
"18.14.12","bn"
"18.14.12","bo"
"18.14.12","bs"
"18.14.12","bs_Cyrl"
"18.14.12","ca"
"18.14.12","chr"
"18.14.12","cs"
"18.14.12","cy"
"18.14.12","da"
"18.14.12","de"
"18.14.12","de_AT"
"18.14.12","dsb"
"18.14.12","dz"
"18.14.12","ee"
"18.14.12","el"
"18.14.12","en"
"18.14.12","en_US"
"18.14.12","en_US_POSIX"
"18.14.12","eo"
"18.14.12","es"
"18.14.12","et"
"18.14.12","fa"
"18.14.12","fa_AF"
"18.14.12","fi"
"18.14.12","fil"
"18.14.12","fo"
"18.14.12","fr"
"18.14.12","fr_CA"
"18.14.12","ga"
"18.14.12","gl"
"18.14.12","gu"
"18.14.12","ha"
"18.14.12","haw"
"18.14.12","he"
"18.14.12","hi"
"18.14.12","hr"
"18.14.12","hsb"
"18.14.12","hu"
"18.14.12","hy"
"18.14.12","id"
"18.14.12","ig"
"18.14.12","is"
"18.14.12","it"
"18.14.12","ja"
"18.14.12","ka"
"18.14.12","kk"
"18.14.12","kl"
"18.14.12","km"
"18.14.12","kn"
"18.14.12","ko"
"18.14.12","kok"
"18.14.12","ky"
"18.14.12","lb"
"18.14.12","lkt"
"18.14.12","ln"
"18.14.12","lo"
"18.14.12","lt"
"18.14.12","lv"
"18.14.12","mk"
"18.14.12","ml"
"18.14.12","mn"
"18.14.12","mr"
"18.14.12","ms"
"18.14.12","mt"
"18.14.12","my"
"18.14.12","nb"
"18.14.12","ne"
"18.14.12","nl"
"18.14.12","nn"
"18.14.12","om"
"18.14.12","or"
"18.14.12","pa"
"18.14.12","pl"
"18.14.12","ps"
"18.14.12","pt"
"18.14.12","ro"
"18.14.12","ru"
"18.14.12","se"
"18.14.12","si"
"18.14.12","sk"
"18.14.12","sl"
"18.14.12","smn"
"18.14.12","sq"
"18.14.12","sr"
"18.14.12","sr_Latn"
"18.14.12","sv"
"18.14.12","sw"
"18.14.12","ta"
"18.14.12","te"
"18.14.12","th"
"18.14.12","to"
"18.14.12","tr"
"18.14.12","ug"
"18.14.12","uk"
"18.14.12","ur"
"18.14.12","uz"
"18.14.12","vi"
"18.14.12","wae"
"18.14.12","wo"
"18.14.12","yi"
"18.14.12","yo"
"18.14.12","zh"
"18.14.12","zh_Hant"
"18.14.12","zu"
