"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly","content_type","supports_random_access","has_schema_inference","has_external_schema","prefers_large_blocks","supports_append","supports_subsets_of_columns"
"25.11.1.558","One",1,0,0,0,1,"",0,0,1,0,0,0
"25.11.1.558","ParquetMetadata",1,0,1,0,1,"",1,1,0,0,0,1
"25.11.1.558","MySQLDump",1,0,0,0,1,"",0,1,0,0,0,0
"25.11.1.558","Hash",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.11.1.558","CapnProto",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"25.11.1.558","PostgreSQLWire",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"25.11.1.558","MD",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.11.1.558","TSV",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,0
"25.11.1.558","PrettyCompactMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.11.1.558","JSONEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"25.11.1.558","JSONCompactStrings",0,1,0,1,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"25.11.1.558","JSONStringsEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"25.11.1.558","Vertical",0,1,0,1,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.11.1.558","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.11.1.558","Null",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.11.1.558","PrettySpaceNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.11.1.558","Markdown",0,1,0,1,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.11.1.558","Form",1,0,0,0,1,"",0,1,0,0,0,0
"25.11.1.558","ODBCDriver2",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"25.11.1.558","PrettySpaceMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.11.1.558","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.11.1.558","PrettyCompactNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.11.1.558","JSONStringsEachRow",1,1,1,1,1,"application/x-ndjson; charset=UTF-8",0,1,0,0,0,1
"25.11.1.558","PrettyCompact",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.11.1.558","DWARF",1,0,1,0,1,"",1,1,0,0,0,1
"25.11.1.558","Values",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,0,0
"25.11.1.558","PrettyNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.11.1.558","PrettyNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.11.1.558","PrettyMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.11.1.558","AvroConfluent",1,0,0,0,1,"",0,1,0,0,0,1
"25.11.1.558","RawBLOB",1,1,0,0,1,"text/plain; charset=UTF-8",0,0,1,0,0,0
"25.11.1.558","Parquet",1,1,1,0,0,"application/octet-stream",1,1,0,0,0,1
"25.11.1.558","JSONCompactEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"25.11.1.558","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1,"",0,1,0,0,0,1
"25.11.1.558","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1,"",0,1,0,0,0,1
"25.11.1.558","CustomSeparatedWithNamesAndTypes",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,1,1
"25.11.1.558","PrettySpace",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
