"20.4.9.110","ODBCDriver2",0,1
"20.4.9.110","JSONCompact",0,1
"20.4.9.110","PrettyNoEscapes",0,1
"20.4.9.110","Pretty",0,1
"20.4.9.110","MsgPack",1,1
"20.4.9.110","Regexp",1,0
"20.4.9.110","CustomSeparated",1,1
"20.4.9.110","TemplateIgnoreSpaces",1,0
"20.4.9.110","MySQLWire",0,1
"20.4.9.110","Template",1,1
"20.4.9.110","TabSeparatedWithNames",1,1
"20.4.9.110","JSONCompactEachRowWithNamesAndTypes",1,1
"20.4.9.110","Parquet",1,1
"20.4.9.110","RowBinary",1,1
"20.4.9.110","Protobuf",1,1
"20.4.9.110","CustomSeparatedIgnoreSpaces",1,0
"20.4.9.110","CSVWithNames",1,1
"20.4.9.110","PrettySpace",0,1
"20.4.9.110","TSV",1,1
"20.4.9.110","CSV",1,1
"20.4.9.110","ODBCDriver",0,1
"20.4.9.110","JSONCompactEachRow",1,1
"20.4.9.110","Values",1,1
"20.4.9.110","PrettyCompact",0,1
"20.4.9.110","ORC",1,0
"20.4.9.110","TSVRaw",0,1
"20.4.9.110","Markdown",0,1
"20.4.9.110","PrettyCompactNoEscapes",0,1
"20.4.9.110","JSONEachRowWithProgress",0,1
"20.4.9.110","AvroConfluent",1,0
"20.4.9.110","TabSeparated",1,1
"20.4.9.110","TabSeparatedWithNamesAndTypes",1,1
"20.4.9.110","Null",0,1
"20.4.9.110","TabSeparatedRaw",0,1
"20.4.9.110","TSVWithNames",1,1
"20.4.9.110","Avro",1,1
"20.4.9.110","RowBinaryWithNamesAndTypes",1,1
"20.4.9.110","XML",0,1
"20.4.9.110","JSON",0,1
"20.4.9.110","TSVWithNamesAndTypes",1,1
"20.4.9.110","Vertical",0,1
"20.4.9.110","PrettySpaceNoEscapes",0,1
"20.4.9.110","CapnProto",1,0
"20.4.9.110","JSONEachRow",1,1
"20.4.9.110","Native",1,1
"20.4.9.110","TSKV",1,1
