"20.4.9.110","Kafka",1,0,0,0,0,0
"20.4.9.110","MySQL",0,0,0,0,0,0
"20.4.9.110","HDFS",0,0,0,0,0,0
"20.4.9.110","S3",0,0,0,0,0,0
"20.4.9.110","MaterializedView",0,0,0,0,0,0
"20.4.9.110","View",0,0,0,0,0,0
"20.4.9.110","JDBC",0,0,0,0,0,0
"20.4.9.110","Join",1,0,0,0,0,0
"20.4.9.110","Set",0,0,0,0,0,0
"20.4.9.110","Dictionary",0,0,0,0,0,0
"20.4.9.110","GenerateRandom",0,0,0,0,0,0
"20.4.9.110","LiveView",0,0,0,0,0,0
"20.4.9.110","MergeTree",1,1,1,1,0,0
"20.4.9.110","Memory",0,0,0,0,0,0
"20.4.9.110","Buffer",0,0,0,0,0,0
"20.4.9.110","URL",0,0,0,0,0,0
"20.4.9.110","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.4.9.110","ReplacingMergeTree",1,1,1,1,0,0
"20.4.9.110","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.4.9.110","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.4.9.110","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.4.9.110","File",0,0,0,0,0,0
"20.4.9.110","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.4.9.110","ReplicatedMergeTree",1,1,1,1,1,1
"20.4.9.110","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.4.9.110","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.4.9.110","SummingMergeTree",1,1,1,1,0,0
"20.4.9.110","Distributed",0,0,0,0,0,0
"20.4.9.110","TinyLog",1,0,0,0,0,0
"20.4.9.110","GraphiteMergeTree",1,1,1,1,0,0
"20.4.9.110","CollapsingMergeTree",1,1,1,1,0,0
"20.4.9.110","Merge",0,0,0,0,0,0
"20.4.9.110","AggregatingMergeTree",1,1,1,1,0,0
"20.4.9.110","ODBC",0,0,0,0,0,0
"20.4.9.110","Null",0,0,0,0,0,0
"20.4.9.110","StripeLog",1,0,0,0,0,0
"20.4.9.110","Log",1,0,0,0,0,0
