"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly"
"25.3.11.20","One",1,0,0,0,1
"25.3.11.20","ParquetMetadata",1,0,1,0,1
"25.3.11.20","MySQLDump",1,0,0,0,1
"25.3.11.20","CapnProto",1,1,0,0,0
"25.3.11.20","PostgreSQLWire",0,1,0,0,0
"25.3.11.20","TSV",1,1,1,1,1
"25.3.11.20","PrettyCompactMonoBlock",0,1,0,0,1
"25.3.11.20","JSONEachRowWithProgress",0,1,0,0,1
"25.3.11.20","JSONCompactStrings",0,1,0,1,1
"25.3.11.20","JSONStringsEachRowWithProgress",0,1,0,0,1
"25.3.11.20","Vertical",0,1,0,1,1
"25.3.11.20","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1
"25.3.11.20","Null",0,1,0,0,1
"25.3.11.20","PrettySpaceNoEscapes",0,1,0,0,1
"25.3.11.20","Markdown",0,1,0,1,1
"25.3.11.20","Form",1,0,0,0,1
"25.3.11.20","ODBCDriver2",0,1,0,0,0
"25.3.11.20","PrettySpaceMonoBlock",0,1,0,0,1
"25.3.11.20","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1
"25.3.11.20","PrettyCompactNoEscapes",0,1,0,0,1
"25.3.11.20","JSONStringsEachRow",1,1,1,1,1
"25.3.11.20","PrettyCompact",0,1,0,0,1
"25.3.11.20","DWARF",1,0,1,0,1
"25.3.11.20","Values",1,1,0,1,1
"25.3.11.20","PrettyNoEscapesMonoBlock",0,1,0,0,1
"25.3.11.20","PrettyNoEscapes",0,1,0,0,1
"25.3.11.20","PrettyMonoBlock",0,1,0,0,1
"25.3.11.20","AvroConfluent",1,0,0,0,1
"25.3.11.20","RawBLOB",1,1,0,0,1
"25.3.11.20","Parquet",1,1,1,0,0
"25.3.11.20","JSONCompactEachRowWithProgress",0,1,0,0,1
"25.3.11.20","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1
"25.3.11.20","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1
"25.3.11.20","CustomSeparatedWithNamesAndTypes",1,1,0,1,1
"25.3.11.20","PrettySpace",0,1,0,0,1
"25.3.11.20","Arrow",1,1,0,0,0
"25.3.11.20","JSONAsString",1,0,1,0,1
"25.3.11.20","CustomSeparatedWithNames",1,1,0,1,1
"25.3.11.20","CustomSeparated",1,1,0,1,1
"25.3.11.20","BSONEachRow",1,1,1,1,0
"25.3.11.20","Template",1,1,0,0,1
"25.3.11.20","XML",0,1,0,1,1
"25.3.11.20","ProtobufList",1,1,0,0,0
"25.3.11.20","ProtobufSingle",1,1,0,0,0
"25.3.11.20","JSONColumnsWithMetadata",1,1,0,0,1
"25.3.11.20","TSVRawWithNamesAndTypes",1,1,1,1,1
"25.3.11.20","Npy",1,1,0,0,0
"25.3.11.20","TemplateIgnoreSpaces",1,0,0,0,1
"25.3.11.20","JSONCompactColumns",1,1,0,0,1
"25.3.11.20","JSONColumns",1,1,0,0,1
"25.3.11.20","ArrowStream",1,1,0,0,0
"25.3.11.20","JSONObjectEachRow",1,1,0,1,1
"25.3.11.20","NDJSON",1,1,1,1,1
"25.3.11.20","PrettyNDJSON",0,1,0,1,1
"25.3.11.20","LineAsStringWithNamesAndTypes",0,1,0,1,1
"25.3.11.20","PrettyJSONLines",0,1,0,1,1
"25.3.11.20","CSVWithNamesAndTypes",1,1,1,1,1
"25.3.11.20","ORC",1,1,0,0,0
"25.3.11.20","Protobuf",1,1,0,0,0
"25.3.11.20","PrettyJSONEachRow",0,1,0,1,1
"25.3.11.20","JSONStrings",0,1,0,1,1
"25.3.11.20","JSON",1,1,0,1,1
"25.3.11.20","RawWithNames",1,1,1,1,1
"25.3.11.20","MsgPack",1,1,0,1,0
"25.3.11.20","LineAsStringWithNames",0,1,0,1,1
"25.3.11.20","JSONCompactStringsEachRowWithProgress",0,1,0,0,1
