"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly","content_type","supports_random_access","has_schema_inference","has_external_schema","prefers_large_blocks","supports_append","supports_subsets_of_columns"
"26.5.1.882","One",1,0,0,0,1,"",0,0,1,0,0,0
"26.5.1.882","ParquetMetadata",1,0,1,0,1,"",1,1,0,0,0,1
"26.5.1.882","MySQLDump",1,0,0,0,1,"",0,1,0,0,0,0
"26.5.1.882","Hash",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.1.882","CapnProto",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"26.5.1.882","PostgreSQLWire",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"26.5.1.882","MD",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.1.882","TSV",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,0
"26.5.1.882","PrettyCompactMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.1.882","JSONEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.5.1.882","JSONCompactStrings",0,1,0,1,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.5.1.882","JSONStringsEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.5.1.882","Vertical",0,1,0,1,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.1.882","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.1.882","Null",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.1.882","PrettySpaceNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.1.882","Markdown",0,1,0,1,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.1.882","Form",1,0,0,0,1,"",0,1,0,0,0,0
"26.5.1.882","ODBCDriver2",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"26.5.1.882","PrettySpaceMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.1.882","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.1.882","PrettyCompactNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.1.882","JSONStringsEachRow",1,1,1,1,1,"application/x-ndjson; charset=UTF-8",0,1,0,0,0,1
"26.5.1.882","PrettyCompact",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.1.882","DWARF",1,0,1,0,1,"",1,1,0,0,0,1
"26.5.1.882","Values",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,0,0
