"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly"
"25.6.3.116","One",1,0,0,0,1
"25.6.3.116","ParquetMetadata",1,0,1,0,1
"25.6.3.116","MySQLDump",1,0,0,0,1
"25.6.3.116","CapnProto",1,1,0,0,0
"25.6.3.116","PostgreSQLWire",0,1,0,0,0
"25.6.3.116","TSV",1,1,1,1,1
"25.6.3.116","PrettyCompactMonoBlock",0,1,0,0,1
"25.6.3.116","JSONEachRowWithProgress",0,1,0,0,1
"25.6.3.116","JSONCompactStrings",0,1,0,1,1
"25.6.3.116","JSONStringsEachRowWithProgress",0,1,0,0,1
"25.6.3.116","Vertical",0,1,0,1,1
"25.6.3.116","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1
"25.6.3.116","Null",0,1,0,0,1
"25.6.3.116","PrettySpaceNoEscapes",0,1,0,0,1
"25.6.3.116","Markdown",0,1,0,1,1
"25.6.3.116","Form",1,0,0,0,1
"25.6.3.116","ODBCDriver2",0,1,0,0,0
"25.6.3.116","PrettySpaceMonoBlock",0,1,0,0,1
"25.6.3.116","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1
"25.6.3.116","PrettyCompactNoEscapes",0,1,0,0,1
"25.6.3.116","JSONStringsEachRow",1,1,1,1,1
"25.6.3.116","PrettyCompact",0,1,0,0,1
"25.6.3.116","DWARF",1,0,1,0,1
"25.6.3.116","Values",1,1,0,1,1
"25.6.3.116","PrettyNoEscapesMonoBlock",0,1,0,0,1
"25.6.3.116","PrettyNoEscapes",0,1,0,0,1
"25.6.3.116","PrettyMonoBlock",0,1,0,0,1
"25.6.3.116","AvroConfluent",1,0,0,0,1
"25.6.3.116","RawBLOB",1,1,0,0,1
"25.6.3.116","Parquet",1,1,1,0,0
"25.6.3.116","JSONCompactEachRowWithProgress",0,1,0,0,1
"25.6.3.116","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1
"25.6.3.116","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1
"25.6.3.116","CustomSeparatedWithNamesAndTypes",1,1,0,1,1
"25.6.3.116","PrettySpace",0,1,0,0,1
"25.6.3.116","Arrow",1,1,0,0,0
"25.6.3.116","JSONAsString",1,0,1,0,1
"25.6.3.116","CustomSeparatedWithNames",1,1,0,1,1
"25.6.3.116","CustomSeparated",1,1,0,1,1
"25.6.3.116","BSONEachRow",1,1,1,1,0
"25.6.3.116","Template",1,1,0,0,1
"25.6.3.116","XML",0,1,0,1,1
"25.6.3.116","ProtobufList",1,1,0,0,0
"25.6.3.116","ProtobufSingle",1,1,0,0,0
"25.6.3.116","JSONColumnsWithMetadata",1,1,0,0,1
"25.6.3.116","TSVRawWithNamesAndTypes",1,1,1,1,1
"25.6.3.116","Npy",1,1,0,0,0
"25.6.3.116","TemplateIgnoreSpaces",1,0,0,0,1
"25.6.3.116","JSONCompactColumns",1,1,0,0,1
"25.6.3.116","JSONColumns",1,1,0,0,1
"25.6.3.116","ArrowStream",1,1,0,0,0
"25.6.3.116","JSONObjectEachRow",1,1,0,1,1
"25.6.3.116","NDJSON",1,1,1,1,1
"25.6.3.116","PrettyNDJSON",0,1,0,1,1
"25.6.3.116","LineAsStringWithNamesAndTypes",0,1,0,1,1
"25.6.3.116","PrettyJSONLines",0,1,0,1,1
"25.6.3.116","CSVWithNamesAndTypes",1,1,1,1,1
"25.6.3.116","ORC",1,1,1,0,0
"25.6.3.116","Protobuf",1,1,0,0,0
"25.6.3.116","PrettyJSONEachRow",0,1,0,1,1
"25.6.3.116","JSONStrings",0,1,0,1,1
"25.6.3.116","JSON",1,1,0,1,1
"25.6.3.116","RawWithNames",1,1,1,1,1
"25.6.3.116","MsgPack",1,1,0,1,0
"25.6.3.116","LineAsStringWithNames",0,1,0,1,1
"25.6.3.116","JSONCompactStringsEachRowWithProgress",0,1,0,0,1
"25.6.3.116","LineAsString",1,1,1,1,1
"25.6.3.116","RowBinaryWithNames",1,1,0,1,0
"25.6.3.116","RowBinary",1,1,0,1,0
"25.6.3.116","SQLInsert",0,1,0,0,1
"25.6.3.116","Native",1,1,0,0,0
"25.6.3.116","Prometheus",0,1,0,0,1
"25.6.3.116","TSVRaw",1,1,1,1,1
"25.6.3.116","JSONLines",1,1,1,1,1
"25.6.3.116","CustomSeparatedIgnoreSpaces",1,0,0,0,1
"25.6.3.116","JSONAsObject",1,0,1,0,1
"25.6.3.116","HiveText",1,0,1,0,1
"25.6.3.116","RowBinaryWithDefaults",1,0,0,0,1
"25.6.3.116","JSONCompactStringsEachRowWithNamesAndTypes",1,1,1,1,1
"25.6.3.116","RawWithNamesAndTypes",1,1,1,1,1
"25.6.3.116","JSONCompactStringsEachRow",1,1,1,1,1
"25.6.3.116","TabSeparatedWithNamesAndTypes",1,1,1,1,1
"25.6.3.116","JSONCompactStringsEachRowWithNames",1,1,1,1,1
"25.6.3.116","JSONCompactEachRowWithNamesAndTypes",1,1,1,1,1
"25.6.3.116","JSONCompactEachRow",1,1,1,1,1
"25.6.3.116","TSKV",1,1,1,1,1
"25.6.3.116","Avro",1,1,0,0,0
"25.6.3.116","JSONEachRow",1,1,1,1,1
"25.6.3.116","Pretty",0,1,0,0,1
"25.6.3.116","TSVRawWithNames",1,1,1,1,1
"25.6.3.116","TabSeparatedRaw",1,1,1,1,1
"25.6.3.116","Regexp",1,0,1,0,1
"25.6.3.116","TabSeparatedRawWithNamesAndTypes",1,1,1,1,1
"25.6.3.116","MySQLWire",0,1,0,0,0
"25.6.3.116","CSVWithNames",1,1,1,1,1
"25.6.3.116","Raw",1,1,1,1,1
"25.6.3.116","TabSeparatedRawWithNames",1,1,1,1,1
"25.6.3.116","RowBinaryWithNamesAndTypes",1,1,0,1,0
"25.6.3.116","JSONCompact",1,1,0,1,1
"25.6.3.116","CSV",1,1,1,1,1
"25.6.3.116","JSONCompactEachRowWithNames",1,1,1,1,1
"25.6.3.116","TSVWithNamesAndTypes",1,1,1,1,1
"25.6.3.116","TabSeparatedWithNames",1,1,1,1,1
"25.6.3.116","TabSeparated",1,1,1,1,1
"25.6.3.116","TSVWithNames",1,1,1,1,1
