"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.3.12.112","Kafka",1,0,0,0,0,0
"20.3.12.112","MySQL",0,0,0,0,0,0
"20.3.12.112","HDFS",0,0,0,0,0,0
"20.3.12.112","S3",0,0,0,0,0,0
"20.3.12.112","MaterializedView",0,0,0,0,0,0
"20.3.12.112","View",0,0,0,0,0,0
"20.3.12.112","JDBC",0,0,0,0,0,0
"20.3.12.112","Join",1,0,0,0,0,0
"20.3.12.112","Set",0,0,0,0,0,0
"20.3.12.112","Dictionary",0,0,0,0,0,0
"20.3.12.112","GenerateRandom",0,0,0,0,0,0
"20.3.12.112","LiveView",0,0,0,0,0,0
"20.3.12.112","MergeTree",1,1,1,1,0,0
"20.3.12.112","Memory",0,0,0,0,0,0
"20.3.12.112","Buffer",0,0,0,0,0,0
"20.3.12.112","URL",0,0,0,0,0,0
"20.3.12.112","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.3.12.112","ReplacingMergeTree",1,1,1,1,0,0
"20.3.12.112","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.3.12.112","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.3.12.112","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.3.12.112","File",0,0,0,0,0,0
"20.3.12.112","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.3.12.112","ReplicatedMergeTree",1,1,1,1,1,1
"20.3.12.112","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.3.12.112","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.3.12.112","SummingMergeTree",1,1,1,1,0,0
"20.3.12.112","Distributed",0,0,0,0,0,0
"20.3.12.112","TinyLog",1,0,0,0,0,0
"20.3.12.112","GraphiteMergeTree",1,1,1,1,0,0
"20.3.12.112","CollapsingMergeTree",1,1,1,1,0,0
"20.3.12.112","Merge",0,0,0,0,0,0
"20.3.12.112","AggregatingMergeTree",1,1,1,1,0,0
"20.3.12.112","ODBC",0,0,0,0,0,0
"20.3.12.112","Null",0,0,0,0,0,0
"20.3.12.112","StripeLog",1,0,0,0,0,0
"20.3.12.112","Log",1,0,0,0,0,0
