"ch_version","name","is_aggregate","case_insensitive","alias_to","create_query","origin"
"21.11.11.1","logTrace",0,0,"","","System"
"21.11.11.1","aes_decrypt_mysql",0,0,"","","System"
"21.11.11.1","aes_encrypt_mysql",0,0,"","","System"
"21.11.11.1","decrypt",0,0,"","","System"
"21.11.11.1","encrypt",0,0,"","","System"
"21.11.11.1","snowflakeToDateTime64",0,0,"","","System"
"21.11.11.1","snowflakeToDateTime",0,0,"","","System"
"21.11.11.1","validateNestedArraySizes",0,0,"","","System"
"21.11.11.1","wordShingleMinHashArgCaseInsensitiveUTF8",0,0,"","","System"
"21.11.11.1","wordShingleMinHashArgUTF8",0,0,"","","System"
"21.11.11.1","wordShingleMinHashArgCaseInsensitive",0,0,"","","System"
"21.11.11.1","wordShingleMinHashArg",0,0,"","","System"
"21.11.11.1","ngramMinHashArgCaseInsensitiveUTF8",0,0,"","","System"
"21.11.11.1","ngramMinHashArgUTF8",0,0,"","","System"
"21.11.11.1","ngramMinHashArgCaseInsensitive",0,0,"","","System"
"21.11.11.1","wordShingleMinHashCaseInsensitiveUTF8",0,0,"","","System"
"21.11.11.1","wordShingleMinHashUTF8",0,0,"","","System"
"21.11.11.1","ngramMinHashCaseInsensitiveUTF8",0,0,"","","System"
"21.11.11.1","ngramMinHashUTF8",0,0,"","","System"
"21.11.11.1","ngramMinHashCaseInsensitive",0,0,"","","System"
"21.11.11.1","wordShingleSimHashUTF8",0,0,"","","System"
"21.11.11.1","ngramSimHashUTF8",0,0,"","","System"
"21.11.11.1","ngramSimHashCaseInsensitive",0,0,"","","System"
"21.11.11.1","ngramSimHash",0,0,"","","System"
"21.11.11.1","toUnixTimestamp64Nano",0,0,"","","System"
"21.11.11.1","toUnixTimestamp64Micro",0,0,"","","System"
"21.11.11.1","jumpConsistentHash",0,0,"","","System"
"21.11.11.1","yandexConsistentHash",0,0,"","","System"
"21.11.11.1","addressToSymbol",0,0,"","","System"
"21.11.11.1","toJSONString",0,0,"","","System"
"21.11.11.1","JSON_VALUE",0,0,"","","System"
"21.11.11.1","JSONExtractKeys",0,0,"","","System"
"21.11.11.1","JSONExtractKeysAndValuesRaw",0,0,"","","System"
"21.11.11.1","JSONExtractString",0,0,"","","System"
"21.11.11.1","JSONType",0,0,"","","System"
"21.11.11.1","JSONKey",0,0,"","","System"
"21.11.11.1","JSONLength",0,0,"","","System"
"21.11.11.1","isValidJSON",0,0,"","","System"
"21.11.11.1","isZeroOrNull",0,0,"","","System"
"21.11.11.1","assumeNotNull",0,0,"","","System"
"21.11.11.1","s2CapUnion",0,0,"","","System"
"21.11.11.1","s2CapContains",0,0,"","","System"
"21.11.11.1","s2CellsIntersect",0,0,"","","System"
"21.11.11.1","s2GetNeighbors",0,0,"","","System"
