"20.6.4.44","RabbitMQ",1,0,0,0,0,0
"20.6.4.44","Kafka",1,0,0,0,0,0
"20.6.4.44","MySQL",0,0,0,0,0,0
"20.6.4.44","HDFS",0,0,0,0,0,0
"20.6.4.44","S3",0,0,0,0,0,0
"20.6.4.44","MaterializedView",0,0,0,0,0,0
"20.6.4.44","View",0,0,0,0,0,0
"20.6.4.44","JDBC",0,0,0,0,0,0
"20.6.4.44","Join",1,0,0,0,0,0
"20.6.4.44","Set",0,0,0,0,0,0
"20.6.4.44","Dictionary",0,0,0,0,0,0
"20.6.4.44","GenerateRandom",0,0,0,0,0,0
"20.6.4.44","LiveView",0,0,0,0,0,0
"20.6.4.44","MergeTree",1,1,1,1,0,0
"20.6.4.44","Memory",0,0,0,0,0,0
"20.6.4.44","Buffer",0,0,0,0,0,0
"20.6.4.44","MongoDB",0,0,0,0,0,0
"20.6.4.44","URL",0,0,0,0,0,0
"20.6.4.44","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.6.4.44","ReplacingMergeTree",1,1,1,1,0,0
"20.6.4.44","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.6.4.44","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.6.4.44","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.6.4.44","File",0,0,0,0,0,0
"20.6.4.44","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.6.4.44","ReplicatedMergeTree",1,1,1,1,1,1
"20.6.4.44","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.6.4.44","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.6.4.44","SummingMergeTree",1,1,1,1,0,0
"20.6.4.44","Distributed",0,0,0,0,0,0
"20.6.4.44","TinyLog",1,0,0,0,0,0
"20.6.4.44","GraphiteMergeTree",1,1,1,1,0,0
"20.6.4.44","CollapsingMergeTree",1,1,1,1,0,0
"20.6.4.44","Merge",0,0,0,0,0,0
"20.6.4.44","AggregatingMergeTree",1,1,1,1,0,0
"20.6.4.44","ODBC",0,0,0,0,0,0
"20.6.4.44","Null",0,0,0,0,0,0
"20.6.4.44","StripeLog",1,0,0,0,0,0
"20.6.4.44","Log",1,0,0,0,0,0
