"ch_version","name","case_insensitive","alias_to"
"18.16.1","LowCardinality",0,""
"18.16.1","IntervalYear",0,""
"18.16.1","IntervalDay",0,""
"18.16.1","IntervalWeek",0,""
"18.16.1","IntervalHour",0,""
"18.16.1","IntervalMinute",0,""
"18.16.1","Nested",0,""
"18.16.1","IntervalMonth",0,""
"18.16.1","Tuple",0,""
"18.16.1","AggregateFunction",0,""
"18.16.1","Nullable",0,""
"18.16.1","FixedString",0,""
"18.16.1","IntervalSecond",0,""
"18.16.1","UInt64",0,""
"18.16.1","Enum8",0,""
"18.16.1","Int32",0,""
"18.16.1","Int16",0,""
"18.16.1","Int8",0,""
"18.16.1","Date",1,""
"18.16.1","UInt32",0,""
"18.16.1","UInt8",0,""
"18.16.1","Enum16",0,""
"18.16.1","DateTime",1,""
"18.16.1","UInt16",0,""
"18.16.1","Nothing",0,""
"18.16.1","Array",0,""
"18.16.1","Int64",0,""
"18.16.1","Float32",0,""
"18.16.1","Float64",0,""
"18.16.1","Decimal32",1,""
"18.16.1","Decimal64",1,""
"18.16.1","Decimal128",1,""
"18.16.1","UUID",0,""
"18.16.1","String",0,""
"18.16.1","Decimal",1,""
"18.16.1","LONGBLOB",1,"String"
"18.16.1","MEDIUMBLOB",1,"String"
"18.16.1","TINYBLOB",1,"String"
"18.16.1","BIGINT",1,"Int64"
"18.16.1","SMALLINT",1,"Int16"
"18.16.1","TIMESTAMP",1,"DateTime"
"18.16.1","INTEGER",1,"Int32"
"18.16.1","INT",1,"Int32"
"18.16.1","DOUBLE",1,"Float64"
"18.16.1","MEDIUMTEXT",1,"String"
"18.16.1","TINYINT",1,"Int8"
"18.16.1","DEC",1,"Decimal"
"18.16.1","BINARY",1,"FixedString"
"18.16.1","FLOAT",1,"Float32"
"18.16.1","CHAR",1,"String"
"18.16.1","VARCHAR",1,"String"
"18.16.1","TEXT",1,"String"
"18.16.1","TINYTEXT",1,"String"
"18.16.1","LONGTEXT",1,"String"
"18.16.1","BLOB",1,"String"
