"ch_version","name","value"
"18.16.1","VERSION_FULL","ClickHouse 18.16.1"
"18.16.1","VERSION_DESCRIBE","v18.16.1-testing"
"18.16.1","VERSION_GITHASH","7624b0a20d25ea7021e33908cfcf6fdbc37938d1"
"18.16.1","VERSION_REVISION","54412"
"18.16.1","VERSION_INTEGER","18016001"
"18.16.1","BUILD_DATE","2018-12-20"
"18.16.1","BUILD_TYPE","RELWITHDEBINFO"
"18.16.1","SYSTEM","Linux-4.9.101-26"
"18.16.1","SYSTEM_PROCESSOR","x86_64"
"18.16.1","LIBRARY_ARCHITECTURE","x86_64-linux-gnu"
"18.16.1","CMAKE_VERSION","3.10.2"
"18.16.1","C_COMPILER","/usr/lib/ccache/cc"
"18.16.1","C_COMPILER_VERSION","7.3.0"
"18.16.1","CXX_COMPILER","/usr/lib/ccache/g++"
"18.16.1","CXX_COMPILER_VERSION","7.3.0"
"18.16.1","C_FLAGS"," -fdiagnostics-color=always  -pipe -msse4.1 -msse4.2 -mpopcnt -fno-omit-frame-pointer  -Wall  -no-pie -O2 -g -DNDEBUG -O3 "
"18.16.1","CXX_FLAGS"," -fdiagnostics-color=always  -pipe -msse4.1 -msse4.2 -mpopcnt  -fno-omit-frame-pointer  -Wall  -Wnon-virtual-dtor -no-pie -O2 -g -DNDEBUG -O3 "
"18.16.1","LINK_FLAGS"," -fuse-ld=gold -static-libgcc -static-libstdc++"
"18.16.1","BUILD_COMPILE_DEFINITIONS",""
"18.16.1","BUILD_INCLUDE_DIRECTORIES",""
"18.16.1","STATIC","ON"
"18.16.1","USE_EMBEDDED_COMPILER","1"
"18.16.1","USE_INTERNAL_MEMCPY","ON"
"18.16.1","USE_GLIBC_COMPATIBILITY","ON"
"18.16.1","USE_JEMALLOC","1"
"18.16.1","USE_TCMALLOC",""
"18.16.1","USE_UNWIND","1"
"18.16.1","USE_ICU","1"
"18.16.1","USE_MYSQL","1"
"18.16.1","USE_RE2_ST","1"
"18.16.1","USE_VECTORCLASS",""
"18.16.1","USE_RDKAFKA","1"
"18.16.1","USE_CAPNP","1"
"18.16.1","USE_POCO_SQLODBC",""
"18.16.1","USE_POCO_DATAODBC","1"
"18.16.1","USE_POCO_MONGODB","1"
"18.16.1","USE_POCO_NETSSL","1"
"18.16.1","USE_BASE64","1"
