"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.8.2.3","RabbitMQ",1,0,0,0,0,0
"20.8.2.3","Kafka",1,0,0,0,0,0
"20.8.2.3","MySQL",0,0,0,0,0,0
"20.8.2.3","HDFS",0,0,0,0,0,0
"20.8.2.3","S3",0,0,0,0,0,0
"20.8.2.3","MaterializedView",0,0,0,0,0,0
"20.8.2.3","View",0,0,0,0,0,0
"20.8.2.3","JDBC",0,0,0,0,0,0
"20.8.2.3","Join",1,0,0,0,0,0
"20.8.2.3","Set",0,0,0,0,0,0
"20.8.2.3","Dictionary",0,0,0,0,0,0
"20.8.2.3","GenerateRandom",0,0,0,0,0,0
"20.8.2.3","LiveView",0,0,0,0,0,0
"20.8.2.3","MergeTree",1,1,1,1,0,0
"20.8.2.3","Memory",0,0,0,0,0,0
"20.8.2.3","Buffer",0,0,0,0,0,0
"20.8.2.3","MongoDB",0,0,0,0,0,0
"20.8.2.3","URL",0,0,0,0,0,0
"20.8.2.3","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.8.2.3","ReplacingMergeTree",1,1,1,1,0,0
"20.8.2.3","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.8.2.3","COSN",0,0,0,0,0,0
"20.8.2.3","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.8.2.3","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.8.2.3","File",0,0,0,0,0,0
"20.8.2.3","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.8.2.3","ReplicatedMergeTree",1,1,1,1,1,1
"20.8.2.3","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.8.2.3","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.8.2.3","SummingMergeTree",1,1,1,1,0,0
"20.8.2.3","Distributed",0,0,0,0,0,0
"20.8.2.3","TinyLog",1,0,0,0,0,0
"20.8.2.3","GraphiteMergeTree",1,1,1,1,0,0
"20.8.2.3","CollapsingMergeTree",1,1,1,1,0,0
"20.8.2.3","Merge",0,0,0,0,0,0
"20.8.2.3","AggregatingMergeTree",1,1,1,1,0,0
"20.8.2.3","ODBC",0,0,0,0,0,0
"20.8.2.3","Null",0,0,0,0,0,0
"20.8.2.3","StripeLog",1,0,0,0,0,0
"20.8.2.3","Log",1,0,0,0,0,0
