"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.9.6.14","RabbitMQ",1,0,0,0,0,0
"20.9.6.14","Kafka",1,0,0,0,0,0
"20.9.6.14","MySQL",0,0,0,0,0,0
"20.9.6.14","HDFS",0,0,0,0,0,0
"20.9.6.14","S3",0,0,0,0,0,0
"20.9.6.14","MaterializedView",0,0,0,0,0,0
"20.9.6.14","View",0,0,0,0,0,0
"20.9.6.14","JDBC",0,0,0,0,0,0
"20.9.6.14","Join",1,0,0,0,0,0
"20.9.6.14","Set",0,0,0,0,0,0
"20.9.6.14","Dictionary",0,0,0,0,0,0
"20.9.6.14","GenerateRandom",0,0,0,0,0,0
"20.9.6.14","LiveView",0,0,0,0,0,0
"20.9.6.14","MergeTree",1,1,1,1,0,0
"20.9.6.14","Memory",0,0,0,0,0,0
"20.9.6.14","Buffer",0,0,0,0,0,0
"20.9.6.14","MongoDB",0,0,0,0,0,0
"20.9.6.14","URL",0,0,0,0,0,0
"20.9.6.14","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.9.6.14","ReplacingMergeTree",1,1,1,1,0,0
"20.9.6.14","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.9.6.14","COSN",0,0,0,0,0,0
"20.9.6.14","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.9.6.14","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.9.6.14","File",0,0,0,0,0,0
"20.9.6.14","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.9.6.14","ReplicatedMergeTree",1,1,1,1,1,1
"20.9.6.14","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.9.6.14","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.9.6.14","SummingMergeTree",1,1,1,1,0,0
"20.9.6.14","Distributed",0,0,0,0,0,0
"20.9.6.14","TinyLog",1,0,0,0,0,0
"20.9.6.14","GraphiteMergeTree",1,1,1,1,0,0
"20.9.6.14","CollapsingMergeTree",1,1,1,1,0,0
"20.9.6.14","Merge",0,0,0,0,0,0
"20.9.6.14","AggregatingMergeTree",1,1,1,1,0,0
"20.9.6.14","ODBC",0,0,0,0,0,0
"20.9.6.14","Null",0,0,0,0,0,0
"20.9.6.14","StripeLog",1,0,0,0,0,0
"20.9.6.14","Log",1,0,0,0,0,0
