"ch_version","name","value"
"19.1.15.73","VERSION_FULL","ClickHouse 19.1.15.73"
"19.1.15.73","VERSION_DESCRIBE","v19.1.15.73-testing"
"19.1.15.73","VERSION_GITHASH","9fdc10be50f90b9a8aa50edcd641907cd80f9b26"
"19.1.15.73","VERSION_REVISION","54413"
"19.1.15.73","VERSION_INTEGER","19001015"
"19.1.15.73","BUILD_DATE","2019-03-19"
"19.1.15.73","BUILD_TYPE","RELWITHDEBINFO"
"19.1.15.73","SYSTEM","Linux-4.9.151-35"
"19.1.15.73","SYSTEM_PROCESSOR","x86_64"
"19.1.15.73","LIBRARY_ARCHITECTURE","x86_64-linux-gnu"
"19.1.15.73","CMAKE_VERSION","3.10.2"
"19.1.15.73","C_COMPILER","/usr/bin/gcc-8"
"19.1.15.73","C_COMPILER_VERSION","8.2.0"
"19.1.15.73","CXX_COMPILER","/usr/bin/g++-8"
"19.1.15.73","CXX_COMPILER_VERSION","8.2.0"
"19.1.15.73","C_FLAGS"," -fdiagnostics-color=always  -pipe -msse4.1 -msse4.2 -mpopcnt -fno-omit-frame-pointer  -Wall  -no-pie -O2 -g -DNDEBUG -O3 "
"19.1.15.73","CXX_FLAGS"," -fdiagnostics-color=always  -pipe -msse4.1 -msse4.2 -mpopcnt  -fno-omit-frame-pointer  -Wall  -Wnon-virtual-dtor -no-pie -O2 -g -DNDEBUG -O3 "
"19.1.15.73","LINK_FLAGS"," -fuse-ld=gold -static-libgcc -static-libstdc++"
"19.1.15.73","BUILD_COMPILE_DEFINITIONS",""
"19.1.15.73","BUILD_INCLUDE_DIRECTORIES",""
"19.1.15.73","STATIC","ON"
"19.1.15.73","USE_EMBEDDED_COMPILER","1"
"19.1.15.73","USE_INTERNAL_MEMCPY","ON"
"19.1.15.73","USE_GLIBC_COMPATIBILITY","ON"
"19.1.15.73","USE_JEMALLOC","1"
"19.1.15.73","USE_TCMALLOC",""
"19.1.15.73","USE_UNWIND","1"
"19.1.15.73","USE_ICU","1"
"19.1.15.73","USE_MYSQL","1"
"19.1.15.73","USE_RE2_ST","1"
"19.1.15.73","USE_VECTORCLASS",""
"19.1.15.73","USE_RDKAFKA","1"
"19.1.15.73","USE_CAPNP","1"
"19.1.15.73","USE_POCO_SQLODBC",""
"19.1.15.73","USE_POCO_DATAODBC","1"
"19.1.15.73","USE_POCO_MONGODB","1"
"19.1.15.73","USE_POCO_NETSSL","1"
"19.1.15.73","USE_BASE64","1"
