"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly","content_type","supports_random_access","has_schema_inference","has_external_schema","prefers_large_blocks","supports_append","supports_subsets_of_columns"
"25.7.8.71","One",1,0,0,0,1,"",0,0,1,0,0,0
"25.7.8.71","ParquetMetadata",1,0,1,0,1,"",1,1,0,0,0,1
"25.7.8.71","MySQLDump",1,0,0,0,1,"",0,1,0,0,0,0
"25.7.8.71","CapnProto",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"25.7.8.71","PostgreSQLWire",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"25.7.8.71","TSV",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,0
"25.7.8.71","PrettyCompactMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.7.8.71","JSONEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"25.7.8.71","JSONCompactStrings",0,1,0,1,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"25.7.8.71","JSONStringsEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"25.7.8.71","Vertical",0,1,0,1,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.7.8.71","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.7.8.71","Null",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.7.8.71","PrettySpaceNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.7.8.71","Markdown",0,1,0,1,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.7.8.71","Form",1,0,0,0,1,"",0,1,0,0,0,0
"25.7.8.71","ODBCDriver2",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"25.7.8.71","PrettySpaceMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.7.8.71","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.7.8.71","PrettyCompactNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.7.8.71","JSONStringsEachRow",1,1,1,1,1,"application/x-ndjson; charset=UTF-8",0,1,0,0,0,1
"25.7.8.71","PrettyCompact",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.7.8.71","DWARF",1,0,1,0,1,"",1,1,0,0,0,1
"25.7.8.71","Values",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,0,0
"25.7.8.71","PrettyNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.7.8.71","PrettyNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
