"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly"
"25.4.13.22","One",1,0,0,0,1
"25.4.13.22","ParquetMetadata",1,0,1,0,1
"25.4.13.22","MySQLDump",1,0,0,0,1
"25.4.13.22","CapnProto",1,1,0,0,0
"25.4.13.22","PostgreSQLWire",0,1,0,0,0
"25.4.13.22","TSV",1,1,1,1,1
"25.4.13.22","PrettyCompactMonoBlock",0,1,0,0,1
"25.4.13.22","JSONEachRowWithProgress",0,1,0,0,1
"25.4.13.22","JSONCompactStrings",0,1,0,1,1
"25.4.13.22","JSONStringsEachRowWithProgress",0,1,0,0,1
"25.4.13.22","Vertical",0,1,0,1,1
"25.4.13.22","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1
"25.4.13.22","Null",0,1,0,0,1
"25.4.13.22","PrettySpaceNoEscapes",0,1,0,0,1
"25.4.13.22","Markdown",0,1,0,1,1
"25.4.13.22","Form",1,0,0,0,1
"25.4.13.22","ODBCDriver2",0,1,0,0,0
"25.4.13.22","PrettySpaceMonoBlock",0,1,0,0,1
"25.4.13.22","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1
"25.4.13.22","PrettyCompactNoEscapes",0,1,0,0,1
"25.4.13.22","JSONStringsEachRow",1,1,1,1,1
"25.4.13.22","PrettyCompact",0,1,0,0,1
"25.4.13.22","DWARF",1,0,1,0,1
"25.4.13.22","Values",1,1,0,1,1
"25.4.13.22","PrettyNoEscapesMonoBlock",0,1,0,0,1
"25.4.13.22","PrettyNoEscapes",0,1,0,0,1
"25.4.13.22","PrettyMonoBlock",0,1,0,0,1
"25.4.13.22","AvroConfluent",1,0,0,0,1
"25.4.13.22","RawBLOB",1,1,0,0,1
"25.4.13.22","Parquet",1,1,1,0,0
"25.4.13.22","JSONCompactEachRowWithProgress",0,1,0,0,1
"25.4.13.22","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1
"25.4.13.22","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1
"25.4.13.22","CustomSeparatedWithNamesAndTypes",1,1,0,1,1
"25.4.13.22","PrettySpace",0,1,0,0,1
"25.4.13.22","Arrow",1,1,0,0,0
"25.4.13.22","JSONAsString",1,0,1,0,1
"25.4.13.22","CustomSeparatedWithNames",1,1,0,1,1
"25.4.13.22","CustomSeparated",1,1,0,1,1
"25.4.13.22","BSONEachRow",1,1,1,1,0
"25.4.13.22","Template",1,1,0,0,1
"25.4.13.22","XML",0,1,0,1,1
"25.4.13.22","ProtobufList",1,1,0,0,0
"25.4.13.22","ProtobufSingle",1,1,0,0,0
"25.4.13.22","JSONColumnsWithMetadata",1,1,0,0,1
"25.4.13.22","TSVRawWithNamesAndTypes",1,1,1,1,1
"25.4.13.22","Npy",1,1,0,0,0
"25.4.13.22","TemplateIgnoreSpaces",1,0,0,0,1
"25.4.13.22","JSONCompactColumns",1,1,0,0,1
"25.4.13.22","JSONColumns",1,1,0,0,1
"25.4.13.22","ArrowStream",1,1,0,0,0
"25.4.13.22","JSONObjectEachRow",1,1,0,1,1
"25.4.13.22","NDJSON",1,1,1,1,1
"25.4.13.22","PrettyNDJSON",0,1,0,1,1
"25.4.13.22","LineAsStringWithNamesAndTypes",0,1,0,1,1
"25.4.13.22","PrettyJSONLines",0,1,0,1,1
"25.4.13.22","CSVWithNamesAndTypes",1,1,1,1,1
"25.4.13.22","ORC",1,1,1,0,0
"25.4.13.22","Protobuf",1,1,0,0,0
"25.4.13.22","PrettyJSONEachRow",0,1,0,1,1
"25.4.13.22","JSONStrings",0,1,0,1,1
"25.4.13.22","JSON",1,1,0,1,1
"25.4.13.22","RawWithNames",1,1,1,1,1
"25.4.13.22","MsgPack",1,1,0,1,0
"25.4.13.22","LineAsStringWithNames",0,1,0,1,1
"25.4.13.22","JSONCompactStringsEachRowWithProgress",0,1,0,0,1
"25.4.13.22","LineAsString",1,1,1,1,1
"25.4.13.22","RowBinaryWithNames",1,1,0,1,0
"25.4.13.22","RowBinary",1,1,0,1,0
"25.4.13.22","SQLInsert",0,1,0,0,1
"25.4.13.22","Native",1,1,0,0,0
"25.4.13.22","Prometheus",0,1,0,0,1
"25.4.13.22","TSVRaw",1,1,1,1,1
"25.4.13.22","JSONLines",1,1,1,1,1
"25.4.13.22","CustomSeparatedIgnoreSpaces",1,0,0,0,1
"25.4.13.22","JSONAsObject",1,0,1,0,1
"25.4.13.22","HiveText",1,0,1,0,1
"25.4.13.22","RowBinaryWithDefaults",1,0,0,0,1
"25.4.13.22","JSONCompactStringsEachRowWithNamesAndTypes",1,1,1,1,1
"25.4.13.22","RawWithNamesAndTypes",1,1,1,1,1
"25.4.13.22","JSONCompactStringsEachRow",1,1,1,1,1
"25.4.13.22","TabSeparatedWithNamesAndTypes",1,1,1,1,1
"25.4.13.22","JSONCompactStringsEachRowWithNames",1,1,1,1,1
"25.4.13.22","JSONCompactEachRowWithNamesAndTypes",1,1,1,1,1
"25.4.13.22","JSONCompactEachRow",1,1,1,1,1
"25.4.13.22","TSKV",1,1,1,1,1
"25.4.13.22","Avro",1,1,0,0,0
"25.4.13.22","JSONEachRow",1,1,1,1,1
"25.4.13.22","Pretty",0,1,0,0,1
"25.4.13.22","TSVRawWithNames",1,1,1,1,1
"25.4.13.22","TabSeparatedRaw",1,1,1,1,1
"25.4.13.22","Regexp",1,0,1,0,1
"25.4.13.22","TabSeparatedRawWithNamesAndTypes",1,1,1,1,1
"25.4.13.22","MySQLWire",0,1,0,0,0
"25.4.13.22","CSVWithNames",1,1,1,1,1
"25.4.13.22","Raw",1,1,1,1,1
"25.4.13.22","TabSeparatedRawWithNames",1,1,1,1,1
"25.4.13.22","RowBinaryWithNamesAndTypes",1,1,0,1,0
"25.4.13.22","JSONCompact",1,1,0,1,1
"25.4.13.22","CSV",1,1,1,1,1
"25.4.13.22","JSONCompactEachRowWithNames",1,1,1,1,1
"25.4.13.22","TSVWithNamesAndTypes",1,1,1,1,1
"25.4.13.22","TabSeparatedWithNames",1,1,1,1,1
"25.4.13.22","TabSeparated",1,1,1,1,1
"25.4.13.22","TSVWithNames",1,1,1,1,1
