"ch_version","name"
"19.1.8","JDBC"
"19.1.8","ODBC"
"19.1.8","HDFS"
"19.1.8","Kafka"
"19.1.8","MaterializedView"
"19.1.8","Set"
"19.1.8","Dictionary"
"19.1.8","Merge"
"19.1.8","MySQL"
"19.1.8","Buffer"
"19.1.8","MergeTree"
"19.1.8","CollapsingMergeTree"
"19.1.8","Join"
"19.1.8","ReplicatedVersionedCollapsingMergeTree"
"19.1.8","GraphiteMergeTree"
"19.1.8","View"
"19.1.8","Distributed"
"19.1.8","ReplacingMergeTree"
"19.1.8","TinyLog"
"19.1.8","Log"
"19.1.8","ReplicatedGraphiteMergeTree"
"19.1.8","ReplicatedReplacingMergeTree"
"19.1.8","ReplicatedSummingMergeTree"
"19.1.8","URL"
"19.1.8","Memory"
"19.1.8","StripeLog"
"19.1.8","SummingMergeTree"
"19.1.8","File"
"19.1.8","AggregatingMergeTree"
"19.1.8","ReplicatedMergeTree"
"19.1.8","ReplicatedCollapsingMergeTree"
"19.1.8","VersionedCollapsingMergeTree"
"19.1.8","Null"
"19.1.8","ReplicatedAggregatingMergeTree"
