"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting"
"24.8.8.17","DWARF",1,0,1,0
"24.8.8.17","ParquetMetadata",1,0,1,0
"24.8.8.17","SQLInsert",0,1,0,0
"24.8.8.17","Prometheus",0,1,0,0
"24.8.8.17","JSONCompactStrings",0,1,0,1
"24.8.8.17","JSONStringsEachRowWithProgress",0,1,0,0
"24.8.8.17","TSV",1,1,1,1
"24.8.8.17","PrettyCompactMonoBlock",0,1,0,0
"24.8.8.17","JSONEachRowWithProgress",0,1,0,0
"24.8.8.17","PrettySpaceNoEscapesMonoBlock",0,1,0,0
"24.8.8.17","MsgPack",1,1,0,1
"24.8.8.17","ODBCDriver2",0,1,0,0
"24.8.8.17","PrettyCompactNoEscapesMonoBlock",0,1,0,0
"24.8.8.17","PrettySpaceMonoBlock",0,1,0,0
"24.8.8.17","RawBLOB",1,1,0,0
"24.8.8.17","Markdown",0,1,0,1
"24.8.8.17","PrettySpaceNoEscapes",0,1,0,1
"24.8.8.17","PrettyCompactNoEscapes",0,1,0,1
"24.8.8.17","JSONStringsEachRow",1,1,1,1
"24.8.8.17","PrettyCompact",0,1,0,1
"24.8.8.17","PrettyNoEscapesMonoBlock",0,1,0,0
"24.8.8.17","PrettyNoEscapes",0,1,0,1
"24.8.8.17","Pretty",0,1,0,1
"24.8.8.17","AvroConfluent",1,0,0,0
"24.8.8.17","Vertical",0,1,0,1
"24.8.8.17","Avro",1,1,0,0
"24.8.8.17","LineAsString",1,1,1,1
"24.8.8.17","RowBinaryWithNames",1,1,0,1
"24.8.8.17","Parquet",1,1,1,0
"24.8.8.17","JSONCompactEachRow",1,1,1,1
"24.8.8.17","Form",1,0,0,0
"24.8.8.17","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0
"24.8.8.17","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0
"24.8.8.17","CustomSeparatedWithNamesAndTypes",1,1,0,1
"24.8.8.17","PrettySpace",0,1,0,1
"24.8.8.17","JSONAsString",1,0,1,0
"24.8.8.17","CustomSeparatedWithNames",1,1,0,1
"24.8.8.17","CustomSeparated",1,1,0,1
"24.8.8.17","PrettyMonoBlock",0,1,0,0
"24.8.8.17","TSVRaw",1,1,1,1
"24.8.8.17","XML",0,1,0,1
"24.8.8.17","NDJSON",1,1,1,1
"24.8.8.17","ProtobufList",1,1,0,0
"24.8.8.17","Protobuf",1,1,0,0
"24.8.8.17","ProtobufSingle",1,1,0,0
"24.8.8.17","JSONColumnsWithMetadata",1,1,0,0
"24.8.8.17","TSVRawWithNamesAndTypes",1,1,1,1
"24.8.8.17","Npy",1,1,0,0
"24.8.8.17","TemplateIgnoreSpaces",1,0,0,0
"24.8.8.17","JSONCompactColumns",1,1,0,0
"24.8.8.17","JSONColumns",1,1,0,0
"24.8.8.17","ArrowStream",1,1,0,0
"24.8.8.17","JSONObjectEachRow",1,1,0,1
"24.8.8.17","PrettyNDJSON",0,1,0,1
"24.8.8.17","LineAsStringWithNamesAndTypes",0,1,0,1
"24.8.8.17","PrettyJSONLines",0,1,0,1
"24.8.8.17","CSVWithNamesAndTypes",1,1,1,1
"24.8.8.17","ORC",1,1,0,0
"24.8.8.17","PrettyJSONEachRow",0,1,0,1
"24.8.8.17","JSONLines",1,1,1,1
"24.8.8.17","JSONStrings",0,1,0,1
"24.8.8.17","LineAsStringWithNames",0,1,0,1
"24.8.8.17","JSON",1,1,0,1
"24.8.8.17","Arrow",1,1,0,0
"24.8.8.17","RowBinary",1,1,0,1
"24.8.8.17","HiveText",1,0,1,0
"24.8.8.17","RowBinaryWithDefaults",1,0,0,0
"24.8.8.17","Native",1,1,0,0
"24.8.8.17","JSONCompactStringsEachRowWithNamesAndTypes",1,1,1,1
"24.8.8.17","RawWithNamesAndTypes",1,1,1,1
"24.8.8.17","JSONCompactStringsEachRow",1,1,1,1
"24.8.8.17","TabSeparatedWithNamesAndTypes",1,1,1,1
"24.8.8.17","JSONCompactStringsEachRowWithNames",1,1,1,1
"24.8.8.17","JSONCompactEachRowWithNamesAndTypes",1,1,1,1
"24.8.8.17","CustomSeparatedIgnoreSpaces",1,0,0,0
"24.8.8.17","JSONAsObject",1,0,1,0
"24.8.8.17","JSONEachRow",1,1,1,1
"24.8.8.17","TSKV",1,1,1,1
"24.8.8.17","Values",1,1,0,1
"24.8.8.17","TabSeparatedRawWithNamesAndTypes",1,1,1,1
"24.8.8.17","MySQLWire",0,1,0,0
