"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting"
"24.2.1.2248","Npy",1,0,0,0
"24.2.1.2248","ParquetMetadata",1,0,1,0
"24.2.1.2248","Prometheus",0,1,0,0
"24.2.1.2248","CSVWithNamesAndTypes",1,1,1,1
"24.2.1.2248","CapnProto",1,1,0,0
"24.2.1.2248","PostgreSQLWire",0,1,0,0
"24.2.1.2248","RowBinaryWithDefaults",1,0,0,0
"24.2.1.2248","PrettyNoEscapesMonoBlock",0,1,0,0
"24.2.1.2248","MySQLWire",0,1,0,0
"24.2.1.2248","JSONEachRowWithProgress",0,1,0,0
"24.2.1.2248","TSKV",1,1,1,1
"24.2.1.2248","Markdown",0,1,0,1
"24.2.1.2248","ODBCDriver2",0,1,0,0
"24.2.1.2248","PrettySpaceNoEscapes",0,1,0,1
"24.2.1.2248","PrettySpace",0,1,0,1
"24.2.1.2248","Parquet",1,1,1,0
"24.2.1.2248","PrettyCompactMonoBlock",0,1,0,0
"24.2.1.2248","TabSeparatedWithNamesAndTypes",1,1,1,1
"24.2.1.2248","PrettyCompactNoEscapes",0,1,0,1
"24.2.1.2248","PrettyNDJSON",0,1,0,1
"24.2.1.2248","JSONStringsEachRowWithProgress",0,1,0,0
"24.2.1.2248","PrettyMonoBlock",0,1,0,0
"24.2.1.2248","LineAsString",1,1,1,1
"24.2.1.2248","ArrowStream",1,1,0,0
"24.2.1.2248","TSV",1,1,1,1
"24.2.1.2248","Avro",1,1,0,0
"24.2.1.2248","AvroConfluent",1,0,0,0
"24.2.1.2248","ORC",1,1,0,0
"24.2.1.2248","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0
"24.2.1.2248","CustomSeparatedIgnoreSpaces",1,0,0,0
"24.2.1.2248","TabSeparatedRawWithNamesAndTypes",1,1,1,1
"24.2.1.2248","CustomSeparatedWithNames",1,1,0,1
"24.2.1.2248","RawBLOB",1,1,0,0
"24.2.1.2248","TemplateIgnoreSpaces",1,0,0,0
"24.2.1.2248","MsgPack",1,1,0,1
"24.2.1.2248","Template",1,1,0,0
"24.2.1.2248","ProtobufSingle",1,1,0,0
"24.2.1.2248","Protobuf",1,1,0,0
"24.2.1.2248","XML",0,1,0,1
"24.2.1.2248","JSONColumnsWithMetadata",1,1,0,0
"24.2.1.2248","JSONCompactColumns",1,1,0,0
"24.2.1.2248","JSONColumns",1,1,0,0
"24.2.1.2248","JSONObjectEachRow",1,1,0,1
"24.2.1.2248","JSONStringsEachRow",1,1,1,1
"24.2.1.2248","PrettyCompactNoEscapesMonoBlock",0,1,0,0
"24.2.1.2248","PrettyNoEscapes",0,1,0,1
"24.2.1.2248","JSONCompactStrings",0,1,0,1
"24.2.1.2248","JSONCompact",1,1,0,1
"24.2.1.2248","Null",0,1,0,0
"24.2.1.2248","JSONStrings",0,1,0,1
"24.2.1.2248","LineAsStringWithNamesAndTypes",0,1,0,1
"24.2.1.2248","RowBinaryWithNamesAndTypes",1,1,0,1
"24.2.1.2248","RowBinary",1,1,0,1
"24.2.1.2248","DWARF",1,0,1,0
"24.2.1.2248","Native",1,1,0,0
"24.2.1.2248","LineAsStringWithNames",0,1,0,1
"24.2.1.2248","TSVWithNames",1,1,1,1
"24.2.1.2248","BSONEachRow",1,1,1,1
"24.2.1.2248","Vertical",0,1,0,1
"24.2.1.2248","JSONCompactStringsEachRowWithNamesAndTypes",1,1,1,1
"24.2.1.2248","PrettySpaceMonoBlock",0,1,0,0
"24.2.1.2248","PrettyCompact",0,1,0,1
"24.2.1.2248","RowBinaryWithNames",1,1,0,1
"24.2.1.2248","Arrow",1,1,0,0
"24.2.1.2248","TabSeparatedWithNames",1,1,1,1
"24.2.1.2248","JSONCompactStringsEachRowWithNames",1,1,1,1
"24.2.1.2248","PrettyJSONLines",0,1,0,1
"24.2.1.2248","HiveText",1,0,1,0
"24.2.1.2248","PrettySpaceNoEscapesMonoBlock",0,1,0,0
"24.2.1.2248","TabSeparatedRawWithNames",1,1,1,1
"24.2.1.2248","JSONAsString",1,0,1,0
"24.2.1.2248","JSONCompactStringsEachRow",1,1,1,1
"24.2.1.2248","CustomSeparated",1,1,0,1
"24.2.1.2248","JSONCompactEachRow",1,1,1,1
"24.2.1.2248","TSVRawWithNamesAndTypes",1,1,1,1
"24.2.1.2248","TSVWithNamesAndTypes",1,1,1,1
