"ch_version","name","is_input","is_output"
"19.1.9","ODBCDriver2",0,1
"19.1.9","XML",0,1
"19.1.9","JSONCompact",0,1
"19.1.9","JSON",0,1
"19.1.9","Vertical",0,1
"19.1.9","PrettySpaceNoEscapes",0,1
"19.1.9","PrettyCompactMonoBlock",0,1
"19.1.9","PrettyNoEscapes",0,1
"19.1.9","PrettySpace",0,1
"19.1.9","PrettyCompact",0,1
"19.1.9","Pretty",0,1
"19.1.9","TSVWithNames",1,1
"19.1.9","TabSeparatedWithNames",1,1
"19.1.9","TSVRaw",0,1
"19.1.9","CapnProto",1,0
"19.1.9","TabSeparated",1,1
"19.1.9","Native",1,1
"19.1.9","Null",0,1
"19.1.9","CSV",1,1
"19.1.9","ODBCDriver",0,1
"19.1.9","RowBinary",1,1
"19.1.9","TabSeparatedWithNamesAndTypes",1,1
"19.1.9","PrettyCompactNoEscapes",0,1
"19.1.9","TSVWithNamesAndTypes",1,1
"19.1.9","TSKV",1,1
"19.1.9","TSV",1,1
"19.1.9","TabSeparatedRaw",0,1
"19.1.9","Values",1,1
"19.1.9","CSVWithNames",1,1
"19.1.9","JSONEachRow",1,1
