"ch_version","name","case_insensitive","alias_to"
"24.3.12.76.altinitystable","JSON",1,""
"24.3.12.76.altinitystable","Polygon",0,""
"24.3.12.76.altinitystable","Ring",0,""
"24.3.12.76.altinitystable","Point",0,""
"24.3.12.76.altinitystable","SimpleAggregateFunction",0,""
"24.3.12.76.altinitystable","IntervalQuarter",0,""
"24.3.12.76.altinitystable","IntervalMonth",0,""
"24.3.12.76.altinitystable","Int64",0,""
"24.3.12.76.altinitystable","IntervalDay",0,""
"24.3.12.76.altinitystable","IntervalHour",0,""
"24.3.12.76.altinitystable","IPv4",0,""
"24.3.12.76.altinitystable","IntervalSecond",0,""
"24.3.12.76.altinitystable","LowCardinality",0,""
"24.3.12.76.altinitystable","Int16",0,""
"24.3.12.76.altinitystable","UInt256",0,""
"24.3.12.76.altinitystable","AggregateFunction",0,""
"24.3.12.76.altinitystable","MultiPolygon",0,""
"24.3.12.76.altinitystable","IPv6",0,""
"24.3.12.76.altinitystable","Nothing",0,""
"24.3.12.76.altinitystable","Decimal256",1,""
"24.3.12.76.altinitystable","Tuple",0,""
"24.3.12.76.altinitystable","Array",0,""
"24.3.12.76.altinitystable","IntervalMicrosecond",0,""
"24.3.12.76.altinitystable","Bool",1,""
"24.3.12.76.altinitystable","Enum16",0,""
"24.3.12.76.altinitystable","IntervalMinute",0,""
"24.3.12.76.altinitystable","FixedString",0,""
"24.3.12.76.altinitystable","String",0,""
"24.3.12.76.altinitystable","DateTime",1,""
"24.3.12.76.altinitystable","Object",0,""
"24.3.12.76.altinitystable","Map",0,""
"24.3.12.76.altinitystable","UUID",0,""
"24.3.12.76.altinitystable","Decimal64",1,""
"24.3.12.76.altinitystable","Nullable",0,""
"24.3.12.76.altinitystable","Enum",1,""
"24.3.12.76.altinitystable","Int32",0,""
"24.3.12.76.altinitystable","UInt8",0,""
"24.3.12.76.altinitystable","Date",1,""
"24.3.12.76.altinitystable","Decimal32",1,""
"24.3.12.76.altinitystable","UInt128",0,""
"24.3.12.76.altinitystable","Variant",0,""
"24.3.12.76.altinitystable","Float64",0,""
"24.3.12.76.altinitystable","Nested",0,""
"24.3.12.76.altinitystable","UInt16",0,""
"24.3.12.76.altinitystable","IntervalMillisecond",0,""
"24.3.12.76.altinitystable","Int128",0,""
