"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"21.5.5.12","PostgreSQL",0,0,0,0,0,0,0
"21.5.5.12","RabbitMQ",1,0,0,0,0,0,0
"21.5.5.12","Kafka",1,0,0,0,0,0,0
"21.5.5.12","MySQL",0,0,0,0,0,0,0
"21.5.5.12","HDFS",0,0,0,0,0,0,0
"21.5.5.12","S3",0,0,0,0,0,0,0
"21.5.5.12","MaterializedView",0,0,0,0,0,0,0
"21.5.5.12","EmbeddedRocksDB",0,0,1,0,0,0,1
"21.5.5.12","View",0,0,0,0,0,0,0
"21.5.5.12","JDBC",0,0,0,0,0,0,0
"21.5.5.12","Join",1,0,0,0,0,0,0
"21.5.5.12","ExternalDistributed",0,0,0,0,0,0,0
"21.5.5.12","Set",1,0,0,0,0,0,0
"21.5.5.12","Dictionary",0,0,0,0,0,0,0
"21.5.5.12","GenerateRandom",0,0,0,0,0,0,0
"21.5.5.12","LiveView",0,0,0,0,0,0,0
"21.5.5.12","MergeTree",1,1,1,1,0,0,1
"21.5.5.12","Memory",1,0,0,0,0,0,1
"21.5.5.12","Buffer",0,0,0,0,0,0,1
"21.5.5.12","MongoDB",0,0,0,0,0,0,0
"21.5.5.12","URL",1,0,0,0,0,0,0
"21.5.5.12","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1
"21.5.5.12","ReplacingMergeTree",1,1,1,1,0,0,1
"21.5.5.12","ReplicatedSummingMergeTree",1,1,1,1,1,1,1
"21.5.5.12","COSN",0,0,0,0,0,0,0
"21.5.5.12","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1
"21.5.5.12","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1
"21.5.5.12","File",1,0,0,0,0,0,0
"21.5.5.12","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1
"21.5.5.12","ReplicatedMergeTree",1,1,1,1,1,1,1
"21.5.5.12","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1
"21.5.5.12","VersionedCollapsingMergeTree",1,1,1,1,0,0,1
"21.5.5.12","SummingMergeTree",1,1,1,1,0,0,1
"21.5.5.12","Distributed",1,0,0,0,0,0,1
"21.5.5.12","TinyLog",1,0,0,0,0,0,0
"21.5.5.12","GraphiteMergeTree",1,1,1,1,0,0,1
"21.5.5.12","CollapsingMergeTree",1,1,1,1,0,0,1
"21.5.5.12","Merge",0,0,0,0,0,0,0
"21.5.5.12","AggregatingMergeTree",1,1,1,1,0,0,1
"21.5.5.12","ODBC",0,0,0,0,0,0,0
"21.5.5.12","Null",0,0,0,0,0,0,1
"21.5.5.12","StripeLog",1,0,0,0,0,0,0
"21.5.5.12","Log",1,0,0,0,0,0,0
