"20.3.17.173","Kafka",1,0,0,0,0,0
"20.3.17.173","MySQL",0,0,0,0,0,0
"20.3.17.173","HDFS",0,0,0,0,0,0
"20.3.17.173","S3",0,0,0,0,0,0
"20.3.17.173","MaterializedView",0,0,0,0,0,0
"20.3.17.173","View",0,0,0,0,0,0
"20.3.17.173","JDBC",0,0,0,0,0,0
"20.3.17.173","Join",1,0,0,0,0,0
"20.3.17.173","Set",0,0,0,0,0,0
"20.3.17.173","Dictionary",0,0,0,0,0,0
"20.3.17.173","GenerateRandom",0,0,0,0,0,0
"20.3.17.173","LiveView",0,0,0,0,0,0
"20.3.17.173","MergeTree",1,1,1,1,0,0
"20.3.17.173","Memory",0,0,0,0,0,0
"20.3.17.173","Buffer",0,0,0,0,0,0
"20.3.17.173","URL",0,0,0,0,0,0
"20.3.17.173","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.3.17.173","ReplacingMergeTree",1,1,1,1,0,0
"20.3.17.173","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.3.17.173","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.3.17.173","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.3.17.173","File",0,0,0,0,0,0
"20.3.17.173","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.3.17.173","ReplicatedMergeTree",1,1,1,1,1,1
"20.3.17.173","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.3.17.173","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.3.17.173","SummingMergeTree",1,1,1,1,0,0
"20.3.17.173","Distributed",0,0,0,0,0,0
"20.3.17.173","TinyLog",1,0,0,0,0,0
"20.3.17.173","GraphiteMergeTree",1,1,1,1,0,0
"20.3.17.173","CollapsingMergeTree",1,1,1,1,0,0
"20.3.17.173","Merge",0,0,0,0,0,0
"20.3.17.173","AggregatingMergeTree",1,1,1,1,0,0
"20.3.17.173","ODBC",0,0,0,0,0,0
"20.3.17.173","Null",0,0,0,0,0,0
"20.3.17.173","StripeLog",1,0,0,0,0,0
"20.3.17.173","Log",1,0,0,0,0,0
