"20.3.17.173","IPv6",0,""
"20.3.17.173","IPv4",0,""
"20.3.17.173","IntervalYear",0,""
"20.3.17.173","IntervalQuarter",0,""
"20.3.17.173","IntervalMonth",0,""
"20.3.17.173","IntervalDay",0,""
"20.3.17.173","IntervalHour",0,""
"20.3.17.173","IntervalSecond",0,""
"20.3.17.173","AggregateFunction",0,""
"20.3.17.173","Nothing",0,""
"20.3.17.173","Tuple",0,""
"20.3.17.173","Array",0,""
"20.3.17.173","Nullable",0,""
"20.3.17.173","Int32",0,""
"20.3.17.173","Date",1,""
"20.3.17.173","Enum",0,""
"20.3.17.173","Enum8",0,""
"20.3.17.173","IntervalMinute",0,""
"20.3.17.173","FixedString",0,""
"20.3.17.173","LowCardinality",0,""
"20.3.17.173","String",0,""
"20.3.17.173","DateTime",1,""
"20.3.17.173","UUID",0,""
"20.3.17.173","Decimal64",1,""
"20.3.17.173","Decimal32",1,""
"20.3.17.173","Float64",0,""
"20.3.17.173","Int16",0,""
"20.3.17.173","DateTime64",1,""
"20.3.17.173","Decimal128",1,""
"20.3.17.173","Int8",0,""
"20.3.17.173","SimpleAggregateFunction",0,""
"20.3.17.173","Nested",0,""
"20.3.17.173","Int64",0,""
"20.3.17.173","Decimal",1,""
"20.3.17.173","IntervalWeek",0,""
"20.3.17.173","UInt64",0,""
"20.3.17.173","Enum16",0,""
"20.3.17.173","UInt32",0,""
"20.3.17.173","UInt16",0,""
"20.3.17.173","Float32",0,""
"20.3.17.173","UInt8",0,""
"20.3.17.173","BINARY",1,"FixedString"
"20.3.17.173","LONGBLOB",1,"String"
"20.3.17.173","LONGTEXT",1,"String"
"20.3.17.173","TINYTEXT",1,"String"
"20.3.17.173","TEXT",1,"String"
"20.3.17.173","TINYINT",1,"Int8"
"20.3.17.173","DEC",1,"Decimal"
"20.3.17.173","VARCHAR",1,"String"
"20.3.17.173","MEDIUMBLOB",1,"String"
"20.3.17.173","TIMESTAMP",1,"DateTime"
"20.3.17.173","BLOB",1,"String"
"20.3.17.173","FLOAT",1,"Float32"
"20.3.17.173","INTEGER",1,"Int32"
"20.3.17.173","DOUBLE",1,"Float64"
"20.3.17.173","BIGINT",1,"Int64"
"20.3.17.173","TINYBLOB",1,"String"
"20.3.17.173","CHAR",1,"String"
"20.3.17.173","MEDIUMTEXT",1,"String"
"20.3.17.173","INT",1,"Int32"
"20.3.17.173","SMALLINT",1,"Int16"
