"20.3.17.173","ODBCDriver2",0,1
"20.3.17.173","JSONCompact",0,1
"20.3.17.173","PrettyNoEscapes",0,1
"20.3.17.173","Pretty",0,1
"20.3.17.173","CustomSeparated",1,1
"20.3.17.173","TemplateIgnoreSpaces",1,0
"20.3.17.173","MySQLWire",0,1
"20.3.17.173","Template",1,1
"20.3.17.173","TabSeparatedWithNames",1,1
"20.3.17.173","JSONCompactEachRowWithNamesAndTypes",1,1
"20.3.17.173","Parquet",1,1
"20.3.17.173","RowBinary",1,1
"20.3.17.173","Protobuf",1,1
"20.3.17.173","CustomSeparatedIgnoreSpaces",1,0
"20.3.17.173","CSVWithNames",1,1
"20.3.17.173","PrettySpace",0,1
"20.3.17.173","TSV",1,1
"20.3.17.173","CSV",1,1
"20.3.17.173","ODBCDriver",0,1
"20.3.17.173","JSONCompactEachRow",1,1
"20.3.17.173","Values",1,1
"20.3.17.173","PrettyCompact",0,1
"20.3.17.173","ORC",1,0
"20.3.17.173","TSVRaw",0,1
"20.3.17.173","PrettyCompactNoEscapes",0,1
"20.3.17.173","JSONEachRowWithProgress",0,1
"20.3.17.173","AvroConfluent",1,0
"20.3.17.173","TabSeparated",1,1
"20.3.17.173","TabSeparatedWithNamesAndTypes",1,1
"20.3.17.173","Null",0,1
"20.3.17.173","TabSeparatedRaw",0,1
"20.3.17.173","TSVWithNames",1,1
"20.3.17.173","Avro",1,1
"20.3.17.173","RowBinaryWithNamesAndTypes",1,1
"20.3.17.173","XML",0,1
"20.3.17.173","JSON",0,1
"20.3.17.173","TSVWithNamesAndTypes",1,1
"20.3.17.173","Vertical",0,1
"20.3.17.173","PrettySpaceNoEscapes",0,1
"20.3.17.173","CapnProto",1,0
"20.3.17.173","JSONEachRow",1,1
"20.3.17.173","Native",1,1
"20.3.17.173","TSKV",1,1
