"ch_version","name","value"
"21.8.15.15.altinitystable","VERSION_FULL","ClickHouse 21.8.15.15.altinitystable"
"21.8.15.15.altinitystable","VERSION_DESCRIBE","21.8.15.15-altinitystable"
"21.8.15.15.altinitystable","VERSION_INTEGER","21008015"
"21.8.15.15.altinitystable","SYSTEM","Linux"
"21.8.15.15.altinitystable","VERSION_GITHASH","8930598ded9a7b0213691f3412c1195bad2f897d"
"21.8.15.15.altinitystable","VERSION_REVISION","54453"
"21.8.15.15.altinitystable","VERSION_DATE",""
"21.8.15.15.altinitystable","BUILD_TYPE","RelWithDebInfo"
"21.8.15.15.altinitystable","SYSTEM_PROCESSOR","x86_64"
"21.8.15.15.altinitystable","LIBRARY_ARCHITECTURE","x86_64-linux-gnu"
"21.8.15.15.altinitystable","CMAKE_VERSION","3.16.3"
"21.8.15.15.altinitystable","C_COMPILER","/usr/bin/clang-11"
"21.8.15.15.altinitystable","C_COMPILER_VERSION","11.1.0"
"21.8.15.15.altinitystable","CXX_COMPILER","/usr/bin/clang++-11"
"21.8.15.15.altinitystable","CXX_COMPILER_VERSION","11.1.0"
"21.8.15.15.altinitystable","C_FLAGS","-g -O2 -fdebug-prefix-map=/builds/altinity-qa/clickhouse/cicd/release/ClickHouse=. -specs=/usr/share/dpkg/no-pie-compile.specs -Wdate-time -fdiagnostics-color=always  -gdwarf-aranges -pipe -msse4.1 -msse4.2 -mpopcnt -fasynchronous-unwind-tables -falign-functions=32  -Wall -Wno-unused-command-line-argument  -fdiagnostics-absolute-paths -fexperimental-new-pass-manager -Werror -O2 -g -DNDEBUG -O3  -flto=thin -fno-pie"
"21.8.15.15.altinitystable","CXX_FLAGS","-g -O2 -fdebug-prefix-map=/builds/altinity-qa/clickhouse/cicd/release/ClickHouse=. -specs=/usr/share/dpkg/no-pie-compile.specs -Wdate-time -fdiagnostics-color=always -fsized-deallocation  -gdwarf-aranges -pipe -msse4.1 -msse4.2 -mpopcnt -fasynchronous-unwind-tables -falign-functions=32   -Wall -Wno-unused-command-line-argument  -fdiagnostics-absolute-paths -fexperimental-new-pass-manager -Werror -O2 -g -DNDEBUG -O3  -flto=thin -fno-pie"
"21.8.15.15.altinitystable","LINK_FLAGS","-Wl,-Bsymbolic-functions -specs=/usr/share/dpkg/no-pie-link.specs -fuse-ld=/usr/bin/ld.lld-11 -rdynamic -Wl,--no-undefined -Wl,-no-pie"
"21.8.15.15.altinitystable","BUILD_COMPILE_DEFINITIONS",""
"21.8.15.15.altinitystable","BUILD_INCLUDE_DIRECTORIES","/builds/altinity-qa/clickhouse/cicd/release/ClickHouse/contrib/sentry-native/include;/builds/altinity-qa/clickhouse/cicd/release/ClickHouse/obj-x86_64-linux-gnu/includes/configs"
"21.8.15.15.altinitystable","STATIC","ON"
"21.8.15.15.altinitystable","SPLIT_BINARY",""
"21.8.15.15.altinitystable","UNBUNDLED","OFF"
"21.8.15.15.altinitystable","USE_EMBEDDED_COMPILER","1"
"21.8.15.15.altinitystable","USE_GLIBC_COMPATIBILITY","ON"
"21.8.15.15.altinitystable","USE_JEMALLOC","ON"
"21.8.15.15.altinitystable","USE_UNWIND","ON"
"21.8.15.15.altinitystable","USE_ICU","1"
"21.8.15.15.altinitystable","USE_H3","1"
"21.8.15.15.altinitystable","USE_MYSQL","1"
"21.8.15.15.altinitystable","USE_RE2_ST","1"
"21.8.15.15.altinitystable","USE_LIBGSASL","1"
"21.8.15.15.altinitystable","USE_RDKAFKA","1"
"21.8.15.15.altinitystable","USE_CAPNP","1"
"21.8.15.15.altinitystable","USE_BASE64","1"
"21.8.15.15.altinitystable","USE_XXHASH","ON"
"21.8.15.15.altinitystable","USE_HDFS","1"
"21.8.15.15.altinitystable","USE_SNAPPY","ON"
"21.8.15.15.altinitystable","USE_PARQUET","1"
"21.8.15.15.altinitystable","USE_PROTOBUF","1"
"21.8.15.15.altinitystable","USE_BROTLI","1"
"21.8.15.15.altinitystable","USE_SSL","1"
"21.8.15.15.altinitystable","USE_HYPERSCAN","ON"
"21.8.15.15.altinitystable","USE_SIMDJSON","ON"
"21.8.15.15.altinitystable","USE_GRPC","1"
"21.8.15.15.altinitystable","USE_LDAP","1"
"21.8.15.15.altinitystable","TZDATA_VERSION","2021c"
"21.8.15.15.altinitystable","USE_KRB5","1"
