"ch_version","name","is_input","is_output"
"22.3.10.22","HiveText",1,0
"22.3.10.22","JSONAsObject",1,0
"22.3.10.22","CapnProto",1,1
"22.3.10.22","PostgreSQLWire",0,1
"22.3.10.22","MySQLWire",0,1
"22.3.10.22","JSONStringsEachRowWithProgress",0,1
"22.3.10.22","JSONEachRowWithProgress",0,1
"22.3.10.22","JSONCompact",0,1
"22.3.10.22","Null",0,1
"22.3.10.22","JSONStrings",0,1
"22.3.10.22","JSON",0,1
"22.3.10.22","ODBCDriver2",0,1
"22.3.10.22","PrettySpaceNoEscapes",0,1
"22.3.10.22","PrettySpace",0,1
"22.3.10.22","PrettyCompactNoEscapes",0,1
"22.3.10.22","PrettyCompactMonoBlock",0,1
"22.3.10.22","JSONCompactStrings",0,1
"22.3.10.22","PrettyNoEscapes",0,1
"22.3.10.22","ArrowStream",1,1
"22.3.10.22","Avro",1,1
"22.3.10.22","AvroConfluent",1,0
"22.3.10.22","ORC",1,1
"22.3.10.22","TabSeparatedRaw",1,1
"22.3.10.22","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0
"22.3.10.22","JSONCompactEachRow",1,1
"22.3.10.22","CustomSeparated",1,1
"22.3.10.22","RawBLOB",1,1
"22.3.10.22","Template",1,1
"22.3.10.22","MsgPack",1,1
"22.3.10.22","TemplateIgnoreSpaces",1,0
"22.3.10.22","Markdown",0,1
"22.3.10.22","XML",0,1
"22.3.10.22","ProtobufSingle",1,1
"22.3.10.22","LineAsStringWithNamesAndTypes",0,1
"22.3.10.22","LineAsStringWithNames",0,1
"22.3.10.22","Native",1,1
"22.3.10.22","LineAsString",1,1
"22.3.10.22","RowBinaryWithNamesAndTypes",1,1
"22.3.10.22","Protobuf",1,1
"22.3.10.22","RowBinary",1,1
"22.3.10.22","CustomSeparatedWithNamesAndTypes",1,1
"22.3.10.22","JSONCompactStringsEachRowWithNamesAndTypes",1,1
"22.3.10.22","PrettyCompact",0,1
"22.3.10.22","RowBinaryWithNames",1,1
"22.3.10.22","Arrow",1,1
"22.3.10.22","Parquet",1,1
"22.3.10.22","TabSeparatedWithNames",1,1
"22.3.10.22","JSONCompactStringsEachRowWithNames",1,1
"22.3.10.22","TabSeparatedRawWithNames",1,1
"22.3.10.22","JSONCompactStringsEachRow",1,1
"22.3.10.22","TabSeparated",1,1
"22.3.10.22","JSONStringEachRow",0,0
"22.3.10.22","TabSeparatedRawWithNamesAndTypes",1,1
"22.3.10.22","TSKV",1,1
"22.3.10.22","Pretty",0,1
"22.3.10.22","JSONCompactEachRowWithNames",1,1
"22.3.10.22","TSVRawWithNamesAndTypes",1,1
"22.3.10.22","JSONAsString",1,0
"22.3.10.22","CustomSeparatedWithNames",1,1
"22.3.10.22","TSVWithNamesAndTypes",1,1
"22.3.10.22","CSVWithNamesAndTypes",1,1
"22.3.10.22","CustomSeparatedIgnoreSpaces",1,0
"22.3.10.22","CSVWithNames",1,1
"22.3.10.22","Regexp",1,0
"22.3.10.22","TSV",1,1
"22.3.10.22","Vertical",0,1
"22.3.10.22","CSV",1,1
"22.3.10.22","TSVRaw",1,1
"22.3.10.22","Values",1,1
"22.3.10.22","JSONStringsEachRow",1,1
"22.3.10.22","CustomSeparatedIgnoreSpacesWithNames",1,0
"22.3.10.22","TabSeparatedWithNamesAndTypes",1,1
"22.3.10.22","TSVRawWithNames",1,1
"22.3.10.22","JSONCompactEachRowWithNamesAndTypes",1,1
"22.3.10.22","TSVWithNames",1,1
"22.3.10.22","JSONEachRow",1,1
