"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly"
"25.3.8.10042.altinitystable","One",1,0,0,0,1
"25.3.8.10042.altinitystable","ParquetMetadata",1,0,1,0,1
"25.3.8.10042.altinitystable","MySQLDump",1,0,0,0,1
"25.3.8.10042.altinitystable","CapnProto",1,1,0,0,0
"25.3.8.10042.altinitystable","PostgreSQLWire",0,1,0,0,0
"25.3.8.10042.altinitystable","TSV",1,1,1,1,1
"25.3.8.10042.altinitystable","PrettyCompactMonoBlock",0,1,0,0,1
"25.3.8.10042.altinitystable","JSONEachRowWithProgress",0,1,0,0,1
"25.3.8.10042.altinitystable","JSONCompactStrings",0,1,0,1,1
"25.3.8.10042.altinitystable","JSONStringsEachRowWithProgress",0,1,0,0,1
"25.3.8.10042.altinitystable","Vertical",0,1,0,1,1
"25.3.8.10042.altinitystable","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1
"25.3.8.10042.altinitystable","Null",0,1,0,0,1
"25.3.8.10042.altinitystable","PrettySpaceNoEscapes",0,1,0,0,1
"25.3.8.10042.altinitystable","Markdown",0,1,0,1,1
"25.3.8.10042.altinitystable","Form",1,0,0,0,1
"25.3.8.10042.altinitystable","ODBCDriver2",0,1,0,0,0
"25.3.8.10042.altinitystable","PrettySpaceMonoBlock",0,1,0,0,1
"25.3.8.10042.altinitystable","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1
"25.3.8.10042.altinitystable","PrettyCompactNoEscapes",0,1,0,0,1
"25.3.8.10042.altinitystable","JSONStringsEachRow",1,1,1,1,1
"25.3.8.10042.altinitystable","PrettyCompact",0,1,0,0,1
"25.3.8.10042.altinitystable","DWARF",1,0,1,0,1
"25.3.8.10042.altinitystable","Values",1,1,0,1,1
"25.3.8.10042.altinitystable","PrettyNoEscapesMonoBlock",0,1,0,0,1
"25.3.8.10042.altinitystable","PrettyNoEscapes",0,1,0,0,1
"25.3.8.10042.altinitystable","PrettyMonoBlock",0,1,0,0,1
"25.3.8.10042.altinitystable","AvroConfluent",1,0,0,0,1
"25.3.8.10042.altinitystable","RawBLOB",1,1,0,0,1
"25.3.8.10042.altinitystable","Parquet",1,1,1,0,0
"25.3.8.10042.altinitystable","JSONCompactEachRowWithProgress",0,1,0,0,1
"25.3.8.10042.altinitystable","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1
"25.3.8.10042.altinitystable","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1
"25.3.8.10042.altinitystable","CustomSeparatedWithNamesAndTypes",1,1,0,1,1
"25.3.8.10042.altinitystable","PrettySpace",0,1,0,0,1
"25.3.8.10042.altinitystable","Arrow",1,1,0,0,0
"25.3.8.10042.altinitystable","JSONAsString",1,0,1,0,1
"25.3.8.10042.altinitystable","CustomSeparatedWithNames",1,1,0,1,1
"25.3.8.10042.altinitystable","CustomSeparated",1,1,0,1,1
"25.3.8.10042.altinitystable","BSONEachRow",1,1,1,1,0
"25.3.8.10042.altinitystable","Template",1,1,0,0,1
"25.3.8.10042.altinitystable","XML",0,1,0,1,1
