"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"21.5.7.9","PostgreSQL",0,0,0,0,0,0,0
"21.5.7.9","RabbitMQ",1,0,0,0,0,0,0
"21.5.7.9","Kafka",1,0,0,0,0,0,0
"21.5.7.9","MySQL",0,0,0,0,0,0,0
"21.5.7.9","HDFS",0,0,0,0,0,0,0
"21.5.7.9","S3",0,0,0,0,0,0,0
"21.5.7.9","MaterializedView",0,0,0,0,0,0,0
"21.5.7.9","EmbeddedRocksDB",0,0,1,0,0,0,1
"21.5.7.9","View",0,0,0,0,0,0,0
"21.5.7.9","JDBC",0,0,0,0,0,0,0
"21.5.7.9","Join",1,0,0,0,0,0,0
"21.5.7.9","ExternalDistributed",0,0,0,0,0,0,0
"21.5.7.9","Set",1,0,0,0,0,0,0
"21.5.7.9","Dictionary",0,0,0,0,0,0,0
"21.5.7.9","GenerateRandom",0,0,0,0,0,0,0
"21.5.7.9","LiveView",0,0,0,0,0,0,0
"21.5.7.9","MergeTree",1,1,1,1,0,0,1
"21.5.7.9","Memory",1,0,0,0,0,0,1
"21.5.7.9","Buffer",0,0,0,0,0,0,1
"21.5.7.9","MongoDB",0,0,0,0,0,0,0
"21.5.7.9","URL",1,0,0,0,0,0,0
"21.5.7.9","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1
"21.5.7.9","ReplacingMergeTree",1,1,1,1,0,0,1
"21.5.7.9","ReplicatedSummingMergeTree",1,1,1,1,1,1,1
"21.5.7.9","COSN",0,0,0,0,0,0,0
"21.5.7.9","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1
"21.5.7.9","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1
"21.5.7.9","File",1,0,0,0,0,0,0
"21.5.7.9","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1
"21.5.7.9","ReplicatedMergeTree",1,1,1,1,1,1,1
"21.5.7.9","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1
"21.5.7.9","VersionedCollapsingMergeTree",1,1,1,1,0,0,1
"21.5.7.9","SummingMergeTree",1,1,1,1,0,0,1
"21.5.7.9","Distributed",1,0,0,0,0,0,1
"21.5.7.9","TinyLog",1,0,0,0,0,0,0
"21.5.7.9","GraphiteMergeTree",1,1,1,1,0,0,1
"21.5.7.9","CollapsingMergeTree",1,1,1,1,0,0,1
"21.5.7.9","Merge",0,0,0,0,0,0,0
"21.5.7.9","AggregatingMergeTree",1,1,1,1,0,0,1
"21.5.7.9","ODBC",0,0,0,0,0,0,0
"21.5.7.9","Null",0,0,0,0,0,0,1
"21.5.7.9","StripeLog",1,0,0,0,0,0,0
"21.5.7.9","Log",1,0,0,0,0,0,0
