"ch_version","name"
"18.4.0","af"
"18.4.0","am"
"18.4.0","ar"
"18.4.0","as"
"18.4.0","az"
"18.4.0","be"
"18.4.0","bg"
"18.4.0","bn"
"18.4.0","bo"
"18.4.0","bs"
"18.4.0","bs_Cyrl"
"18.4.0","ca"
"18.4.0","chr"
"18.4.0","cs"
"18.4.0","cy"
"18.4.0","da"
"18.4.0","de"
"18.4.0","de_AT"
"18.4.0","dsb"
"18.4.0","dz"
"18.4.0","ee"
"18.4.0","el"
"18.4.0","en"
"18.4.0","en_US"
"18.4.0","en_US_POSIX"
"18.4.0","eo"
"18.4.0","es"
"18.4.0","et"
"18.4.0","fa"
"18.4.0","fa_AF"
"18.4.0","fi"
"18.4.0","fil"
"18.4.0","fo"
"18.4.0","fr"
"18.4.0","fr_CA"
"18.4.0","ga"
"18.4.0","gl"
"18.4.0","gu"
"18.4.0","ha"
"18.4.0","haw"
"18.4.0","he"
"18.4.0","hi"
"18.4.0","hr"
"18.4.0","hsb"
"18.4.0","hu"
"18.4.0","hy"
"18.4.0","id"
"18.4.0","ig"
"18.4.0","is"
"18.4.0","it"
"18.4.0","ja"
"18.4.0","ka"
"18.4.0","kk"
"18.4.0","kl"
"18.4.0","km"
"18.4.0","kn"
"18.4.0","ko"
"18.4.0","kok"
"18.4.0","ky"
"18.4.0","lb"
"18.4.0","lkt"
"18.4.0","ln"
"18.4.0","lo"
"18.4.0","lt"
"18.4.0","lv"
"18.4.0","mk"
"18.4.0","ml"
"18.4.0","mn"
"18.4.0","mr"
"18.4.0","ms"
"18.4.0","mt"
"18.4.0","my"
"18.4.0","nb"
"18.4.0","ne"
"18.4.0","nl"
"18.4.0","nn"
"18.4.0","om"
"18.4.0","or"
"18.4.0","pa"
"18.4.0","pl"
"18.4.0","ps"
"18.4.0","pt"
"18.4.0","ro"
"18.4.0","ru"
"18.4.0","se"
"18.4.0","si"
"18.4.0","sk"
"18.4.0","sl"
"18.4.0","smn"
"18.4.0","sq"
"18.4.0","sr"
"18.4.0","sr_Latn"
"18.4.0","sv"
"18.4.0","sw"
"18.4.0","ta"
"18.4.0","te"
"18.4.0","th"
"18.4.0","to"
"18.4.0","tr"
"18.4.0","ug"
"18.4.0","uk"
"18.4.0","ur"
"18.4.0","uz"
"18.4.0","vi"
"18.4.0","wae"
"18.4.0","wo"
"18.4.0","yi"
"18.4.0","yo"
"18.4.0","zh"
"18.4.0","zh_Hant"
"18.4.0","zu"
