"ch_version","name","is_input","is_output"
"22.11.1.1360","SQLInsert",0,1
"22.11.1.1360","Prometheus",0,1
"22.11.1.1360","CapnProto",1,1
"22.11.1.1360","PostgreSQLWire",0,1
"22.11.1.1360","MySQLWire",0,1
"22.11.1.1360","JSONEachRowWithProgress",0,1
"22.11.1.1360","ODBCDriver2",0,1
"22.11.1.1360","PrettySpaceNoEscapes",0,1
"22.11.1.1360","PrettySpace",0,1
"22.11.1.1360","PrettyCompactMonoBlock",0,1
"22.11.1.1360","PrettyCompactNoEscapes",0,1
"22.11.1.1360","JSONStringsEachRowWithProgress",0,1
"22.11.1.1360","PrettyNoEscapesMonoBlock",0,1
"22.11.1.1360","PrettyMonoBlock",0,1
"22.11.1.1360","ArrowStream",1,1
"22.11.1.1360","Avro",1,1
"22.11.1.1360","AvroConfluent",1,0
"22.11.1.1360","ORC",1,1
"22.11.1.1360","CustomSeparatedIgnoreSpacesWithNames",1,0
"22.11.1.1360","CustomSeparatedIgnoreSpaces",1,0
"22.11.1.1360","CustomSeparatedWithNamesAndTypes",1,1
"22.11.1.1360","CustomSeparatedWithNames",1,1
"22.11.1.1360","RawBLOB",1,1
"22.11.1.1360","TemplateIgnoreSpaces",1,0
"22.11.1.1360","MsgPack",1,1
"22.11.1.1360","Template",1,1
"22.11.1.1360","Protobuf",1,1
"22.11.1.1360","Markdown",0,1
"22.11.1.1360","XML",0,1
"22.11.1.1360","ProtobufSingle",1,1
"22.11.1.1360","JSONColumnsWithMetadata",1,1
"22.11.1.1360","JSONCompactColumns",1,1
"22.11.1.1360","JSONObjectEachRow",1,1
"22.11.1.1360","PrettyCompactNoEscapesMonoBlock",0,1
"22.11.1.1360","PrettyNoEscapes",0,1
"22.11.1.1360","JSONCompactStrings",0,1
"22.11.1.1360","JSONCompact",1,1
"22.11.1.1360","Null",0,1
"22.11.1.1360","JSONStrings",0,1
"22.11.1.1360","LineAsStringWithNamesAndTypes",0,1
"22.11.1.1360","LineAsStringWithNames",0,1
"22.11.1.1360","RowBinaryWithNamesAndTypes",1,1
"22.11.1.1360","RowBinary",1,1
"22.11.1.1360","Native",1,1
"22.11.1.1360","LineAsString",1,1
"22.11.1.1360","JSONCompactStringsEachRowWithNamesAndTypes",1,1
"22.11.1.1360","PrettySpaceMonoBlock",0,1
"22.11.1.1360","PrettyCompact",0,1
"22.11.1.1360","RowBinaryWithNames",1,1
"22.11.1.1360","Arrow",1,1
"22.11.1.1360","Parquet",1,1
"22.11.1.1360","TabSeparatedWithNames",1,1
"22.11.1.1360","JSONCompactStringsEachRowWithNames",1,1
"22.11.1.1360","HiveText",1,0
"22.11.1.1360","PrettySpaceNoEscapesMonoBlock",0,1
"22.11.1.1360","TabSeparatedRawWithNames",1,1
"22.11.1.1360","JSONCompactStringsEachRow",1,1
"22.11.1.1360","CustomSeparated",1,1
"22.11.1.1360","JSONCompactEachRow",1,1
"22.11.1.1360","TSVRawWithNamesAndTypes",1,1
"22.11.1.1360","JSONAsString",1,0
"22.11.1.1360","JSONColumns",1,1
"22.11.1.1360","NDJSON",1,1
"22.11.1.1360","JSONAsObject",1,0
"22.11.1.1360","JSONLines",1,1
"22.11.1.1360","ProtobufList",1,1
"22.11.1.1360","JSON",1,1
"22.11.1.1360","MySQLDump",1,0
"22.11.1.1360","TSVWithNamesAndTypes",1,1
"22.11.1.1360","CSVWithNamesAndTypes",1,1
"22.11.1.1360","CSVWithNames",1,1
"22.11.1.1360","Regexp",1,0
"22.11.1.1360","TSV",1,1
"22.11.1.1360","Vertical",0,1
"22.11.1.1360","CSV",1,1
"22.11.1.1360","Pretty",0,1
"22.11.1.1360","JSONCompactEachRowWithNames",1,1
"22.11.1.1360","TabSeparatedRawWithNamesAndTypes",1,1
"22.11.1.1360","TSKV",1,1
"22.11.1.1360","TSVRaw",1,1
"22.11.1.1360","Values",1,1
"22.11.1.1360","JSONStringsEachRow",1,1
"22.11.1.1360","TabSeparated",1,1
"22.11.1.1360","TabSeparatedWithNamesAndTypes",1,1
"22.11.1.1360","TSVRawWithNames",1,1
"22.11.1.1360","JSONCompactEachRowWithNamesAndTypes",1,1
"22.11.1.1360","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0
"22.11.1.1360","TabSeparatedRaw",1,1
"22.11.1.1360","TSVWithNames",1,1
"22.11.1.1360","JSONEachRow",1,1
