"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"21.2.9.41","PostgreSQL",0,0,0,0,0,0,0
"21.2.9.41","RabbitMQ",1,0,0,0,0,0,0
"21.2.9.41","Kafka",1,0,0,0,0,0,0
"21.2.9.41","MySQL",0,0,0,0,0,0,0
"21.2.9.41","HDFS",0,0,0,0,0,0,0
"21.2.9.41","S3",0,0,0,0,0,0,0
"21.2.9.41","MaterializedView",0,0,0,0,0,0,0
"21.2.9.41","EmbeddedRocksDB",0,0,1,0,0,0,1
"21.2.9.41","View",0,0,0,0,0,0,0
"21.2.9.41","JDBC",0,0,0,0,0,0,0
"21.2.9.41","Join",1,0,0,0,0,0,0
"21.2.9.41","Set",1,0,0,0,0,0,0
"21.2.9.41","Dictionary",0,0,0,0,0,0,0
"21.2.9.41","GenerateRandom",0,0,0,0,0,0,0
"21.2.9.41","LiveView",0,0,0,0,0,0,0
"21.2.9.41","MergeTree",1,1,1,1,0,0,1
"21.2.9.41","Memory",0,0,0,0,0,0,1
"21.2.9.41","Buffer",0,0,0,0,0,0,1
"21.2.9.41","MongoDB",0,0,0,0,0,0,0
"21.2.9.41","URL",1,0,0,0,0,0,0
"21.2.9.41","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1
"21.2.9.41","ReplacingMergeTree",1,1,1,1,0,0,1
"21.2.9.41","ReplicatedSummingMergeTree",1,1,1,1,1,1,1
"21.2.9.41","COSN",0,0,0,0,0,0,0
"21.2.9.41","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1
"21.2.9.41","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1
"21.2.9.41","File",1,0,0,0,0,0,0
"21.2.9.41","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1
"21.2.9.41","ReplicatedMergeTree",1,1,1,1,1,1,1
"21.2.9.41","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1
"21.2.9.41","VersionedCollapsingMergeTree",1,1,1,1,0,0,1
"21.2.9.41","SummingMergeTree",1,1,1,1,0,0,1
"21.2.9.41","Distributed",1,0,0,0,0,0,1
"21.2.9.41","TinyLog",1,0,0,0,0,0,0
"21.2.9.41","GraphiteMergeTree",1,1,1,1,0,0,1
"21.2.9.41","CollapsingMergeTree",1,1,1,1,0,0,1
"21.2.9.41","Merge",0,0,0,0,0,0,0
"21.2.9.41","AggregatingMergeTree",1,1,1,1,0,0,1
"21.2.9.41","ODBC",0,0,0,0,0,0,0
"21.2.9.41","Null",0,0,0,0,0,0,1
"21.2.9.41","StripeLog",1,0,0,0,0,0,0
"21.2.9.41","Log",1,0,0,0,0,0,0
