"ch_version","name","is_input","is_output"
"21.8.13.1.altinitystable","CapnProto",1,0
"21.8.13.1.altinitystable","PostgreSQLWire",0,1
"21.8.13.1.altinitystable","MySQLWire",0,1
"21.8.13.1.altinitystable","JSONStringsEachRowWithProgress",0,1
"21.8.13.1.altinitystable","JSONEachRowWithProgress",0,1
"21.8.13.1.altinitystable","JSONCompact",0,1
"21.8.13.1.altinitystable","JSON",0,1
"21.8.13.1.altinitystable","CSV",1,1
"21.8.13.1.altinitystable","Vertical",0,1
"21.8.13.1.altinitystable","ODBCDriver2",0,1
"21.8.13.1.altinitystable","PrettySpaceNoEscapes",0,1
"21.8.13.1.altinitystable","Pretty",0,1
"21.8.13.1.altinitystable","JSONCompactStrings",0,1
"21.8.13.1.altinitystable","PrettyNoEscapes",0,1
"21.8.13.1.altinitystable","ArrowStream",1,1
"21.8.13.1.altinitystable","TabSeparatedWithNames",1,1
"21.8.13.1.altinitystable","Parquet",1,1
"21.8.13.1.altinitystable","Arrow",1,1
"21.8.13.1.altinitystable","PrettyCompact",0,1
"21.8.13.1.altinitystable","AvroConfluent",1,0
"21.8.13.1.altinitystable","ORC",1,1
"21.8.13.1.altinitystable","PrettyCompactNoEscapes",0,1
"21.8.13.1.altinitystable","RawBLOB",1,1
"21.8.13.1.altinitystable","Template",1,1
"21.8.13.1.altinitystable","MsgPack",1,1
"21.8.13.1.altinitystable","JSONCompactEachRow",1,1
"21.8.13.1.altinitystable","CustomSeparated",1,1
"21.8.13.1.altinitystable","TemplateIgnoreSpaces",1,0
"21.8.13.1.altinitystable","Markdown",0,1
"21.8.13.1.altinitystable","XML",0,1
"21.8.13.1.altinitystable","ProtobufSingle",1,1
"21.8.13.1.altinitystable","JSONCompactStringsEachRowWithNamesAndTypes",1,1
"21.8.13.1.altinitystable","TSKV",1,1
"21.8.13.1.altinitystable","TabSeparated",1,1
"21.8.13.1.altinitystable","JSONStringEachRow",0,0
"21.8.13.1.altinitystable","JSONStringsEachRow",1,1
"21.8.13.1.altinitystable","TSVRaw",1,1
"21.8.13.1.altinitystable","Values",1,1
"21.8.13.1.altinitystable","TabSeparatedWithNamesAndTypes",1,1
"21.8.13.1.altinitystable","PrettyCompactMonoBlock",0,1
"21.8.13.1.altinitystable","TSVWithNamesAndTypes",1,1
"21.8.13.1.altinitystable","Avro",1,1
"21.8.13.1.altinitystable","RowBinaryWithNamesAndTypes",1,1
"21.8.13.1.altinitystable","LineAsString",1,0
"21.8.13.1.altinitystable","Native",1,1
"21.8.13.1.altinitystable","JSONCompactEachRowWithNamesAndTypes",1,1
"21.8.13.1.altinitystable","PrettySpace",0,1
"21.8.13.1.altinitystable","Regexp",1,0
"21.8.13.1.altinitystable","TSV",1,1
"21.8.13.1.altinitystable","JSONEachRow",1,1
"21.8.13.1.altinitystable","CustomSeparatedIgnoreSpaces",1,0
"21.8.13.1.altinitystable","CSVWithNames",1,1
"21.8.13.1.altinitystable","JSONStrings",0,1
"21.8.13.1.altinitystable","Null",0,1
"21.8.13.1.altinitystable","TabSeparatedRaw",1,1
"21.8.13.1.altinitystable","TSVWithNames",1,1
"21.8.13.1.altinitystable","Protobuf",1,1
"21.8.13.1.altinitystable","RowBinary",1,1
"21.8.13.1.altinitystable","JSONAsString",1,0
"21.8.13.1.altinitystable","JSONCompactStringsEachRow",1,1
