"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting"
"23.3.19.33.altinitystable","SQLInsert",0,1,0,0
"23.3.19.33.altinitystable","Prometheus",0,1,0,0
"23.3.19.33.altinitystable","CapnProto",1,1,0,0
"23.3.19.33.altinitystable","PostgreSQLWire",0,1,0,0
"23.3.19.33.altinitystable","MySQLWire",0,1,0,0
"23.3.19.33.altinitystable","JSONEachRowWithProgress",0,1,0,0
"23.3.19.33.altinitystable","ODBCDriver2",0,1,0,0
"23.3.19.33.altinitystable","PrettySpaceNoEscapes",0,1,0,1
"23.3.19.33.altinitystable","PrettySpace",0,1,0,1
"23.3.19.33.altinitystable","PrettyCompactMonoBlock",0,1,0,0
"23.3.19.33.altinitystable","PrettyCompactNoEscapes",0,1,0,1
"23.3.19.33.altinitystable","JSONStringsEachRowWithProgress",0,1,0,0
"23.3.19.33.altinitystable","PrettyNoEscapesMonoBlock",0,1,0,0
"23.3.19.33.altinitystable","PrettyMonoBlock",0,1,0,0
"23.3.19.33.altinitystable","ArrowStream",1,1,0,0
"23.3.19.33.altinitystable","Avro",1,1,0,0
"23.3.19.33.altinitystable","AvroConfluent",1,0,0,0
"23.3.19.33.altinitystable","ORC",1,1,0,0
"23.3.19.33.altinitystable","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0
"23.3.19.33.altinitystable","CustomSeparatedIgnoreSpaces",1,0,0,0
"23.3.19.33.altinitystable","CustomSeparatedWithNamesAndTypes",1,1,0,1
"23.3.19.33.altinitystable","CustomSeparatedWithNames",1,1,0,1
"23.3.19.33.altinitystable","RawBLOB",1,1,0,0
"23.3.19.33.altinitystable","TemplateIgnoreSpaces",1,0,0,0
"23.3.19.33.altinitystable","MsgPack",1,1,0,1
"23.3.19.33.altinitystable","Template",1,1,0,0
"23.3.19.33.altinitystable","Protobuf",1,1,0,0
"23.3.19.33.altinitystable","Markdown",0,1,0,1
"23.3.19.33.altinitystable","XML",0,1,0,1
"23.3.19.33.altinitystable","ProtobufSingle",1,1,0,0
"23.3.19.33.altinitystable","JSONColumnsWithMetadata",1,1,0,0
"23.3.19.33.altinitystable","JSONCompactColumns",1,1,0,0
"23.3.19.33.altinitystable","CustomSeparated",1,1,0,1
"23.3.19.33.altinitystable","JSONCompactEachRow",1,1,0,1
"23.3.19.33.altinitystable","JSONCompactStringsEachRowWithNamesAndTypes",1,1,0,1
"23.3.19.33.altinitystable","JSONObjectEachRow",1,1,0,1
"23.3.19.33.altinitystable","PrettyCompactNoEscapesMonoBlock",0,1,0,0
"23.3.19.33.altinitystable","PrettyNoEscapes",0,1,0,1
"23.3.19.33.altinitystable","JSONCompactStrings",0,1,0,1
"23.3.19.33.altinitystable","JSONCompact",1,1,0,1
"23.3.19.33.altinitystable","Null",0,1,0,0
"23.3.19.33.altinitystable","JSONStrings",0,1,0,1
"23.3.19.33.altinitystable","LineAsStringWithNamesAndTypes",0,1,0,1
"23.3.19.33.altinitystable","RowBinaryWithNamesAndTypes",1,1,0,1
"23.3.19.33.altinitystable","Arrow",1,1,0,0
"23.3.19.33.altinitystable","Parquet",1,1,0,0
"23.3.19.33.altinitystable","TabSeparatedWithNames",1,1,1,1
"23.3.19.33.altinitystable","JSONCompactStringsEachRowWithNames",1,1,0,1
"23.3.19.33.altinitystable","PrettySpaceMonoBlock",0,1,0,0
"23.3.19.33.altinitystable","PrettyCompact",0,1,0,1
"23.3.19.33.altinitystable","RowBinaryWithNames",1,1,0,1
"23.3.19.33.altinitystable","RowBinary",1,1,0,1
"23.3.19.33.altinitystable","LineAsString",1,1,1,1
"23.3.19.33.altinitystable","Native",1,1,0,0
"23.3.19.33.altinitystable","LineAsStringWithNames",0,1,0,1
"23.3.19.33.altinitystable","BSONEachRow",1,1,1,1
"23.3.19.33.altinitystable","PrettySpaceNoEscapesMonoBlock",0,1,0,0
"23.3.19.33.altinitystable","TabSeparatedRawWithNames",1,1,1,1
"23.3.19.33.altinitystable","JSONCompactStringsEachRow",1,1,0,1
"23.3.19.33.altinitystable","HiveText",1,0,1,0
"23.3.19.33.altinitystable","TSVRawWithNamesAndTypes",1,1,1,1
"23.3.19.33.altinitystable","JSONAsString",1,0,1,0
"23.3.19.33.altinitystable","JSONColumns",1,1,0,0
"23.3.19.33.altinitystable","NDJSON",1,1,1,1
"23.3.19.33.altinitystable","JSONAsObject",1,0,1,0
"23.3.19.33.altinitystable","JSONLines",1,1,1,1
"23.3.19.33.altinitystable","ProtobufList",1,1,0,0
"23.3.19.33.altinitystable","JSON",1,1,0,1
"23.3.19.33.altinitystable","MySQLDump",1,0,0,0
"23.3.19.33.altinitystable","TSVWithNamesAndTypes",1,1,1,1
"23.3.19.33.altinitystable","CSVWithNamesAndTypes",1,1,1,1
"23.3.19.33.altinitystable","CSVWithNames",1,1,1,1
"23.3.19.33.altinitystable","Regexp",1,0,1,0
"23.3.19.33.altinitystable","TSV",1,1,1,1
"23.3.19.33.altinitystable","Vertical",0,1,0,1
"23.3.19.33.altinitystable","CSV",1,1,1,1
"23.3.19.33.altinitystable","Pretty",0,1,0,1
"23.3.19.33.altinitystable","JSONCompactEachRowWithNames",1,1,0,1
"23.3.19.33.altinitystable","TabSeparatedRawWithNamesAndTypes",1,1,1,1
"23.3.19.33.altinitystable","TSKV",1,1,1,1
"23.3.19.33.altinitystable","TSVRaw",1,1,1,1
"23.3.19.33.altinitystable","Values",1,1,0,1
"23.3.19.33.altinitystable","JSONStringsEachRow",1,1,1,1
"23.3.19.33.altinitystable","TabSeparated",1,1,1,1
"23.3.19.33.altinitystable","TabSeparatedWithNamesAndTypes",1,1,1,1
"23.3.19.33.altinitystable","TSVRawWithNames",1,1,1,1
"23.3.19.33.altinitystable","JSONCompactEachRowWithNamesAndTypes",1,1,0,1
"23.3.19.33.altinitystable","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0
"23.3.19.33.altinitystable","TabSeparatedRaw",1,1,1,1
"23.3.19.33.altinitystable","TSVWithNames",1,1,1,1
"23.3.19.33.altinitystable","JSONEachRow",1,1,1,1
